id,formula,tc,origin,severity,n_flags,reasons
Ba2Cd0.2Cu3Y0.8O7-MP-mp-20674-synth_doped.cif,Ba2Cd0.2Cu3Y0.8O7,92.8,V45,2,1,C:Cu-ox-3.33
Ba2Cd0.3Cu3Y0.7O7-MP-mp-20674-synth_doped.cif,Ba2Cd0.3Cu3Y0.7O7,92.8,V45,2,1,C:Cu-ox-3.33
Bi2Sr2Ca0.8Y0.2Cu2O8.27-MP-mp-1218884.cif,Bi2Sr2Ca0.8Y0.2Cu2O8.27,92.6,new,2,1,C:Cu-ox-5.47
Ba2Cu1Hg1O4.103-MP-mp-6562-synth_doped.cif,Ba2Cu1Hg1O4.103,92.5,V45,2,1,C:Cu-ox-4.21
Bi2Sr2Ca0.8Lu0.2Cu2O8.27-MP-mp-1218884.cif,Bi2Sr2Ca0.8Lu0.2Cu2O8.27,92.5,new,2,1,C:Cu-ox-5.47
Ba2Cu3Ho1O7-MP-mp-6616.cif,Ba2Cu3Ho1O7,92.475,V45,2,1,C:Cu-ox-3.33
Bi2Ca1Cu2Sr2O8.272-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.272,92.2,V45,2,1,C:Cu-ox-5.27
Ba2Cu3Er1O7-MP-mp-622110.cif,Ba2Cu3Er1O7,92.03333333,V45,2,1,C:Cu-ox-3.33
Ba2Cu1Hg1O4.085-MP-mp-6562-synth_doped.cif,Ba2Cu1Hg1O4.085,92.0,V45,2,1,C:Cu-ox-4.17
Bi2Ca1Cu2Sr2O8.194-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.194,92.0,V45,2,1,C:Cu-ox-5.19
Y1Ba2Cu2.9Al0.1O6.93-MP-mp-20674.cif,Y1Ba2Cu2.9Al0.1O6.93,92.0,new,2,1,C:Cu-ox-3.40
Y1Ba2Cu2.925Co0.075O6.97-MP-mp-20674.cif,Y1Ba2Cu2.925Co0.075O6.97,92.0,new,2,1,C:Cu-ox-3.40
Bi0.33Hg0.67Sr2Y0.5Ca0.5Cu2O7-MP-mp-1046226.cif,Bi0.33Hg0.67Sr2Y0.5Ca0.5Cu2O7,92.0,new,2,1,C:Cu-ox-4.50
Bi2Sr2Ca0.8Y0.2Cu2O8.26-MP-mp-1218884.cif,Bi2Sr2Ca0.8Y0.2Cu2O8.26,92.0,new,2,1,C:Cu-ox-5.46
Tl1Sr2Ca0.3Y0.7Cu2O6.97-MP-mp-1218486.cif,Tl1Sr2Ca0.3Y0.7Cu2O6.97,92.0,new,2,1,C:Cu-ox-4.67
Tl1Sr2Ca0.4Y0.6Cu2O6.93-MP-mp-1218486.cif,Tl1Sr2Ca0.4Y0.6Cu2O6.93,92.0,new,2,1,C:Cu-ox-4.53
Tl1Sr2Ca0.5Y0.5Cu2O6.89-MP-mp-1218486.cif,Tl1Sr2Ca0.5Y0.5Cu2O6.89,92.0,new,2,1,C:Cu-ox-4.39
Tl0.5Pb0.5Sr2Ca0.65Y0.35Cu2O7-MP-mp-1173221.cif,Tl0.5Pb0.5Sr2Ca0.65Y0.35Cu2O7,92.0,new,2,1,C:Cu-ox-4.35
Y1Ba1.9La0.1Cu3O7.06-MP-icsd-63321.cif,Y1Ba1.9La0.1Cu3O7.06,91.9,new,2,1,C:Cu-ox-3.34
Ba2Ca0.9Cu2Gd0.1Tl1O7-MP-mp-632802-synth_doped.cif,Ba2Ca0.9Cu2Gd0.1Tl1O7,91.8,V45,2,1,C:Cu-ox-3.95
Ho1Ba2Cu3O6.96-MP-mp-6616.cif,Ho1Ba2Cu3O6.96,91.8,new,2,1,C:Cu-ox-3.31
Y0.6Cd0.4Ba2Cu3O7-MP-icsd-63321.cif,Y0.6Cd0.4Ba2Cu3O7,91.7,new,2,1,C:Cu-ox-3.33
Y0.4Cd0.6Ba2Cu3O7-MP-icsd-63321.cif,Y0.4Cd0.6Ba2Cu3O7,91.7,new,2,1,C:Cu-ox-3.33
Bi2Sr2Ca0.8Yb0.2Cu2O8.26-MP-mp-1218884.cif,Bi2Sr2Ca0.8Yb0.2Cu2O8.26,91.65,new,2,1,C:Cu-ox-5.46
Y1Ba2Cu3O7.1-MP-icsd-63321.cif,Y1Ba2Cu3O7.1,91.65,new,2,1,C:Cu-ox-3.40
Y1Ba1.9K0.1Cu3O6.9-MP-mp-20674.cif,Y1Ba1.9K0.1Cu3O6.9,91.5,new,2,1,C:Cu-ox-3.30
Y1Re0.1Ba2Cu2.9O7-MP-mp-20674.cif,Y1Re0.1Ba2Cu2.9O7,91.5,new,2,1,C:Cu-ox-3.45
Y1Re0.15Ba2Cu2.85O7.07-MP-icsd-63321.cif,Y1Re0.15Ba2Cu2.85O7.07,91.5,new,2,1,C:Cu-ox-3.56
Y1Ba2Cu3O6.951-MP-mp-20674.cif,Y1Ba2Cu3O6.951,91.495,new,2,1,C:Cu-ox-3.30
Bi2Sr2Ca0.8Dy0.2Cu2O8.26-MP-mp-1218884.cif,Bi2Sr2Ca0.8Dy0.2Cu2O8.26,91.25,new,2,1,C:Cu-ox-5.46
Bi2Sr1.8Ca1Lu0.2Cu2O8.27-MP-mp-1218884.cif,Bi2Sr1.8Ca1Lu0.2Cu2O8.27,91.1,new,2,1,C:Cu-ox-5.47
Ba2Cu3Tb0.1Y0.9O7-MP-mp-20674-synth_doped.cif,Ba2Cu3Tb0.1Y0.9O7,91.0,V45,2,1,C:Cu-ox-3.33
Bi2Ca1Cu2Sr2O8.118-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.118,91.0,V45,2,1,C:Cu-ox-5.12
Bi2Ca1Cu2Sr2O8.195-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.195,91.0,V45,2,1,C:Cu-ox-5.20
Tl2Ba2Ca1Cu2O7.984-MP-mp-6885.cif,Tl2Ba2Ca1Cu2O7.984,91.0,new,2,1,C:Cu-ox-4.98
Tl1.63Ba2Ca1.3Cu2O7.94-MP-mp-632802.cif,Tl1.63Ba2Ca1.3Cu2O7.94,91.0,new,2,1,C:Cu-ox-4.64
Hg0.8Mn0.2Ba2Cu1O4.2-MP-mp-1229200.cif,Hg0.8Mn0.2Ba2Cu1O4.2,91.0,new,2,1,C:Cu-ox-4.40
Bi1.4Pb0.6Sr2Ca1Cu2O8-MP-mp-1218930.cif,Bi1.4Pb0.6Sr2Ca1Cu2O8,91.0,new,2,1,C:Cu-ox-5.00
Y1Re0.15Ba2Cu2.85O7.17-MP-icsd-63321.cif,Y1Re0.15Ba2Cu2.85O7.17,91.0,new,2,1,C:Cu-ox-3.63
Y1Ba2Cu3F0.2O7-MP-icsd-63321.cif,Y1Ba2Cu3F0.2O7,91.0,new,2,1,C:Cu-ox-3.33
Y1Re0.1Ba2Cu2.9O7.09-MP-icsd-63321.cif,Y1Re0.1Ba2Cu2.9O7.09,91.0,new,2,1,C:Cu-ox-3.51
Y1Ba2Cu3F0.1O7-MP-icsd-63321.cif,Y1Ba2Cu3F0.1O7,91.0,new,2,1,C:Cu-ox-3.33
Y0.68Tb0.32Ba2Cu3O7-MP-icsd-63321.cif,Y0.68Tb0.32Ba2Cu3O7,91.0,new,2,1,C:Cu-ox-3.33
Ba2Cu1Hg1O4.105-MP-mp-6562-synth_doped.cif,Ba2Cu1Hg1O4.105,90.9,V45,2,1,C:Cu-ox-4.21
Bi2Sr2Ca0.8Gd0.2Cu2O8.27-MP-mp-1218884.cif,Bi2Sr2Ca0.8Gd0.2Cu2O8.27,90.9,new,2,1,C:Cu-ox-5.17
Ba2Cu3Tm1O7-MP-mp-622108.cif,Ba2Cu3Tm1O7,90.83333333,V45,2,1,C:Cu-ox-3.33
Ba2Ca0.9Cu2Nd0.1Tl1O7-MP-mp-632802-synth_doped.cif,Ba2Ca0.9Cu2Nd0.1Tl1O7,90.8,V45,2,1,C:Cu-ox-3.95
Bi2Sr2Ca0.8Eu0.2Cu2O8.26-MP-mp-1218884.cif,Bi2Sr2Ca0.8Eu0.2Cu2O8.26,90.65,new,2,1,C:Cu-ox-5.16
Y1Ba2Cu3O6.97-MP-mp-20674.cif,Y1Ba2Cu3O6.97,90.575,new,2,1,C:Cu-ox-3.31
Y0.85Ca0.15Ba2Cu2.85Al0.15O6.87-MP-mp-20674.cif,Y0.85Ca0.15Ba2Cu2.85Al0.15O6.87,90.5,new,2,1,C:Cu-ox-3.31
Y1La0.2Ba1.8Cu3O7.79-MP-mp-1214613.cif,Y1La0.2Ba1.8Cu3O7.79,90.4,new,2,1,C:Cu-ox-3.79
Y1La0.2Ba1.8Cu3O7.49-MP-mp-1214613.cif,Y1La0.2Ba1.8Cu3O7.49,90.4,new,2,1,C:Cu-ox-3.59
Bi2Sr1.8Ca1Y0.2Cu2O8.25-MP-mp-1218884.cif,Bi2Sr1.8Ca1Y0.2Cu2O8.25,90.4,new,2,1,C:Cu-ox-5.45
Bi2Ca1Cu2Sr2O8.288-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.288,90.2,V45,2,1,C:Cu-ox-5.29
Bi2Sr1.8Ca1Yb0.2Cu2O8.26-MP-mp-1218884.cif,Bi2Sr1.8Ca1Yb0.2Cu2O8.26,90.1,new,2,1,C:Cu-ox-5.46
Bi2Ca1Cu2Sr2O8.1-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.1,90.0,V45,2,1,C:Cu-ox-5.10
Y1Ba2Cu2.85Ag0.15O7-MP-mp-20674.cif,Y1Ba2Cu2.85Ag0.15O7,90.0,new,2,1,C:Cu-ox-3.51
Y1Ba2Cu2.9Sn0.1O7.28-MP-mp-1214613.cif,Y1Ba2Cu2.9Sn0.1O7.28,90.0,new,2,1,C:Cu-ox-3.64
Y1Ba2Cu2.7In0.3O6.9-MP-mp-20674.cif,Y1Ba2Cu2.7In0.3O6.9,90.0,new,2,1,C:Cu-ox-3.63
Tl1Sr1.5La0.5Ca1Cu2O7-MP-mp-1218536.cif,Tl1Sr1.5La0.5Ca1Cu2O7,90.0,new,2,1,C:Cu-ox-3.75
Y1Re0.15Ba2Cu2.85O7.13-MP-icsd-63321.cif,Y1Re0.15Ba2Cu2.85O7.13,90.0,new,2,1,C:Cu-ox-3.60
Y1Re0.1Ba2Cu2.9O7.08-MP-icsd-63321.cif,Y1Re0.1Ba2Cu2.9O7.08,90.0,new,2,1,C:Cu-ox-3.50
Ba2Cd0.1Cu3Y0.9O7-MP-mp-20674-synth_doped.cif,Ba2Cd0.1Cu3Y0.9O7,89.9,V45,2,1,C:Cu-ox-3.33
Bi2Ca0.8Cu2Sr2.2O8-MP-mp-1218930-synth_doped.cif,Bi2Ca0.8Cu2Sr2.2O8,89.9,V45,2,1,C:Cu-ox-5.00
Tm1Ba2Cu3O6.96-MP-mp-622108.cif,Tm1Ba2Cu3O6.96,89.88,new,2,1,C:Cu-ox-3.31
Y1La0.2Ba1.8Cu3O7.77-MP-mp-1214613.cif,Y1La0.2Ba1.8Cu3O7.77,89.8,new,2,1,C:Cu-ox-3.78
Y1La0.2Ba1.8Cu3O7.46-MP-mp-1214613.cif,Y1La0.2Ba1.8Cu3O7.46,89.8,new,2,1,C:Cu-ox-3.57
Bi2Sr2Ca0.8Gd0.2Cu2O8.26-MP-mp-1218884.cif,Bi2Sr2Ca0.8Gd0.2Cu2O8.26,89.8,new,2,1,C:Cu-ox-5.16
Y1La0.2Ba1.8Cu3O7.57-MP-mp-1214613.cif,Y1La0.2Ba1.8Cu3O7.57,89.6,new,2,1,C:Cu-ox-3.65
Tm1Ba2Cu3O6.95-MP-mp-622108.cif,Tm1Ba2Cu3O6.95,89.465,new,2,1,C:Cu-ox-3.30
Bi2Ca0.75Cu2Sr2Y0.25O8-MP-mp-1218930-synth_doped.cif,Bi2Ca0.75Cu2Sr2Y0.25O8,89.4,V45,2,1,C:Cu-ox-5.25
Bi2Ca1Cu2Sr2O8.19-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.19,89.26666667,V45,2,1,C:Cu-ox-5.19
Bi2Sr2Ca0.8Nd0.2Cu2O8.26-MP-mp-1218884.cif,Bi2Sr2Ca0.8Nd0.2Cu2O8.26,89.25,new,2,1,C:Cu-ox-5.16
Bi2Sr1.8Ca1Dy0.2Cu2O8.26-MP-mp-1218884.cif,Bi2Sr1.8Ca1Dy0.2Cu2O8.26,89.2,new,2,1,C:Cu-ox-5.46
Bi2Ca1Cu2Sr2O8.16-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.16,89.125,V45,2,1,C:Cu-ox-5.16
Ba2Cu1Hg1O4.108-MP-mp-6562-synth_doped.cif,Ba2Cu1Hg1O4.108,89.1,V45,2,1,C:Cu-ox-4.22
Bi2Ca1Cu2Sr2O8.291-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.291,89.1,V45,2,1,C:Cu-ox-5.29
Y1La0.2Ba1.8Cu3O7.74-MP-mp-1214613.cif,Y1La0.2Ba1.8Cu3O7.74,89.1,new,2,1,C:Cu-ox-3.76
Y1La0.2Ba1.8Cu3O7.36-MP-mp-1214613.cif,Y1La0.2Ba1.8Cu3O7.36,89.1,new,2,1,C:Cu-ox-3.51
Bi2Sr1.6Ca1.2Y0.2Cu2O8.26-MP-mp-1218884.cif,Bi2Sr1.6Ca1.2Y0.2Cu2O8.26,89.1,new,2,1,C:Cu-ox-5.46
Ba2Cu1Hg1O4.058-MP-mp-6562-synth_doped.cif,Ba2Cu1Hg1O4.058,89.0,V45,2,1,C:Cu-ox-4.12
Y1Ba1.8Sr0.2Cu3O6.98-MP-mp-20674.cif,Y1Ba1.8Sr0.2Cu3O6.98,89.0,new,2,1,C:Cu-ox-3.32
Hg0.9W0.1Ba2Cu1O4.2-MP-mp-1229200.cif,Hg0.9W0.1Ba2Cu1O4.2,89.0,new,2,1,C:Cu-ox-4.40
Bi2Sr2Ca0.9Y0.1Cu2O8.2-MP-mp-1218884.cif,Bi2Sr2Ca0.9Y0.1Cu2O8.2,89.0,new,2,1,C:Cu-ox-5.30
Y1Ba1.5Sr0.5Cu3O6.96-MP-icsd-63321.cif,Y1Ba1.5Sr0.5Cu3O6.96,89.0,new,2,1,C:Cu-ox-3.31
Y1Ba2Cu3O7.19-MP-icsd-63321.cif,Y1Ba2Cu3O7.19,89.0,new,2,1,C:Cu-ox-3.46
Bi2Sr1.6Y0.1Ca1.3Cu2O8.23-MP-icsd-63210.cif,Bi2Sr1.6Y0.1Ca1.3Cu2O8.23,89.0,new,2,1,C:Cu-ox-5.33
Bi2Sr1.8Ca1Eu0.2Cu2O8.25-MP-mp-1218884.cif,Bi2Sr1.8Ca1Eu0.2Cu2O8.25,88.9,new,2,1,C:Cu-ox-5.15
Bi2Sr1.8Ca1Gd0.2Cu2O8.26-MP-mp-1218884.cif,Bi2Sr1.8Ca1Gd0.2Cu2O8.26,88.9,new,2,1,C:Cu-ox-5.16
Hg1Ba2Cu1O4.27-MP-mp-1228333.cif,Hg1Ba2Cu1O4.27,88.85,new,2,1,C:Cu-ox-4.54
Bi2Sr1.6Ca1.2Lu0.2Cu2O8.26-MP-mp-1218884.cif,Bi2Sr1.6Ca1.2Lu0.2Cu2O8.26,88.6,new,2,1,C:Cu-ox-5.46
Ba2Cu1Hg1O4.066-MP-mp-6562-synth_doped.cif,Ba2Cu1Hg1O4.066,88.5,V45,2,1,C:Cu-ox-4.13
Bi2Sr2Ca0.8La0.2Cu2O8.26-MP-mp-1218884.cif,Bi2Sr2Ca0.8La0.2Cu2O8.26,88.45,new,2,1,C:Cu-ox-5.16
Yb1Ba2Cu3O6.95-MP-mp-772788.cif,Yb1Ba2Cu3O6.95,88.4,new,2,1,C:Cu-ox-3.30
Bi2Sr1.6Ca1.2Yb0.2Cu2O8.26-MP-mp-1218884.cif,Bi2Sr1.6Ca1.2Yb0.2Cu2O8.26,88.3,new,2,1,C:Cu-ox-5.46
Bi2Ca1Cu2Sr2O8-MP-mp-1218930.cif,Bi2Ca1Cu2Sr2O8,88.25,V45,2,1,C:Cu-ox-5.00
Ba2Cu3Lu1O7-MP-mp-20324.cif,Ba2Cu3Lu1O7,88.24,V45,2,1,C:Cu-ox-3.33
Y0.75Ca0.25Ba2Cu2.75Al0.25O6.86-MP-mp-20674.cif,Y0.75Ca0.25Ba2Cu2.75Al0.25O6.86,88.2,new,2,1,C:Cu-ox-3.35
Bi4Ca3Sr3Cu4O16-MP-mp-1218930.cif,Bi4Ca3Sr3Cu4O16,88.16666667,new,2,1,C:Cu-ox-5.00
Y1La0.2Ba1.8Cu3O7.64-MP-mp-1214613.cif,Y1La0.2Ba1.8Cu3O7.64,88.1,new,2,1,C:Cu-ox-3.69
Ba2Cd0.25Cu1Tl1.75O6-MP-mp-6027-synth_doped.cif,Ba2Cd0.25Cu1Tl1.75O6,88.0,V45,2,1,C:Cu-ox-8.00
Ba2Cu1Hg1O4.16-MP-mp-6562-synth_doped.cif,Ba2Cu1Hg1O4.16,88.0,V45,2,1,C:Cu-ox-4.32
Bi2Ca0.75Cu2Pr0.25Sr2O8-MP-mp-1218930-synth_doped.cif,Bi2Ca0.75Cu2Pr0.25Sr2O8,88.0,V45,2,1,C:Cu-ox-4.88
Y0.9Ca0.1Ba2Cu2.9Co0.1O6.95-MP-mp-20674.cif,Y0.9Ca0.1Ba2Cu2.9Co0.1O6.95,88.0,new,2,1,C:Cu-ox-3.34
Yb1Ba2Cu3O6.97-MP-mp-772788.cif,Yb1Ba2Cu3O6.97,88.0,new,2,1,C:Cu-ox-3.31
Bi2Sr1.6Ca1.2Dy0.2Cu2O8.26-MP-mp-1218884.cif,Bi2Sr1.6Ca1.2Dy0.2Cu2O8.26,88.0,new,2,1,C:Cu-ox-5.46
Tl1Sr1.5Eu0.5Ca1Cu2O7-MP-mp-20824.cif,Tl1Sr1.5Eu0.5Ca1Cu2O7,88.0,new,2,1,C:Cu-ox-3.75
Tl1Sr1.5Nd0.5Ca1Cu2O7-MP-mp-1218759.cif,Tl1Sr1.5Nd0.5Ca1Cu2O7,88.0,new,2,1,C:Cu-ox-3.75
Tl1Sr1.5Pr0.5Ca1Cu2O7-MP-mp-1208792.cif,Tl1Sr1.5Pr0.5Ca1Cu2O7,88.0,new,2,1,C:Cu-ox-3.75
Y1La0.2Ba1.8Cu3O7.62-MP-mp-1214613.cif,Y1La0.2Ba1.8Cu3O7.62,87.9,new,2,1,C:Cu-ox-3.68
Ba2Cu1Tl2O6.12-MP-mp-6027-synth_doped.cif,Ba2Cu1Tl2O6.12,87.8,V45,2,1,C:Cu-ox-8.24
Bi2Sr1.8Ca1La0.2Cu2O8.27-MP-mp-1218884.cif,Bi2Sr1.8Ca1La0.2Cu2O8.27,87.8,new,2,1,C:Cu-ox-5.17
Bi2Sr2Ca0.8Y0.2Cu2O8.2-MP-mp-1218884.cif,Bi2Sr2Ca0.8Y0.2Cu2O8.2,87.8,new,2,1,C:Cu-ox-5.40
Y1Ba2Cu2.82Fe0.18O6.895-MP-mp-20674.cif,Y1Ba2Cu2.82Fe0.18O6.895,87.7,new,2,1,C:Cu-ox-3.47
Bi2Sr1.8Ca1Nd0.2Cu2O8.26-MP-mp-1218884.cif,Bi2Sr1.8Ca1Nd0.2Cu2O8.26,87.7,new,2,1,C:Cu-ox-5.16
Bi2Ca1Cu2Sr2O8.293-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.293,87.5,V45,2,1,C:Cu-ox-5.29
Y1Ba2Cu2.8Cr0.2O7-MP-mp-20674.cif,Y1Ba2Cu2.8Cr0.2O7,87.5,new,2,1,C:Cu-ox-3.57
Bi2Sr2Ca0.9Y0.1Cu2O8.23-MP-mp-1218884.cif,Bi2Sr2Ca0.9Y0.1Cu2O8.23,87.5,new,2,1,C:Cu-ox-5.33
Hg0.9Re0.1Ba2Cu1O4.33-MP-mp-1228333.cif,Hg0.9Re0.1Ba2Cu1O4.33,87.2,new,2,1,C:Cu-ox-4.66
Bi2Sr1.6Ca1.2Eu0.2Cu2O8.26-MP-mp-1218884.cif,Bi2Sr1.6Ca1.2Eu0.2Cu2O8.26,87.1,new,2,1,C:Cu-ox-5.16
Bi2Sr1.6Ca1.2Gd0.2Cu2O8.26-MP-mp-1218884.cif,Bi2Sr1.6Ca1.2Gd0.2Cu2O8.26,87.1,new,2,1,C:Cu-ox-5.16
Bi2Ca0.9Cu2Er0.1Sr2O8-MP-mp-1218930-synth_doped.cif,Bi2Ca0.9Cu2Er0.1Sr2O8,87.0,V45,2,1,C:Cu-ox-5.10
Y1Ba2Cu2.9Fe0.1O7.293-MP-mp-1214613.cif,Y1Ba2Cu2.9Fe0.1O7.293,87.0,new,2,1,C:Cu-ox-3.65
Tl2Ba2Cu1O5.876-MP-mp-6027.cif,Tl2Ba2Cu1O5.876,87.0,new,2,1,C:Cu-ox-7.75
Bi1.8Pb0.2Sr2Ca0.8Nd0.2Cu2O8.21-MP-mp-1218884.cif,Bi1.8Pb0.2Sr2Ca0.8Nd0.2Cu2O8.21,87.0,new,2,1,C:Cu-ox-5.11
Tl1Sr2Ca0.1Y0.9Cu2O6.97-MP-mp-1218486.cif,Tl1Sr2Ca0.1Y0.9Cu2O6.97,87.0,new,2,1,C:Cu-ox-4.87
Tl1Sr2Ca0.6Y0.4Cu2O6.86-MP-mp-1218486.cif,Tl1Sr2Ca0.6Y0.4Cu2O6.86,87.0,new,2,1,C:Cu-ox-4.26
Tl1Sr2Ca0.7Y0.3Cu2O6.84-MP-mp-20824.cif,Tl1Sr2Ca0.7Y0.3Cu2O6.84,87.0,new,2,1,C:Cu-ox-4.14
Y0.3Cd0.7Ba2Cu3O7-MP-icsd-63321.cif,Y0.3Cd0.7Ba2Cu3O7,87.0,new,2,1,C:Cu-ox-3.33
Bi1.6Pb0.4Sr2Ca0.8Nd0.2Cu2O8.16-MP-icsd-63210.cif,Bi1.6Pb0.4Sr2Ca0.8Nd0.2Cu2O8.16,87.0,new,2,1,C:Cu-ox-5.06
Bi2Ca1Cu2Sr2O8.11-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.11,86.45,V45,2,1,C:Cu-ox-5.11
Y1Ba2Cu2.92Fe0.08O7-MP-mp-20674.cif,Y1Ba2Cu2.92Fe0.08O7,86.2,new,2,1,C:Cu-ox-3.42
Ba2Ca0.9Cu2Tl1Y0.1O7-MP-mp-632802-synth_doped.cif,Ba2Ca0.9Cu2Tl1Y0.1O7,86.1,V45,2,1,C:Cu-ox-4.10
Bi4Sr3Ca1.5Y1.5Cu4O16-MP-mp-1218930.cif,Bi4Sr3Ca1.5Y1.5Cu4O16,86.1,new,2,1,C:Cu-ox-5.75
Ba1Cu1Tl0.76O4.5-MP-mvc-11834-synth_doped.cif,Ba1Cu1Tl0.76O4.5,86.0,V45,2,1,C:Cu-ox-7.00
Y1Ba1.99Cu2.847Ag0.153O6.7-MP-mp-1228425.cif,Y1Ba1.99Cu2.847Ag0.153O6.7,86.0,new,2,1,C:Cu-ox-3.31
Y1Ba1Sr1Cu2.9Mo0.1O7.16-MP-mp-1042500.cif,Y1Ba1Sr1Cu2.9Mo0.1O7.16,86.0,new,2,1,C:Cu-ox-3.56
Y0.85Ca0.15Ba2Cu2.85Co0.15O6.97-MP-mp-20674.cif,Y0.85Ca0.15Ba2Cu2.85Co0.15O6.97,86.0,new,2,1,C:Cu-ox-3.38
Tl1Bi1Sr2Ca1Cu2O7-MP-mp-20824.cif,Tl1Bi1Sr2Ca1Cu2O7,86.0,new,2,1,C:Cu-ox-4.00
Bi1.8Pb0.2Sr1.8Ca1Nd0.2Cu2O8.2-MP-mp-1218884.cif,Bi1.8Pb0.2Sr1.8Ca1Nd0.2Cu2O8.2,86.0,new,2,1,C:Cu-ox-5.10
Bi2Sr2Ca0.7Y0.3Cu2O8.3-MP-mp-1218884.cif,Bi2Sr2Ca0.7Y0.3Cu2O8.3,86.0,new,2,1,C:Cu-ox-5.60
Bi2Sr1.6Ca1.2La0.2Cu2O8.27-MP-mp-1218884.cif,Bi2Sr1.6Ca1.2La0.2Cu2O8.27,86.0,new,2,1,C:Cu-ox-5.17
Bi2Sr1.6Ca1.2Nd0.2Cu2O8.26-MP-mp-1218884.cif,Bi2Sr1.6Ca1.2Nd0.2Cu2O8.26,86.0,new,2,1,C:Cu-ox-5.16
Bi2Sr2Ca0.8Y0.2Cu2O8.34-MP-mp-1218884.cif,Bi2Sr2Ca0.8Y0.2Cu2O8.34,86.0,new,2,1,C:Cu-ox-5.54
Tl1Sr1.5Sm0.5Ca1Cu2O7-MP-mp-20824.cif,Tl1Sr1.5Sm0.5Ca1Cu2O7,86.0,new,2,1,C:Cu-ox-3.75
Tl1Sr2Ca2Cu3O9.4-MP-mp-620290.cif,Tl1Sr2Ca2Cu3O9.4,86.0,new,2,1,C:Cu-ox-3.60
Y1Ba1.5Sr0.5Cu3O6.98-MP-icsd-63321.cif,Y1Ba1.5Sr0.5Cu3O6.98,86.0,new,2,1,C:Cu-ox-3.32
Y1Ba1.5Sr0.5Cu3O6.95-MP-icsd-63321.cif,Y1Ba1.5Sr0.5Cu3O6.95,85.9,new,2,1,C:Cu-ox-3.30
Bi4Sr3Ca1.4Y1.6Cu4O16-MP-mp-1218930.cif,Bi4Sr3Ca1.4Y1.6Cu4O16,85.8,new,2,1,C:Cu-ox-5.80
Bi2Ca1Cu2Sr2O8.17-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.17,85.5,V45,2,1,C:Cu-ox-5.17
Bi2Ca1Cu2Sr2O8.27-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.27,85.5,V45,2,1,C:Cu-ox-5.27
Ba2Cu1Hg1O4.28-MP-mp-6562-synth_doped.cif,Ba2Cu1Hg1O4.28,85.0,V45,2,1,C:Cu-ox-4.56
Bi1Ca0.5Cu2Pb1Sr2Y0.5O8-MP-mp-1218870.cif,Bi1Ca0.5Cu2Pb1Sr2Y0.5O8,85.0,V45,2,1,C:Cu-ox-5.50
Bi2Ca1Cu2Sr2O8.196-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.196,85.0,V45,2,1,C:Cu-ox-5.20
Y1Ba2Cu2.8Al0.2O6.91-MP-mp-20674.cif,Y1Ba2Cu2.8Al0.2O6.91,85.0,new,2,1,C:Cu-ox-3.51
Y0.76Ca0.24Ba2Cu2.76Co0.24O6.84-MP-mp-20674.cif,Y0.76Ca0.24Ba2Cu2.76Co0.24O6.84,85.0,new,2,1,C:Cu-ox-3.33
Hg0.8Bi0.2Ba2Cu1O4.2-MP-mp-1229200.cif,Hg0.8Bi0.2Ba2Cu1O4.2,85.0,new,2,1,C:Cu-ox-4.40
Tl1Sr2Ca0.8Y0.2Cu2O6.82-MP-mp-20824.cif,Tl1Sr2Ca0.8Y0.2Cu2O6.82,85.0,new,2,1,C:Cu-ox-4.02
Y1Ba2Cu2.9Al0.1O7.1-MP-icsd-63321.cif,Y1Ba2Cu2.9Al0.1O7.1,85.0,new,2,1,C:Cu-ox-3.52
Y1Ba2Cu2.84Fe0.16O7.303-MP-icsd-63321.cif,Y1Ba2Cu2.84Fe0.16O7.303,85.0,new,2,1,C:Cu-ox-3.73
Bi1.6Pb0.4Sr2Ca0.6Nd0.4Cu2O8.26-MP-icsd-63210.cif,Bi1.6Pb0.4Sr2Ca0.6Nd0.4Cu2O8.26,85.0,new,2,1,C:Cu-ox-5.06
Hg1.4Tl0.6Ba2Y0.6Ca0.4Cu2O7.78-MP-mp-654374.cif,Hg1.4Tl0.6Ba2Y0.6Ca0.4Cu2O7.78,84.6,new,2,1,C:Cu-ox-5.38
