id,formula,tc,origin,severity,n_flags,reasons
Bi0.16Pb0.35V0.05Sr2Ca2Cu3O10.12-MP-mp-532540.cif,Bi0.16Pb0.35V0.05Sr2Ca2Cu3O10.12,103.7,new,7,4,A:trace-dopant(V 0.0028); C:Cu-ox-4.08; G:parent-lacks-Cu(Sr3Ca6V7BiO28); G:anion-ratio--0.31(Sr3Ca6V7BiO28)
Nd1.5Ce0.5Sr2Ta1Cu2O10-MP-mp-12286.cif,Nd1.5Ce0.5Sr2Ta1Cu2O10,12.5,new,7,4,C:Cu-ox-4.75; G:parent-lacks-Cu(Sr2Ta2O7); G:anion-ratio--0.32(Sr2Ta2O7); E:literature-IQR-12.5K(n=2)
Bi3.99Cu0.01S3O4-MP-mp-1195213.cif,Bi3.99Cu0.01S3O4,3.935,new,7,4,A:trace-dopant(Cu 0.0009); C:Cu-ox-800.00; G:parent-lacks-Cu(Bi2(SO4)3); G:anion-ratio--5.75(Bi2(SO4)3)
Bi3.975Cu0.025S3O4-MP-mp-1195213.cif,Bi3.975Cu0.025S3O4,2.99,new,7,4,A:trace-dopant(Cu 0.0023); C:Cu-ox-320.00; G:parent-lacks-Cu(Bi2(SO4)3); G:anion-ratio--5.75(Bi2(SO4)3)
Bi3.95Cu0.05S3O4-MP-mp-1195213.cif,Bi3.95Cu0.05S3O4,2.595,new,7,4,A:trace-dopant(Cu 0.0045); C:Cu-ox-160.00; G:parent-lacks-Cu(Bi2(SO4)3); G:anion-ratio--5.75(Bi2(SO4)3)
Th1Ca3Ba1Cu3O9-MP-mp-1189614.cif,Th1Ca3Ba1Cu3O9,124.5,new,6,3,C:Cu-ox-3.33; G:parent-lacks-Cu(BaThO3); G:anion-ratio--0.38(BaThO3)
Bi0.16Pb0.3V0.1Sr2Ca2Cu3O10.12-MP-mp-532540.cif,Bi0.16Pb0.3V0.1Sr2Ca2Cu3O10.12,102.5,new,6,3,C:Cu-ox-4.08; G:parent-lacks-Cu(Sr3Ca6V7BiO28); G:anion-ratio--0.31(Sr3Ca6V7BiO28)
Fe0.5Ba2Ho1Cu2.5O7.49-MP-mp-1192651.cif,Fe0.5Ba2Ho1Cu2.5O7.49,76.0,new,6,3,C:Cu-ox-4.39; G:parent-lacks-Cu(BaFeO3); G:anion-ratio--0.25(BaFeO3)
Fe0.5Ba2Dy1Cu2.5O7.52-MP-mp-1522063.cif,Fe0.5Ba2Dy1Cu2.5O7.52,75.0,new,6,3,C:Cu-ox-4.42; G:parent-lacks-Cu(BaDy(FeO3)4); G:anion-ratio--0.75(BaDy(FeO3)4)
Fe0.5Ba2Er1Cu2.5O7.46-MP-mp-1192651.cif,Fe0.5Ba2Er1Cu2.5O7.46,72.0,new,6,3,C:Cu-ox-4.37; G:parent-lacks-Cu(BaFeO3); G:anion-ratio--0.26(BaFeO3)
Fe0.5Ba2Yb1Cu2.5O7.45-MP-mp-1192651.cif,Fe0.5Ba2Yb1Cu2.5O7.45,72.0,new,6,3,C:Cu-ox-4.36; G:parent-lacks-Cu(BaFeO3); G:anion-ratio--0.26(BaFeO3)
Hg0.65V0.35Sr2Ca0.55Nd0.45Cu2O6.8-MP-mp-1218581.cif,Hg0.65V0.35Sr2Ca0.55Nd0.45Cu2O6.8,67.0,new,6,3,C:Cu-ox-3.57; G:parent-lacks-Cu(SrCa3V4O12); G:anion-ratio--0.37(SrCa3V4O12)
Fe0.5Ba1Sr1Ho1Cu2.5O7.462-MP-mp-1227739.cif,Fe0.5Ba1Sr1Ho1Cu2.5O7.462,45.2,new,6,3,C:Cu-ox-4.37; G:parent-lacks-Cu(BaSr4(FeO3)5); G:anion-ratio--0.26(BaSr4(FeO3)5)
Fe0.5Ba1Sr1Yb1Cu2.5O7.432-MP-mp-1227739.cif,Fe0.5Ba1Sr1Yb1Cu2.5O7.432,29.7,new,6,3,C:Cu-ox-4.35; G:parent-lacks-Cu(BaSr4(FeO3)5); G:anion-ratio--0.26(BaSr4(FeO3)5)
Cu0.75V0.25Sr2Y1.3Ce0.7Cu2O8.77-MP-mp-1218593.cif,Cu0.75V0.25Sr2Y1.3Ce0.7Cu2O8.77,24.5,new,6,3,C:Cu-ox-3.91; G:parent-lacks-Cu(SrCe3V4O16); G:anion-ratio--0.75(SrCe3V4O16)
Y1Ba2Cu3O6050-MP-mp-643409.cif,Y1Ba2Cu3O6050,22.0,new,6,4,"A:huge-coefficient(max 6050, 6056 atoms); A:trace-dopant(Y 0.0002); C:Cu-ox-4032.00; G:anion-ratio-+1007.21(Ba4Y(CuO3)3)"
Cu0.75Ti0.25Sr2Y1.3Ce0.7Cu2O8.71-MP-mp-1218863.cif,Cu0.75Ti0.25Sr2Y1.3Ce0.7Cu2O8.71,21.0,new,6,3,C:Cu-ox-3.86; G:parent-lacks-Cu(Sr2Ce2Ti5O15); G:anion-ratio--0.42(Sr2Ce2Ti5O15)
Bi3.9Cu0.1S3O4-MP-mp-1195213.cif,Bi3.9Cu0.1S3O4,2.995,new,6,3,C:Cu-ox-80.00; G:parent-lacks-Cu(Bi2(SO4)3); G:anion-ratio--5.75(Bi2(SO4)3)
Sn0.97As0.007Te0.993-MP-mp-484.cif,Sn0.97As0.007Te0.993,0.03,new,6,3,A:trace-dopant(As 0.0036); I:Tc-0.030K(mK?); G:anion-ratio--0.48(Te3As2)
Mo1Sr2Ho1.5Ce1Cu2O10-MP-mp-16811.cif,Mo1Sr2Ho1.5Ce1Cu2O10,0.0,new,6,3,C:Cu-ox-6.00; G:parent-lacks-Cu(Ho2MoO6); G:anion-ratio--0.67(Ho2MoO6)
Mo1Sr2Tm1.5Ce1Cu2O10-MP-mp-31123.cif,Mo1Sr2Tm1.5Ce1Cu2O10,0.0,new,6,3,C:Cu-ox-6.00; G:parent-lacks-Cu(Tm2MoO6); G:anion-ratio--0.67(Tm2MoO6)
Pb3Sr3Cu3Cl1O9.5-MP-mp-1194245.cif,Pb3Sr3Cu3Cl1O9.5,0.0,new,6,3,C:Cu-ox-4.33; G:parent-lacks-Cu(SrPb2Cl6O5); G:anion-ratio--2.50(SrPb2Cl6O5)
Cu1.5Sr2Cr0.5O5.3-MP-mp-510607.cif,Cu1.5Sr2Cr0.5O5.3,0.0,new,6,3,C:Cu-ox-4.40; G:parent-lacks-Cu(SrCrO4); G:anion-ratio--0.68(SrCrO4)
La0.9Sr0.1Cu0.965Ni0.035O4-MP-mp-1218155.cif,La0.9Sr0.1Cu0.965Ni0.035O4,0.0,new,6,3,C:Cu-ox-5.21; G:parent-lacks-Cu(SrLaNiO4); G:anion-ratio-+0.67(SrLaNiO4)
Cu0.6Co0.4Cr2O4-MP-mp-18788.cif,Cu0.6Co0.4Cr2O4,0.0,new,6,3,C:Cu-ox-13.33; G:parent-lacks-Cu(CrCoO4); G:anion-ratio--0.67(CrCoO4)
Cu0.4Co0.6Cr2O4-MP-mp-18788.cif,Cu0.4Co0.6Cr2O4,0.0,new,6,3,C:Cu-ox-20.00; G:parent-lacks-Cu(CrCoO4); G:anion-ratio--0.67(CrCoO4)
Tl6CuTe2O10-MP-mp-18191.cif,Tl6CuTe2O10,0.0,new,6,3,C:Cu-ox-20.00; G:parent-lacks-Cu(Tl2TeO6); G:anion-ratio--1.79(Tl2TeO6)
Ni0.2Cu0.2Zn0.6Fe2O3-MP-mp-1215616.cif,Ni0.2Cu0.2Zn0.6Fe2O3,0.0,new,6,3,C:Cu-ox-22.00; G:parent-lacks-Cu(ZnFe4NiO8); G:anion-ratio--0.33(ZnFe4NiO8)
La3Ni1.75Cu0.25SbO9-MP-mp-1190427.cif,La3Ni1.75Cu0.25SbO9,0.0,new,6,3,C:Cu-ox-22.00; G:parent-lacks-Cu(LaSbO4); G:anion-ratio--0.50(LaSbO4)
[(NiO)0.29(CuO)0.08](ZnO)0.62(Fe2O3)1.01-MP-mp-1045634.cif,[(NiO)0.29(CuO)0.08](ZnO)0.62(Fe2O3)1.01,0.0,new,6,3,C:Cu-ox-77.75; G:parent-lacks-Cu(Zn(FeO2)4); G:anion-ratio--0.26(Zn(FeO2)4)
Cu3(NaFeSb)O6-MP-mp-2741573.cif,Cu3(NaFeSb)O6,0.0,new,6,3,C:Cu-ox-3.67; G:parent-lacks-Cu(NaSb5O13); G:anion-ratio--1.17(NaSb5O13)
Cu3Mg2(OH)6Br2-MP-mp-24006.cif,Cu3Mg2(OH)6Br2,0.0,new,6,3,C:Cu-ox-4.00; G:parent-lacks-Cu(MgH12(BrO6)2); G:anion-ratio--23.20(MgH12(BrO6)2)
Cu3Lu(SeO3)2O2Cl-MP-mp-23096.cif,Cu3Lu(SeO3)2O2Cl,0.0,new,6,3,C:Cu-ox-5.33; G:parent-lacks-Cu(LuSeClO3); G:anion-ratio--2.25(LuSeClO3)
Cu3Ho(SeO3)2O2Cl-MP-mp-23587.cif,Cu3Ho(SeO3)2O2Cl,0.0,new,6,3,C:Cu-ox-5.33; G:parent-lacks-Cu(HoSeClO3); G:anion-ratio--2.25(HoSeClO3)
(MgCoNiCuZn)O-MP-mp-1032645.cif,(MgCoNiCuZn)O,0.0,new,6,3,C:Cu-ox--2.00; G:parent-lacks-Cu(Mg6ZnNiO8); G:anion-ratio--0.80(Mg6ZnNiO8)
Tl2Ba2Ca1Cu1.98Fe0.02F0.1O7.95-MP-mp-581641.cif,Tl2Ba2Ca1Cu1.98Fe0.02F0.1O7.95,110.0,new,5,3,A:trace-dopant(Fe 0.0013); C:Cu-ox-5.00; G:anion-ratio--1.18(Ba2CaFe2CuF14)
Tl2Ba2Ca1Cu1.98Fe0.02F0.2O7.9-MP-mp-581641.cif,Tl2Ba2Ca1Cu1.98Fe0.02F0.2O7.9,109.0,new,5,3,A:trace-dopant(Fe 0.0013); C:Cu-ox-4.95; G:anion-ratio--1.18(Ba2CaFe2CuF14)
Tl2Ba2Ca0.9Ce0.1Cu1.98Fe0.02F0.2O7.9-MP-mp-581641.cif,Tl2Ba2Ca0.9Ce0.1Cu1.98Fe0.02F0.2O7.9,103.0,new,5,3,A:trace-dopant(Fe 0.0013); C:Cu-ox-4.85; G:anion-ratio--1.18(Ba2CaFe2CuF14)
Tl2Ba2Ca1Cu1.98Fe0.02F0.3O7.85-MP-mp-581641.cif,Tl2Ba2Ca1Cu1.98Fe0.02F0.3O7.85,101.0,new,5,3,A:trace-dopant(Fe 0.0013); C:Cu-ox-4.90; G:anion-ratio--1.17(Ba2CaFe2CuF14)
Er0.94Ca0.04Ba2Cu2.82Co0.18O6.76-MP-mp-18746.cif,Er0.94Ca0.04Ba2Cu2.82Co0.18O6.76,64.0,new,5,3,A:trace-dopant(Ca 0.0031); C:Cu-ox-3.35; G:parent-lacks-Cu(BaEr2CoO5)
Bi0.066Mo0.264Cu2.67Sr2Y1O7.32-MP-mp-1520951.cif,Bi0.066Mo0.264Cu2.67Sr2Y1O7.32,31.0,new,5,3,A:trace-dopant(Bi 0.0050); C:Cu-ox-3.99; G:anion-ratio--0.28(Sr2CuBiO6)
H0.55La0.89Sr0.11Cu0.995Fe0.005O4-MP-mp-555369.cif,H0.55La0.89Sr0.11Cu0.995Fe0.005O4,13.2,new,5,3,A:trace-dopant(Fe 0.0008); C:Cu-ox-5.14; G:anion-ratio--3.23(SrCuH6O5)
Ru0.97Co0.03Sr2Gd1CuO8-MP-mp-1194240.cif,Ru0.97Co0.03Sr2Gd1CuO8,13.0,new,5,3,A:trace-dopant(Co 0.0023); C:Cu-ox-9.00; G:anion-ratio-+0.27(Sr2GdCu2RuO8)
Ru0.95Co0.05Sr2Gd1CuO8-MP-mp-1194240.cif,Ru0.95Co0.05Sr2Gd1CuO8,5.5,new,5,3,A:trace-dopant(Co 0.0038); C:Cu-ox-9.00; G:anion-ratio-+0.27(Sr2GdCu2RuO8)
Sn0.97As0.01Te0.99-MP-mp-484.cif,Sn0.97As0.01Te0.99,0.03375,new,5,2,I:Tc-0.034K(mK?); G:anion-ratio--0.49(Te3As2)
Er1Ba2Cu2.64Zn0.03O6.82-MP-mp-6416.cif,Er1Ba2Cu2.64Zn0.03O6.82,0.0,new,5,3,A:trace-dopant(Zn 0.0024); C:Cu-ox-3.63; G:parent-lacks-Cu(Ba5Er8Zn4O21)
La2Cu1O0.001-MP-mp-1077929.cif,La2Cu1O0.001,0.0,new,5,3,A:trace-dopant(O 0.0003); C:Cu-ox--6.00; G:anion-ratio--1.33(La2CuO4)
SrFe11.9Cu0.1O19-MP-mp-3742.cif,SrFe11.9Cu0.1O19,0.0,new,5,3,A:trace-dopant(Cu 0.0031); C:Cu-ox-360.00; G:parent-lacks-Cu(SrFe12O19)
Sr0.9La0.1Fe11.9Cu0.1O19-MP-mp-3742.cif,Sr0.9La0.1Fe11.9Cu0.1O19,0.0,new,5,3,A:trace-dopant(La 0.0031); C:Cu-ox-359.00; G:parent-lacks-Cu(SrFe12O19)
Nd0.5Sr0.5Mn0.98Cu0.02O3-MP-mp-1218102.cif,Nd0.5Sr0.5Mn0.98Cu0.02O3,0.0,new,5,3,A:trace-dopant(Cu 0.0040); C:Cu-ox-175.00; G:parent-lacks-Cu(SrNdMn2O6)
Nd0.5Sr0.5Mn0.99Cu0.01O3-MP-mp-1218102.cif,Nd0.5Sr0.5Mn0.99Cu0.01O3,0.0,new,5,3,A:trace-dopant(Cu 0.0020); C:Cu-ox-350.00; G:parent-lacks-Cu(SrNdMn2O6)
La0.7Ca0.3Mn0.98Cu0.02O3-MP-mp-1227500.cif,La0.7Ca0.3Mn0.98Cu0.02O3,0.0,new,5,3,A:trace-dopant(Cu 0.0040); C:Cu-ox-165.00; G:parent-lacks-Cu(CaLa2Mn3O9)
Mg0.5Cd0.25Cu0.25Fe1.9875La0.0125O4-MP-mp-1222550.cif,Mg0.5Cd0.25Cu0.25Fe1.9875La0.0125O4,0.0,new,5,3,A:trace-dopant(La 0.0018); C:Cu-ox-31.85; G:parent-lacks-Cu(Mg2Fe7O12)
Mg0.5Cd0.25Cu0.25Fe1.975La0.025O4-MP-mp-1222550.cif,Mg0.5Cd0.25Cu0.25Fe1.975La0.025O4,0.0,new,5,3,A:trace-dopant(La 0.0036); C:Cu-ox-31.70; G:parent-lacks-Cu(Mg2Fe7O12)
Zn0.9795Cu0.0005Al0.02O-MP-mp-2133.cif,Zn0.9795Cu0.0005Al0.02O,0.0,new,5,3,A:trace-dopant(Cu 0.0003); C:Cu-ox-82.00; G:parent-lacks-Cu(ZnO)
Cu2Mn0.96Ga0.04BO5-MP-mp-28943.cif,Cu2Mn0.96Ga0.04BO5,0.0,new,5,3,A:trace-dopant(Ga 0.0044); C:Cu-ox-5.00; G:parent-lacks-Cu(Mn2BO4)
(Ni0.23Mn0.02Cu0.25Zn0.5)O(Fe2O3)0.98-MP-mp-757326.cif,(Ni0.23Mn0.02Cu0.25Zn0.5)O(Fe2O3)0.98,0.0,new,5,3,A:trace-dopant(Mn 0.0029); C:Cu-ox-25.68; G:parent-lacks-Cu(Zn2Fe7O12)
Ni0.94Co0.03Mn0.04Cu0.03Fe1.96O4-MP-mp-35596.cif,Ni0.94Co0.03Mn0.04Cu0.03Fe1.96O4,0.0,new,5,3,A:trace-dopant(Co 0.0043); C:Cu-ox-204.00; G:parent-lacks-Cu(Fe2NiO4)
Ni0.25Cu0.30Zn0.45Dy0.025Fe1.975O4-MP-mp-1215616.cif,Ni0.25Cu0.30Zn0.45Dy0.025Fe1.975O4,0.0,new,5,3,A:trace-dopant(Dy 0.0036); C:Cu-ox-22.00; G:parent-lacks-Cu(ZnFe4NiO8)
B0.6C0.4Sr0.5Ba1.5Ca2Cu3O9-MP-mp-1019542.cif,B0.6C0.4Sr0.5Ba1.5Ca2Cu3O9,119.0,new,4,2,C:Cu-ox-3.33; G:parent-lacks-Cu(BaCaB2O5)
Hg1Ba2Ca3Cu4O2-MP-mp-22601.cif,Hg1Ba2Ca3Cu4O2,115.0,new,4,2,C:Cu-ox--1.50; G:anion-ratio--0.80(Ba2Ca2Cu3HgO8)
Hg1Ba2Ca3Cu4O1-MP-mp-22601.cif,Hg1Ba2Ca3Cu4O1,115.0,new,4,2,C:Cu-ox--2.00; G:anion-ratio--0.90(Ba2Ca2Cu3HgO8)
Bi2Sr2Ca2Cu3O1-MP-mp-1209015.cif,Bi2Sr2Ca2Cu3O1,112.5,new,4,2,C:Cu-ox--2.00; G:anion-ratio--1.00(Sr2Ca2Cu3(BiO5)2)
Bi1.8V0.2Sr2Ca2Cu3O2-MP-mp-1191679.cif,Bi1.8V0.2Sr2Ca2Cu3O2,112.0,new,4,2,C:Cu-ox--1.33; G:anion-ratio--0.87(Sr2Ca3Cu4(BiO6)2)
V0.5Sr2.7Ca2.3Cu4.5O11.6-MP-mp-1218581.cif,V0.5Sr2.7Ca2.3Cu4.5O11.6,107.0,new,4,2,G:parent-lacks-Cu(SrCa3V4O12); G:anion-ratio--0.34(SrCa3V4O12)
Ba2Ca3Cu5O-MP-mp-1214453.cif,Ba2Ca3Cu5O,106.0,new,4,2,C:Cu-ox--1.60; G:anion-ratio--0.73(BaCa2Cu3O5)
Cu3.5Sr2Ca2Cr0.5O9.55-MP-mp-1218573.cif,Cu3.5Sr2Ca2Cr0.5O9.55,103.0,new,4,2,G:parent-lacks-Cu(Sr4CaCr5O15); G:anion-ratio--0.31(Sr4CaCr5O15)
Cu0.5S0.5Sr2Ca2Cu3O12-MP-mp-1218361.cif,Cu0.5S0.5Sr2Ca2Cu3O12,100.0,new,4,2,C:Cu-ox-4.57; G:anion-ratio-+0.67(SrCaCuO3)
V0.5Sr2.25Ca1.75Cu3.5O9.7-MP-mp-1218581.cif,V0.5Sr2.25Ca1.75Cu3.5O9.7,98.0,new,4,2,G:parent-lacks-Cu(SrCa3V4O12); G:anion-ratio--0.29(SrCa3V4O12)
Hg0.95Re0.05Ba2Cu1O4.372-MP-mp-1147523.cif,Hg0.95Re0.05Ba2Cu1O4.372,97.0,new,4,2,C:Cu-ox-4.74; G:anion-ratio--0.41(Ba4Cu3ReO12)
Hg0.9Re0.1Ba2Cu1O4.425-MP-mp-1147523.cif,Hg0.9Re0.1Ba2Cu1O4.425,96.8,new,4,2,C:Cu-ox-4.85; G:anion-ratio--0.39(Ba4Cu3ReO12)
Hg0.85Re0.15Ba2Cu1O4.53-MP-mp-1147523.cif,Hg0.85Re0.15Ba2Cu1O4.53,96.3,new,4,2,C:Cu-ox-5.06; G:anion-ratio--0.37(Ba4Cu3ReO12)
Hg0.95Re0.05Ba2Cu1O4.37-MP-mp-1147523.cif,Hg0.95Re0.05Ba2Cu1O4.37,96.0,new,4,2,C:Cu-ox-4.74; G:anion-ratio--0.41(Ba4Cu3ReO12)
Hg0.85Re0.15Ba2Cu1O4.525-MP-mp-1147523.cif,Hg0.85Re0.15Ba2Cu1O4.525,95.55,new,4,2,C:Cu-ox-5.05; G:anion-ratio--0.37(Ba4Cu3ReO12)
Hg0.9Re0.1Ba2Cu1O4.41-MP-mp-1147523.cif,Hg0.9Re0.1Ba2Cu1O4.41,94.5,new,4,2,C:Cu-ox-4.82; G:anion-ratio--0.40(Ba4Cu3ReO12)
Hg0.9Re0.1Ba2Cu1O4.42-MP-mp-1147523.cif,Hg0.9Re0.1Ba2Cu1O4.42,94.4,new,4,2,C:Cu-ox-4.84; G:anion-ratio--0.40(Ba4Cu3ReO12)
Hg0.85Re0.15Ba2Cu1O4.55-MP-mp-1147523.cif,Hg0.85Re0.15Ba2Cu1O4.55,93.7,new,4,2,C:Cu-ox-5.10; G:anion-ratio--0.36(Ba4Cu3ReO12)
Hg0.85Re0.15Ba2Cu1O4.49-MP-mp-1147523.cif,Hg0.85Re0.15Ba2Cu1O4.49,93.7,new,4,2,C:Cu-ox-4.98; G:anion-ratio--0.38(Ba4Cu3ReO12)
Ba2Cu3O7-MP-mp-7374.cif,Ba2Cu3O7,92.0,new,4,2,C:Cu-ox-3.33; G:anion-ratio-+0.73(Ba(CuO)2)
Y1Ba2Cu3O4-MP-mp-22215.cif,Y1Ba2Cu3O4,92.0,new,4,2,C:Cu-ox-1.33; G:anion-ratio--0.33(Ba2Y(CuO2)3)
Bi2Sr3Cu2O8-MP-mp-1520951.cif,Bi2Sr3Cu2O8,91.5,new,4,2,C:Cu-ox-5.00; G:anion-ratio--0.36(Sr2CuBiO6)
Bi2Ca1Cu2Sr2O8.21-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.21,90.6,V45,4,2,C:Cu-ox-5.21; D:duplicate-Tc-0.0..90.6K(n=9)
Hg0.9Re0.1Ba2Cu1O4.35-MP-mp-1147523.cif,Hg0.9Re0.1Ba2Cu1O4.35,90.5,new,4,2,C:Cu-ox-4.70; G:anion-ratio--0.41(Ba4Cu3ReO12)
Y1Ba2Cu3F0.825O-MP-mp-1214572.cif,Y1Ba2Cu3F0.825O,90.5,new,4,2,C:Cu-ox--0.67; G:anion-ratio--0.86(Ba2YCu3O6F)
Bi2Ca1Cu2Sr2O8.245-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.245,90.0,V45,4,2,C:Cu-ox-5.24; D:duplicate-Tc-0.0..90.0K(n=5)
Bi2Ca1Cu2Sr2O8.224-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.224,89.0,V45,4,2,C:Cu-ox-5.22; D:duplicate-Tc-0.0..90.6K(n=9)
Pr1Tl2Sr2Ca4Cu5O2-MP-mp-1208792.cif,Pr1Tl2Sr2Ca4Cu5O2,88.0,new,4,2,C:Cu-ox--2.20; G:anion-ratio--1.02(Sr2PrTlCu2O7)
Bi1.6Pb0.4Sr1.8Ca1Nd0.2Cu2O8.11-MP-mp-1516265.cif,Bi1.6Pb0.4Sr1.8Ca1Nd0.2Cu2O8.11,87.0,new,4,2,C:Cu-ox-5.01; G:anion-ratio--0.34(SrCaCuBiO6)
Bi2Sr2Ca1Cu2O-MP-mp-1218930.cif,Bi2Sr2Ca1Cu2O,87.0,new,4,2,C:Cu-ox--2.00; G:anion-ratio--1.00(Sr2CaCu2(BiO4)2)
Bi2Ca1Cu2Sr2O8.248-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.248,86.0,V45,4,2,C:Cu-ox-5.25; D:duplicate-Tc-0.0..90.0K(n=5)
Lu0.9Pr0.1Ba2Cu3O2-MP-mp-1228451.cif,Lu0.9Pr0.1Ba2Cu3O2,85.0,new,4,2,C:Cu-ox--0.10; G:anion-ratio--0.83(Ba4PrLu(Cu3O7)2)
Bi2Ca1Cu2Sr2O8.234-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.234,84.0,V45,4,2,C:Cu-ox-5.23; D:duplicate-Tc-0.0..90.0K(n=5)
Bi2Sr1.3Ca0.7Cu1O6.15-MP-mp-1516265.cif,Bi2Sr1.3Ca0.7Cu1O6.15,84.0,new,4,2,C:Cu-ox-8.30; G:anion-ratio--0.27(SrCaCuBiO6)
Bi2Ca1Cu2Sr2O8.231-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.231,83.7,V45,4,2,C:Cu-ox-5.23; D:duplicate-Tc-0.0..90.6K(n=9)
Bi4Sr3Ca3Cu4O16.25-MP-mp-1516265.cif,Bi4Sr3Ca3Cu4O16.25,83.0,new,4,2,C:Cu-ox-5.12; G:anion-ratio--0.34(SrCaCuBiO6)
Ba1.6Sr0.4Yb1Cu3O6.96-MP-mp-1099602.cif,Ba1.6Sr0.4Yb1Cu3O6.96,82.0,new,4,2,C:Cu-ox-3.31; G:anion-ratio--0.34(Ba3Sr(CuO3)4)
Bi2Sr1.4Ca1.6Cu2O8.2-MP-mp-1516265.cif,Bi2Sr1.4Ca1.6Cu2O8.2,81.1,new,4,2,C:Cu-ox-5.20; G:anion-ratio--0.33(SrCaCuBiO6)
Bi4Sr4Ca3Cu4O16.29-MP-mp-1516265.cif,Bi4Sr4Ca3Cu4O16.29,81.0,new,4,2,C:Cu-ox-4.64; G:anion-ratio--0.41(SrCaCuBiO6)
Cu2.5Sr2Ca1Cr0.5O7.5-MP-mp-1218573.cif,Cu2.5Sr2Ca1Cr0.5O7.5,81.0,new,4,2,C:Cu-ox-3.60; G:parent-lacks-Cu(Sr4CaCr5O15)
Bi2Sr1.5Ca1.5Cu2O8.19-MP-mp-1516265.cif,Bi2Sr1.5Ca1.5Cu2O8.19,80.75,new,4,2,C:Cu-ox-5.19; G:anion-ratio--0.33(SrCaCuBiO6)
Bi4Ca3Sr3Cu4O16.32-MP-mp-1516265.cif,Bi4Ca3Sr3Cu4O16.32,80.0,new,4,2,C:Cu-ox-5.16; G:anion-ratio--0.33(SrCaCuBiO6)
Bi2Sr1.7Ca1.3Cu2O8.211-MP-mp-1516265.cif,Bi2Sr1.7Ca1.3Cu2O8.211,78.7,new,4,2,C:Cu-ox-5.21; G:anion-ratio--0.33(SrCaCuBiO6)
Bi2Ca1Cu2Sr2O8.216-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.216,78.0,V45,4,2,C:Cu-ox-5.22; D:duplicate-Tc-0.0..90.6K(n=9)
La1.5Nd0.5Ba2Ca1Cu5O7.123-MP-mp-1228590.cif,La1.5Nd0.5Ba2Ca1Cu5O7.123,78.0,new,4,2,C:Cu-ox-0.45; G:anion-ratio--0.37(Ba3CaLa2Cu6O13)
Bi2Sr1.6Ca1.4Cu2O8.16-MP-mp-1516265.cif,Bi2Sr1.6Ca1.4Cu2O8.16,77.6,new,4,2,C:Cu-ox-5.16; G:anion-ratio--0.33(SrCaCuBiO6)
Er0.88Ca0.12Ba2Cu2.28Co0.18O6.93-MP-mp-1229276.cif,Er0.88Ca0.12Ba2Cu2.28Co0.18O6.93,77.5,new,4,2,C:Cu-ox-4.22; G:parent-lacks-Cu(BaCa2Er10O18)
La1.7Nd0.3Ba2Ca0.6Cu4.6O7.135-MP-mp-1228590.cif,La1.7Nd0.3Ba2Ca0.6Cu4.6O7.135,77.0,new,4,2,C:Cu-ox-0.67; G:anion-ratio--0.31(Ba3CaLa2Cu6O13)
Ho1Ba2Cu2.94O6.94-MP-mp-17363.cif,Ho1Ba2Cu2.94O6.94,77.0,new,4,2,C:Cu-ox-3.36; G:parent-lacks-Cu(BaHo2O4)
Cu0.8W0.2Sr2Y1Cu2O7.3-MP-mp-510294.cif,Cu0.8W0.2Sr2Y1Cu2O7.3,77.0,new,4,2,C:Cu-ox-3.79; G:anion-ratio--0.28(Sr2CuWO6)
Bi2Sr1.1Ca1.9Cu2O8.22-MP-mp-1516265.cif,Bi2Sr1.1Ca1.9Cu2O8.22,76.5,new,4,2,C:Cu-ox-5.22; G:anion-ratio--0.33(SrCaCuBiO6)
Bi2Sr1.3Ca1.7Cu2O8.19-MP-mp-1516265.cif,Bi2Sr1.3Ca1.7Cu2O8.19,76.5,new,4,2,C:Cu-ox-5.19; G:anion-ratio--0.33(SrCaCuBiO6)
Bi2Sr1.2Ca1.8Cu2O8.199-MP-mp-1516265.cif,Bi2Sr1.2Ca1.8Cu2O8.199,76.5,new,4,2,C:Cu-ox-5.20; G:anion-ratio--0.33(SrCaCuBiO6)
Gd0.55Ca0.35Hf0.15Ba2Cu3O7.06-MP-mp-1518468.cif,Gd0.55Ca0.35Hf0.15Ba2Cu3O7.06,76.0,new,4,2,G:parent-lacks-Cu(BaCaHf4O12); G:anion-ratio--0.83(BaCaHf4O12)
Bi1.7Pb0.3Sr2Ca1Cu2O0.23-MP-mp-1218930.cif,Bi1.7Pb0.3Sr2Ca1Cu2O0.23,75.75,new,4,2,C:Cu-ox--2.77; G:anion-ratio--1.11(Sr2CaCu2(BiO4)2)
