id,formula,tc,origin,cls,n_nbr,nbr_median,nbr_min,nbr_max,nearest,nearest_tc,nearest_dist,chemsys
Cu1La1.931Sr0.069O4-MP-mp-1077929-synth_doped.cif,Cu1La1.931Sr0.069O4,12.0,V45,mid-outlier,55,28.4,0.0,40.0,Cu1La1.93Sr0.07O4,17.2,0.0,Cu-La-O-Sr
Cu1La1.937Sr0.063O4-MP-mp-1077929-synth_doped.cif,Cu1La1.937Sr0.063O4,11.7,V45,mid-outlier,52,28.4,0.0,40.0,Cu1La1.943Sr0.057O4,4.51,0.002,Cu-La-O-Sr
La1.685Nd0.2Sr0.115Cu1O4-MP-mp-1223089.cif,La1.685Nd0.2Sr0.115Cu1O4,11.0,new,mid-outlier,19,25.5,0.0,35.0,La1.675Nd0.2Sr0.125Cu1O4,10.5,0.003,Cu-La-Nd-O-Sr
Bi1.95Sr1.65La0.4Cu1O6.414-MP-icsd-63210.cif,Bi1.95Sr1.65La0.4Cu1O6.414,10.4,new,mid-outlier,11,27.6,20.0,35.5,Bi1.95Sr1.65La0.4Cu1O6.36,23.0,0.004,Bi-Cu-La-O-Sr
La1.875Ba0.065Sr0.06Cu1O4-MP-mp-1077929.cif,La1.875Ba0.065Sr0.06Cu1O4,10.4,new,mid-outlier,7,29.6,6.0,32.0,La1.875Ba0.075Sr0.05Cu1O4,8.8,0.003,Ba-Cu-La-O-Sr
La0.8Y0.2Fe0.975Mn0.025As1F0.11O0.89-MP-mp-1223197.cif,La0.8Y0.2Fe0.975Mn0.025As1F0.11O0.89,10.1,new,mid-outlier,6,24.0,0.0,27.9,La0.8Y0.2Fe0.98Mn0.02As1F0.11O0.89,14.1,0.003,As-F-Fe-La-Mn-O-Y
Ba1.6Sr0.4Yb1Cu3O6.48-MP-mp-21129.cif,Ba1.6Sr0.4Yb1Cu3O6.48,10.0,new,mid-outlier,9,47.0,0.0,81.0,Ba1.6Sr0.4Yb1Cu3O6.53,34.0,0.004,Ba-Cu-O-Sr-Yb
Tl2Ba2Cu1O5.989-MP-mp-6027.cif,Tl2Ba2Cu1O5.989,10.0,new,mid-outlier,16,50.0,0.0,87.8,Ba2Cu1Tl2O6.01,81.0,0.002,Ba-Cu-O-Tl
Gd1Ba1.65Pr0.35Cu3O6.97-MP-mp-1228407.cif,Gd1Ba1.65Pr0.35Cu3O6.97,10.0,new,mid-outlier,5,22.9,0.0,44.5,Gd1Ba1.6Pr0.4Cu3O6.99,0.0,0.009,Ba-Cu-Gd-O-Pr
Y1Ba2Cu2.91Zn0.09O6.65-MP-mp-1228425.cif,Y1Ba2Cu2.91Zn0.09O6.65,10.0,new,mid-outlier,92,39.2,0.0,90.0,Y1Ba2Cu2.91Zn0.09O6.63,0.0,0.002,Ba-Cu-O-Y-Zn
Y0.8Pr0.2Ba2Cu3.925Fe0.075O8-MP-mp-1229203.cif,Y0.8Pr0.2Ba2Cu3.925Fe0.075O8,10.0,new,mid-outlier,3,33.0,0.0,46.0,Y0.8Pr0.2Ba2Cu3.9Fe0.1O8,0.0,0.003,Ba-Cu-Fe-O-Pr-Y
La0.9Pr0.85Sr0.25Cu1O4-MP-mp-1218202.cif,La0.9Pr0.85Sr0.25Cu1O4,10.0,new,mid-outlier,5,28.0,17.0,32.0,La0.92Pr0.85Sr0.23Cu1O4,17.0,0.006,Cu-La-O-Pr-Sr
Nd0.8Pr0.2Ba2Cu3O6.75-MP-mp-22719.cif,Nd0.8Pr0.2Ba2Cu3O6.75,9.8,new,mid-outlier,17,30.2,0.0,57.2,Nd0.8Pr0.2Ba2Cu3O6.81,50.0,0.004,Ba-Cu-Nd-O-Pr
Ca0.3Ba1.45La1.25Cu3O6.96-MP-mp-1228365.cif,Ca0.3Ba1.45La1.25Cu3O6.96,9.6,new,mid-outlier,36,51.1,0.0,79.8,Ca0.3Ba1.45La1.25Cu3O7,28.3,0.003,Ba-Ca-Cu-La-O
Cu1La1.74Sr0.26O4-MP-mp-1077929-synth_doped.cif,Cu1La1.74Sr0.26O4,9.5875,V45,mid-outlier,38,20.5,0.0,39.35,Cu1La1.737Sr0.263O4,8.0,0.001,Cu-La-O-Sr
Ba0.119Cu1La1.881O4-MP-mp-1077929-synth_doped.cif,Ba0.119Cu1La1.881O4,9.3,V45,mid-outlier,39,21.6,0.0,33.1,Ba0.118Cu1La1.882O4,9.0,0.0,Ba-Cu-La-O
Ce0.15Cu1La1.85O4-MP-mp-1077929-synth_doped.cif,Ce0.15Cu1La1.85O4,9.25,V45,mid-outlier,12,21.5,0.0,30.3,Ce0.16Cu1La1.84O4,1.5,0.003,Ce-Cu-La-O
Ca0.075Cu1La1.925O4-MP-mp-1077929-synth_doped.cif,Ca0.075Cu1La1.925O4,9.2,V45,mid-outlier,16,21.8,0.0,34.0,Ca0.08Cu1La1.92O4,15.0,0.001,Ca-Cu-La-O
Ba0.118Cu1La1.882O4-MP-mp-1077929-synth_doped.cif,Ba0.118Cu1La1.882O4,9.0,V45,mid-outlier,39,21.6,0.0,33.1,Ba0.119Cu1La1.881O4,9.3,0.0,Ba-Cu-La-O
La1.07Pr0.85Sr0.08Cu1O4-MP-mp-1218202.cif,La1.07Pr0.85Sr0.08Cu1O4,9.0,new,mid-outlier,6,23.5,17.0,28.0,La1.04Pr0.85Sr0.11Cu1O4,17.0,0.009,Cu-La-O-Pr-Sr
La1.875Ba0.075Sr0.05Cu1O4-MP-mp-1077929.cif,La1.875Ba0.075Sr0.05Cu1O4,8.8,new,mid-outlier,7,29.6,6.0,32.0,La1.875Ba0.065Sr0.06Cu1O4,10.4,0.003,Ba-Cu-La-O-Sr
La1.85Sr0.15Cu0.988Fe0.012O4-MP-mp-1077929.cif,La1.85Sr0.15Cu0.988Fe0.012O4,8.4,new,mid-outlier,13,25.5,0.0,33.6,La1.85Sr0.15Cu0.982Fe0.018O4,0.05,0.002,Cu-Fe-La-O-Sr
Sr0.2La1.8Cu0.95Co0.05O4-MP-mp-1077929.cif,Sr0.2La1.8Cu0.95Co0.05O4,8.0,new,mid-outlier,18,27.4,0.0,36.4,La1.81Sr0.19Cu0.94Co0.06O4,31.8,0.006,Co-Cu-La-O-Sr
Cu1La1.737Sr0.263O4-MP-mp-1077929-synth_doped.cif,Cu1La1.737Sr0.263O4,8.0,V45,mid-outlier,38,20.5,0.0,39.35,Cu1La1.74Sr0.26O4,9.5875,0.001,Cu-La-O-Sr
Ba1Fe1.924Co0.076As2-MP-mp-2903350.cif,Ba1Fe1.924Co0.076As2,7.852500000000001,new,mid-outlier,14,20.2,0.0,25.0,Ba1Fe1.92Co0.08As2,7.833333333,0.002,As-Ba-Co-Fe
Ba1Fe1.92Co0.08As2-MP-mp-2903350.cif,Ba1Fe1.92Co0.08As2,7.833333333,new,mid-outlier,14,20.2,0.0,25.0,Ba1Fe1.924Co0.076As2,7.852500000000001,0.002,As-Ba-Co-Fe
Ba0.91La0.09Fe2As2-MP-mp-2903350.cif,Ba0.91La0.09Fe2As2,7.76,new,mid-outlier,3,22.4,0.0,22.7,Ba0.88La0.12Fe2As2,22.4,0.012,As-Ba-Fe-La
Ca0.4Ba1.15La1.45Cu3O7.12-MP-mp-558557.cif,Ca0.4Ba1.15La1.45Cu3O7.12,7.6,new,mid-outlier,19,55.0,0.0,80.5,Ca0.4Ba1.15La1.45Cu3O7.08,0.0,0.003,Ba-Ca-Cu-La-O
Tl1Sr2Ca1Cu2O6.88-MP-mp-20824.cif,Tl1Sr2Ca1Cu2O6.88,7.6,new,mid-outlier,9,27.8,0.0,75.0,Tl1Sr2Ca1Cu2O6.85,27.75,0.002,Ca-Cu-O-Sr-Tl
Ba1Fe1.83Zn0.08Co0.09As2-MP-mp-2903350.cif,Ba1Fe1.83Zn0.08Co0.09As2,7.54,new,mid-outlier,10,17.8,3.37,20.0,Ba1Fe1.83Zn0.06Co0.11As2,17.0,0.008,As-Ba-Co-Fe-Zn
Ce0.179Cu1La1.821O4-MP-mp-1077929-synth_doped.cif,Ce0.179Cu1La1.821O4,7.225,V45,mid-outlier,10,23.1,1.5,30.3,Ce0.16Cu1La1.84O4,1.5,0.005,Ce-Cu-La-O
B0.04C0.96Cu1Sr2O5-MP-mp-1198030-synth_doped.cif,B0.04C0.96Cu1Sr2O5,7.0,V45,mid-outlier,10,22.0,0.0,32.0,B0.05C0.95Cu1Sr2O5,12.5,0.002,B-C-Cu-O-Sr
La1Fe1As1F0.055O0.945-MP-mp-1281007.cif,La1Fe1As1F0.055O0.945,7.0,new,mid-outlier,10,23.1,0.0,26.34666667,La1F0.05Fe1As1O0.95,24.652,0.003,As-F-Fe-La-O
Ca0.1Ba1.65La1.25Cu3O6.98-MP-mp-622210.cif,Ca0.1Ba1.65La1.25Cu3O6.98,6.5,new,mid-outlier,26,38.7,0.0,68.5,Ca0.1Ba1.65La1.25Cu3O7.01,19.5,0.002,Ba-Ca-Cu-La-O
Y0.65Pr0.35Ba2Cu3O6.75-MP-mp-1229245.cif,Y0.65Pr0.35Ba2Cu3O6.75,6.3,new,mid-outlier,35,31.7,0.0,69.8,Y0.65Pr0.35Ba2Cu3O6.85,16.3,0.007,Ba-Cu-O-Pr-Y
Ba1Fe1.856Ni0.144As2-MP-mp-2903350.cif,Ba1Fe1.856Ni0.144As2,6.185,new,mid-outlier,11,17.0,6.4,20.15,Ba1Fe1.85Ni0.15As2,13.93333333,0.002,As-Ba-Fe-Ni
Y1Ba2Cu2.91Zn0.09O6.6-MP-mp-1228425.cif,Y1Ba2Cu2.91Zn0.09O6.6,6.0,new,mid-outlier,86,38.4,0.0,90.0,Y1Ba2Cu2.91Zn0.09O6.63,0.0,0.002,Ba-Cu-O-Y-Zn
La1.875Ba0.1Sr0.025Cu1O4-MP-mp-1077929.cif,La1.875Ba0.1Sr0.025Cu1O4,6.0,new,mid-outlier,7,29.6,8.8,32.0,La1.85Sr0.038Ba0.112Cu1O4,32.0,0.007,Ba-Cu-La-O-Sr
Ca0.065Cu1La1.935O4-MP-mp-1077929-synth_doped.cif,Ca0.065Cu1La1.935O4,5.55,V45,mid-outlier,16,21.8,0.0,34.0,Ca0.075Cu1La1.925O4,9.2,0.003,Ca-Cu-La-O
Bi2Sr2Ca0.5Pr0.5Cu2O8.329-MP-mp-1218884.cif,Bi2Sr2Ca0.5Pr0.5Cu2O8.329,5.1,new,mid-outlier,5,48.0,0.0,60.8,Bi2Sr2Ca0.6Pr0.4Cu2O8.316,57.0,0.014,Bi-Ca-Cu-O-Pr-Sr
Ba1Fe1.76Co0.24As2-MP-mp-2903350.cif,Ba1Fe1.76Co0.24As2,5.1,new,mid-outlier,10,17.4,0.0,22.0,Ba1Fe1.75Co0.25As2,22.0,0.004,As-Ba-Co-Fe
As2Ba1Fe1.2Ru0.8-MP-mp-1227957-synth_doped.cif,As2Ba1Fe1.2Ru0.8,5.02,V45,mid-outlier,3,21.0,7.1,22.5,As2Ba1Fe1.24Ru0.76,7.1,0.016,As-Ba-Fe-Ru
Sm0.7Pr0.3Ba2Cu3O6.8-MP-mp-21451.cif,Sm0.7Pr0.3Ba2Cu3O6.8,5.0,new,mid-outlier,10,15.8,0.0,39.65,Sm0.7Pr0.3Ba2Cu3O6.85,4.4,0.004,Ba-Cu-O-Pr-Sm
Ca0.4Ba1.35La1.25Cu3O6.9-MP-mp-1228470.cif,Ca0.4Ba1.35La1.25Cu3O6.9,5.0,new,mid-outlier,34,58.5,0.0,80.5,Ca0.4Ba1.35La1.25Cu3O6.92,14.4,0.001,Ba-Ca-Cu-La-O
Cu1La1.72Sr0.28O4-MP-mp-1077929-synth_doped.cif,Cu1La1.72Sr0.28O4,4.98,V45,mid-outlier,28,17.5,0.0,37.0,La1.73Sr0.27Cu1O3.99,0.0,0.004,Cu-La-O-Sr
Ba0.13Cu1La1.87O4-MP-mp-1077929-synth_doped.cif,Ba0.13Cu1La1.87O4,4.96,V45,mid-outlier,35,22.6,0.0,33.1,Ba0.135Cu1La1.865O4,2.99,0.001,Ba-Cu-La-O
Cu1La1.943Sr0.057O4-MP-mp-1077929-synth_doped.cif,Cu1La1.943Sr0.057O4,4.51,V45,mid-outlier,49,27.0,0.0,40.0,Cu1La1.945Sr0.055O4,0.0,0.001,Cu-La-O-Sr
Ba0.6K0.4Bi0.925Pr0.075O3-MP-mp-1516766.cif,Ba0.6K0.4Bi0.925Pr0.075O3,4.5,new,mid-outlier,6,16.4,0.0,26.4,Ba0.6K0.4Bi0.918Pr0.082O3,0.0,0.003,Ba-Bi-K-O-Pr
Sm0.7Pr0.3Ba2Cu3O6.85-MP-mp-21451.cif,Sm0.7Pr0.3Ba2Cu3O6.85,4.4,new,mid-outlier,10,15.8,0.0,39.65,Sm0.7Pr0.3Ba2Cu3O6.8,5.0,0.004,Ba-Cu-O-Pr-Sm
La1.85Sr0.15Cu0.976Co0.024O4-MP-mp-1077929.cif,La1.85Sr0.15Cu0.976Co0.024O4,4.4,new,mid-outlier,13,18.6,0.0,34.8,La1.85Sr0.15Cu0.973Co0.027O4,1.25,0.001,Co-Cu-La-O-Sr
Y1Ba2Cu2.9Zn0.1O6.88-MP-mp-20674.cif,Y1Ba2Cu2.9Zn0.1O6.88,4.3,new,mid-outlier,87,41.0,0.0,90.0,Y1Ba2Cu2.9Zn0.1O6.85,50.08,0.002,Ba-Cu-O-Y-Zn
Y1Ba2Cu2.9Ni0.1O6.56-MP-mp-1228425.cif,Y1Ba2Cu2.9Ni0.1O6.56,4.3,new,mid-outlier,26,63.4,0.0,90.5,Y1Ba2Cu2.9Ni0.1O6.61,20.5,0.004,Ba-Cu-Ni-O-Y
Y1Ba2Cu2.9Fe0.1O6.62-MP-mp-1228425.cif,Y1Ba2Cu2.9Fe0.1O6.62,4.2,new,mid-outlier,33,63.8,0.0,91.8,Y1Ba2Cu2.9Fe0.1O6.64,20.5,0.002,Ba-Cu-Fe-O-Y
Nd0.95Pr0.05Ba2Cu3O6.6-MP-mp-22719.cif,Nd0.95Pr0.05Ba2Cu3O6.6,4.1,new,mid-outlier,9,35.9,0.0,85.1,Nd0.95Pr0.05Ba2Cu3O6.65,26.7,0.004,Ba-Cu-Nd-O-Pr
Ba1Fe1.958Pd0.042As2-MP-mp-2903350.cif,Ba1Fe1.958Pd0.042As2,4.1,new,mid-outlier,4,14.8,12.3,18.9,Ba1Fe1.946Pd0.054As2,12.3,0.005,As-Ba-Fe-Pd
Y0.95Ca0.05Ba2Cu2.8Zn0.2O6.74-MP-mp-1228425.cif,Y0.95Ca0.05Ba2Cu2.8Zn0.2O6.74,3.5,new,mid-outlier,6,43.2,15.8,65.0,Y0.9Ca0.1Ba2Cu2.8Zn0.2O6.74,15.8,0.008,Ba-Ca-Cu-O-Y-Zn
Ba1Fe1.952Ni0.048As2-MP-mp-2903350.cif,Ba1Fe1.952Ni0.048As2,3.463333333,new,mid-outlier,12,16.4,0.0,20.15,Ba1Fe1.945Ni0.055As2,7.4,0.003,As-Ba-Fe-Ni
La1.78Sr0.22Cu0.97Zn0.03O4-MP-mp-532700.cif,La1.78Sr0.22Cu0.97Zn0.03O4,3.3,new,mid-outlier,48,14.9,0.0,34.8,La1.78Sr0.22Cu0.96Zn0.04O4,0.0,0.003,Cu-La-O-Sr-Zn
Ce0.2Cu1Pr1.8O4-MP-mp-4181-synth_doped.cif,Ce0.2Cu1Pr1.8O4,3.0,V45,mid-outlier,14,15.7,0.0,20.0,Ce0.18Cu1Pr1.82O4,0.0,0.006,Ce-Cu-O-Pr
La1.82Sr0.18Cu0.97Co0.03O4-MP-mp-1077929.cif,La1.82Sr0.18Cu0.97Co0.03O4,3.0,new,mid-outlier,15,25.2,0.0,36.4,La1.83Sr0.17Cu0.98Co0.02O4,17.0,0.006,Co-Cu-La-O-Sr
Ba0.135Cu1La1.865O4-MP-mp-1077929-synth_doped.cif,Ba0.135Cu1La1.865O4,2.99,V45,mid-outlier,35,22.6,0.0,33.1,Ba0.13Cu1La1.87O4,4.96,0.001,Ba-Cu-La-O
La1.79Sr0.21Cu0.94Fe0.06O4-MP-mp-1077929.cif,La1.79Sr0.21Cu0.94Fe0.06O4,2.8,new,mid-outlier,15,28.4,0.0,32.5,La1.81Sr0.19Cu0.94Fe0.06O4,28.6,0.006,Cu-Fe-La-O-Sr
As1Co0.05Fe0.95Sm1O1-MP-mp-20349-synth_doped.cif,As1Co0.05Fe0.95Sm1O1,2.565,V45,mid-outlier,3,13.3,0.0,15.96666667,As1Co0.075Fe0.925Sm1O1,13.3,0.012,As-Co-Fe-O-Sm
La1.8Sr0.2Cu0.96Zn0.04O4-MP-mp-1077929.cif,La1.8Sr0.2Cu0.96Zn0.04O4,2.3,new,mid-outlier,54,14.1,0.0,34.8,La1.8Sr0.2Cu0.9676Zn0.0324O4,5.5,0.002,Cu-La-O-Sr-Zn
La1.8Nd0.05Ca0.074Ba0.076Cu1O4-MP-mp-1077929.cif,La1.8Nd0.05Ca0.074Ba0.076Cu1O4,2.05,new,mid-outlier,3,20.6,18.0,23.7,La1.8Nd0.05Ca0.074Ba0.076Cu1O4.01,23.7,0.001,Ba-Ca-Cu-La-Nd-O
Ce0.16Cu1La1.84O4-MP-mp-1077929-synth_doped.cif,Ce0.16Cu1La1.84O4,1.5,V45,mid-outlier,12,21.5,0.0,30.3,Ce0.15Cu1La1.85O4,9.25,0.003,Ce-Cu-La-O
La1.85Sr0.15Cu0.973Co0.027O4-MP-mp-1077929.cif,La1.85Sr0.15Cu0.973Co0.027O4,1.25,new,mid-outlier,13,18.6,0.0,34.8,La1.85Sr0.15Cu0.976Co0.024O4,4.4,0.001,Co-Cu-La-O-Sr
Ba1.5Cu3La0.5Y1O7-MP-mp-1228381.cif,Ba1.5Cu3La0.5Y1O7,0.3,V45,mid-outlier,16,41.2,0.0,69.075,Y1Ba1.5La0.5Cu3O7.06,22.0,0.004,Ba-Cu-La-O-Y
La1Fe0.985Zn0.015As1F0.08O0.9-MP-mp-1281007.cif,La1Fe0.985Zn0.015As1F0.08O0.9,0.2,new,mid-outlier,5,15.6,0.0,25.5,La1Fe0.991Zn0.009As1F0.08O0.9,15.6,0.003,As-F-Fe-La-O-Zn
La1.85Sr0.15Cu0.982Fe0.018O4-MP-mp-1077929.cif,La1.85Sr0.15Cu0.982Fe0.018O4,0.05,new,mid-outlier,14,20.2,0.0,33.6,La1.85Sr0.15Cu0.988Fe0.012O4,8.4,0.002,Cu-Fe-La-O-Sr
Gd0.71Sm1.14Ce0.15Cu1O4-MP-mp-4860.cif,Gd0.71Sm1.14Ce0.15Cu1O4,0.01,new,mid-outlier,3,15.0,0.0,16.8,Sm1.15Gd0.7Ce0.15Cu1O3.97,16.8,0.006,Ce-Cu-Gd-O-Sm
As1Ce1F0.04Fe1O0.96-MP-mp-605060-synth_doped.cif,As1Ce1F0.04Fe1O0.96,0.0,V45,zero-in-high-cloud,5,11.8,0.0,36.33333333,As1Ce1F0.05Fe1O0.95,11.8,0.005,As-Ce-F-Fe-O
As1Ce1F0.06Fe1O0.94-MP-mp-605060-synth_doped.cif,As1Ce1F0.06Fe1O0.94,0.0,V45,zero-in-high-cloud,7,27.6,0.0,47.0,As1Ce1F0.05Fe1O0.95,11.8,0.005,As-Ce-F-Fe-O
As1Co0.1Fe0.9Na1-MP-mp-22152-synth_doped.cif,As1Co0.1Fe0.9Na1,0.0,V45,zero-in-high-cloud,5,10.6,0.0,14.0,As1Co0.109Fe0.891Na1,0.0,0.006,As-Co-Fe-Na
As1F0.04Fe1Nd1O0.96-MP-mp-622621-synth_doped.cif,As1F0.04Fe1Nd1O0.96,0.0,V45,zero-in-high-cloud,3,47.5,35.0,50.525,As1F0.06Fe1Nd1O0.94,47.5,0.01,As-F-Fe-Nd-O
As1Fe1.03Li0.97-MP-mp-21471-synth_doped.cif,As1Fe1.03Li0.97,0.0,V45,zero-in-high-cloud,3,14.0,4.61,16.475,As1Fe1.02Li0.98,4.61,0.007,As-Fe-Li
Ba1Fe1.5Ru0.5As2-MP-mp-1227957.cif,Ba1Fe1.5Ru0.5As2,0.0,new,zero-in-high-cloud,4,15.3,8.18,20.05,Ba1Fe1.48Ru0.52As2,20.05,0.008,As-Ba-Fe-Ru
B0.015C0.985Cu1Sr2O5-MP-mp-1198030-synth_doped.cif,B0.015C0.985Cu1Sr2O5,0.0,V45,zero-in-high-cloud,10,22.0,0.0,32.0,Sr2Cu1C0.983B0.018O5,0.0,0.001,B-C-Cu-O-Sr
B0.027C0.973Cu1Sr2O5-MP-mp-1198030-synth_doped.cif,B0.027C0.973Cu1Sr2O5,0.0,V45,zero-in-high-cloud,10,22.0,0.0,32.0,Sr2Cu1C0.983B0.018O5,0.0,0.002,B-C-Cu-O-Sr
Sr2Cu1C0.983B0.018O5-MP-mp-686590.cif,Sr2Cu1C0.983B0.018O5,0.0,new,zero-in-high-cloud,10,22.0,0.0,32.0,B0.015C0.985Cu1Sr2O5,0.0,0.001,B-C-Cu-O-Sr
B2C1La0.09Lu0.91Ni2-MP-mp-6544-synth_doped.cif,B2C1La0.09Lu0.91Ni2,0.0,V45,zero-in-high-cloud,5,15.1,13.6,16.2,B2C1La0.08Lu0.92Ni2,13.6,0.003,B-C-La-Lu-Ni
B2Cr0.05Mg0.95-MP-mp-763-synth_doped.cif,B2Cr0.05Mg0.95,0.0,V45,zero-in-high-cloud,3,35.3,35.1,36.7,B2Cr0.03Mg0.97,35.1,0.013,B-Cr-Mg
Ba0.054Cu1La1.946O4-MP-mp-1077929-synth_doped.cif,Ba0.054Cu1La1.946O4,0.0,V45,zero-in-high-cloud,34,10.8,0.0,33.1,Ba0.045Cu1La1.955O4,0.0,0.003,Ba-Cu-La-O
Ba0.074Cu1La1.926O4-MP-mp-1077929-synth_doped.cif,Ba0.074Cu1La1.926O4,0.0,V45,zero-in-high-cloud,38,13.1,0.0,33.1,Ba0.075Cu1La1.925O4,24.0,0.0,Ba-Cu-La-O
Ba0.158Cu1La1.842O4-MP-mp-1077929-synth_doped.cif,Ba0.158Cu1La1.842O4,0.0,V45,zero-in-high-cloud,33,23.1,0.0,33.1,Ba0.157Cu1La1.843O4,25.3,0.0,Ba-Cu-La-O
Ba0.174Cu1La1.826O4-MP-mp-1077929-synth_doped.cif,Ba0.174Cu1La1.826O4,0.0,V45,zero-in-high-cloud,32,23.3,0.0,33.1,Ba0.175Cu1La1.825O4,26.2,0.0,Ba-Cu-La-O
Ba0.25Cu1La1.75O4-MP-mp-1077929-synth_doped.cif,Ba0.25Cu1La1.75O4,0.0,V45,zero-in-high-cloud,16,22.4,0.0,28.0,Ba0.249Cu1La1.751O4,13.7,0.0,Ba-Cu-La-O
Ba0.275Cu1La1.725O4-MP-mp-1077929-synth_doped.cif,Ba0.275Cu1La1.725O4,0.0,V45,zero-in-high-cloud,11,14.0,0.0,26.2,Ba0.25Cu1La1.75O4,0.0,0.007,Ba-Cu-La-O
Ba0.75Bi1K0.25O3-MP-mp-1223500.cif,Ba0.75Bi1K0.25O3,0.0,V45,zero-in-high-cloud,3,28.0,0.0,29.9,Ba0.77Bi1K0.23O3,28.0,0.008,Ba-Bi-K-O
Y1La0.4Ba1.6Cu3O6.65-MP-mp-1228381.cif,Y1La0.4Ba1.6Cu3O6.65,0.0,new,zero-in-high-cloud,3,52.0,32.2,55.5,Y1Ba1.6La0.4Cu3O7,32.2,0.026,Ba-Cu-La-O-Y
Y1La0.2Ba1.8Cu3O6.31-MP-mp-1229067.cif,Y1La0.2Ba1.8Cu3O6.31,0.0,new,zero-in-high-cloud,3,32.9,28.1,44.3,Y1Ba1.8La0.2Cu3O6.6,28.1,0.022,Ba-Cu-La-O-Y
Y2La1.2Ba2.8Cu6O14.27-MP-icsd-63321.cif,Y2La1.2Ba2.8Cu6O14.27,0.0,new,zero-in-high-cloud,10,31.5,0.0,55.55,Y1Ba1.5La0.5Cu3O7.17,55.55,0.017,Ba-Cu-La-O-Y
Ba1.75Cu4Sr0.25Y1O8-MP-mp-6790-synth_doped.cif,Ba1.75Cu4Sr0.25Y1O8,0.0,V45,zero-in-high-cloud,11,78.0,0.0,82.0,Ba1.76Cu4Sr0.24Y1O8,76.0,0.001,Ba-Cu-O-Sr-Y
Ba1.78Cu4Sr0.22Y1O8-MP-mp-6790-synth_doped.cif,Ba1.78Cu4Sr0.22Y1O8,0.0,V45,zero-in-high-cloud,11,78.0,0.0,82.0,Ba1.8Cu4Sr0.2Y1O8,77.7,0.003,Ba-Cu-O-Sr-Y
Y1Ba1.38Sr0.62Cu4O8-MP-mp-1227433.cif,Y1Ba1.38Sr0.62Cu4O8,0.0,new,zero-in-high-cloud,7,79.5,78.5,82.0,Y1Ba1.36Sr0.64Cu4O8,81.0,0.003,Ba-Cu-O-Sr-Y
Y1Ba1.68Sr0.32Cu4O8-MP-mp-1227433.cif,Y1Ba1.68Sr0.32Cu4O8,0.0,new,zero-in-high-cloud,11,79.0,0.0,82.0,Y1Ba1.65Sr0.35Cu4O8,80.8,0.004,Ba-Cu-O-Sr-Y
Nd1.4Ba1.6Cu3O7.19-MP-mp-1228592.cif,Nd1.4Ba1.6Cu3O7.19,0.0,new,zero-in-high-cloud,12,17.7,0.0,69.0,Nd1.4Ba1.6Cu3O7.09,38.0,0.007,Ba-Cu-Nd-O
Nd1.42Ba1.58Cu3O6.94-MP-mp-1228353.cif,Nd1.42Ba1.58Cu3O6.94,0.0,new,zero-in-high-cloud,12,23.2,0.0,69.0,Nd1.4Ba1.6Cu3O7.002,0.0,0.006,Ba-Cu-Nd-O
Nd1.4Ba1.6Cu3O7.002-MP-mp-1228592.cif,Nd1.4Ba1.6Cu3O7.002,0.0,new,zero-in-high-cloud,12,23.2,0.0,69.0,Nd1.4Ba1.6Cu3O7.09,38.0,0.006,Ba-Cu-Nd-O
Nd1.22Ba1.78Cu3O6.84-MP-mp-22719.cif,Nd1.22Ba1.78Cu3O6.84,0.0,new,zero-in-high-cloud,12,67.2,32.0,92.0,Nd1.2Ba1.8Cu3O6.91,47.6,0.007,Ba-Cu-Nd-O
Nd1.05Ba1.95Cu3O6.68-MP-mp-22719.cif,Nd1.05Ba1.95Cu3O6.68,0.0,new,zero-in-high-cloud,18,79.2,0.0,94.0,Nd1Ba2Cu3O6.67,31.65,0.009,Ba-Cu-Nd-O
Nd1Ba2Cu3O6.87-MP-mp-22719.cif,Nd1Ba2Cu3O6.87,0.0,new,zero-in-high-cloud,20,79.7,0.0,95.3,Nd1Ba2Cu3O6.86,73.0,0.001,Ba-Cu-Nd-O
Nd1Ba2Cu3O6.3-MP-mp-1228184.cif,Nd1Ba2Cu3O6.3,0.0,new,zero-in-high-cloud,7,31.6,0.0,90.5,Nd1Ba2Cu3O6.23,60.5,0.006,Ba-Cu-Nd-O
Nd1Ba2Cu3O6.13-MP-mp-1228184.cif,Nd1Ba2Cu3O6.13,0.0,new,zero-in-high-cloud,5,60.5,0.0,90.5,Nd1Ba2Cu3O6.09,90.5,0.003,Ba-Cu-Nd-O
Nd1Ba2Cu3O6.47-MP-mp-1228184.cif,Nd1Ba2Cu3O6.47,0.0,new,zero-in-high-cloud,14,56.6,0.0,94.0,Nd1Ba2Cu3O6.6,14.0,0.01,Ba-Cu-Nd-O
Sm1.3Ba1.7Cu3O6.996-MP-mp-21451.cif,Sm1.3Ba1.7Cu3O6.996,0.0,new,zero-in-high-cloud,13,38.0,0.0,83.0,Sm1.28Ba1.72Cu3O7.03,43.6,0.005,Ba-Cu-O-Sm
Sm1.25Ba1.75Cu3O6.972-MP-mp-21451.cif,Sm1.25Ba1.75Cu3O6.972,0.0,new,zero-in-high-cloud,12,41.1,0.0,83.0,Sm1.27Ba1.73Cu3O7.05,50.05,0.007,Ba-Cu-O-Sm
