id,formula,tc,origin,cls,n_nbr,nbr_median,nbr_min,nbr_max,nearest,nearest_tc,nearest_dist,chemsys
La1.85Sr0.15Cu0.99Zn0.01O4-MP-mp-1077929.cif,La1.85Sr0.15Cu0.99Zn0.01O4,28.36,new,mid-outlier,65,13.0,0.0,34.8,La1.85Sr0.15Cu0.9925Zn0.0075O4,30.8375,0.001,Cu-La-O-Sr-Zn
La1.79Sr0.21Cu0.94Ni0.06O4-MP-mp-1077929.cif,La1.79Sr0.21Cu0.94Ni0.06O4,28.3,new,mid-outlier,55,2.0,0.0,36.5,La1.8Sr0.2Cu0.94Ni0.06O4,0.0,0.003,Cu-La-Ni-O-Sr
Y1Ba1.8La0.2Cu3O6.6-MP-mp-1228425.cif,Y1Ba1.8La0.2Cu3O6.6,28.1,new,mid-outlier,17,61.4,0.0,92.85,Y1Ba1.8La0.2Cu3O6.7,44.3,0.007,Ba-Cu-La-O-Y
La1.76Sr0.2Ho0.04Cu1O4-MP-mp-1077929.cif,La1.76Sr0.2Ho0.04Cu1O4,27.85,new,mid-outlier,3,12.8,9.95,31.825,La1.81Sr0.15Ho0.04Cu1O4,31.825,0.014,Cu-Ho-La-O-Sr
Y1Ba2Cu2.8Fe0.2O6.76-MP-mp-1228903.cif,Y1Ba2Cu2.8Fe0.2O6.76,27.8,new,mid-outlier,37,63.8,0.0,91.8,Y1Ba2Cu2.8Fe0.2O6.8,43.9,0.003,Ba-Cu-Fe-O-Y
As1Ce1F0.08Fe1O0.92-MP-mp-605060-synth_doped.cif,As1Ce1F0.08Fe1O0.92,27.6,V45,mid-outlier,7,11.8,0.0,47.0,As1Ce1F0.06Fe1O0.94,0.0,0.01,As-Ce-F-Fe-O
Y0.5Pr0.5Ba2Cu3O6.68-MP-mp-1228182.cif,Y0.5Pr0.5Ba2Cu3O6.68,27.1,new,mid-outlier,35,11.0,0.0,47.0,Y0.5Pr0.5Ba2Cu3O6.66,3.5,0.001,Ba-Cu-O-Pr-Y
La1.2Ba1.8Cu3O7.2-MP-mp-505315.cif,La1.2Ba1.8Cu3O7.2,27.0,new,mid-outlier,10,13.0,0.0,80.0,La1.2Ba1.8Cu3O7.3,27.0,0.007,Ba-Cu-La-O
La1.836Sr0.164Cu0.99Ga0.01O4-MP-mp-1077929.cif,La1.836Sr0.164Cu0.99Ga0.01O4,26.9,new,mid-outlier,7,0.3,0.0,29.8,La1.83Sr0.17Cu0.98Ga0.02O4,0.0,0.005,Cu-Ga-La-O-Sr
La1.834Sr0.166Cu0.99Zn0.01O4-MP-mp-1077929.cif,La1.834Sr0.166Cu0.99Zn0.01O4,26.5,new,mid-outlier,63,13.1,0.0,34.8,La1.83Sr0.17Cu0.99Zn0.01O4,25.0,0.001,Cu-La-O-Sr-Zn
Ba0.6K0.4Bi0.99Pr0.01O3-MP-mp-1516766.cif,Ba0.6K0.4Bi0.99Pr0.01O3,26.4,new,mid-outlier,6,12.8,0.0,23.5,Ba0.6K0.4Bi0.979Pr0.021O3,23.5,0.004,Ba-Bi-K-O-Pr
La1.81Sr0.19Cu0.94Ni0.06O4-MP-mp-1077929.cif,La1.81Sr0.19Cu0.94Ni0.06O4,26.4,new,mid-outlier,60,2.3,0.0,36.5,La1.8Sr0.2Cu0.94Ni0.06O4,0.0,0.003,Cu-La-Ni-O-Sr
Y1Ba2Cu2.95Fe0.05O6.6-MP-mp-1228425.cif,Y1Ba2Cu2.95Fe0.05O6.6,26.2,new,mid-outlier,27,63.8,0.0,91.8,Y1Ba2Cu2.95Fe0.05O6.64,37.4,0.003,Ba-Cu-Fe-O-Y
Y1Ba2Cu2.68Fe0.32O6.999-MP-mp-1228213.cif,Y1Ba2Cu2.68Fe0.32O6.999,26.0,new,mid-outlier,24,53.5,0.0,87.7,YBa2(Cu0.9Fe0.1)3O7.01,0.0,0.004,Ba-Cu-Fe-O-Y
La1Fe0.98Zn0.02As1F0.1O0.9-MP-mp-1281007.cif,La1Fe0.98Zn0.02As1F0.1O0.9,25.5,new,mid-outlier,5,0.2,0.0,25.4,La1Fe0.973Zn0.027As1F0.08O0.9,0.0,0.011,As-F-Fe-La-O-Zn
La1Fe0.95Zn0.05As1F0.1O0.9-MP-mp-1281007.cif,La1Fe0.95Zn0.05As1F0.1O0.9,25.4,new,mid-outlier,5,0.2,0.0,25.5,La1Fe0.959Zn0.041As1F0.08O0.9,0.0,0.014,As-F-Fe-La-O-Zn
Y1Ba1.75Cu2.75Co0.25O6.95-MP-icsd-63321.cif,Y1Ba1.75Cu2.75Co0.25O6.95,25.0,new,mid-outlier,5,63.0,43.0,79.0,Y1Ba1.75Cu2.75Co0.25O7.06,63.0,0.008,Ba-Co-Cu-O-Y
Nd1.85Ce0.15Cu1O4.014-MP-icsd-39476.cif,Nd1.85Ce0.15Cu1O4.014,25.0,new,mid-outlier,22,4.5,0.0,24.0,Ce0.153Cu1Nd1.847O4,22.5,0.002,Ce-Cu-Nd-O
La1.825Sr0.175Cu0.985Ni0.015O4-MP-mp-1077929.cif,La1.825Sr0.175Cu0.985Ni0.015O4,25.0,new,mid-outlier,61,0.0,0.0,33.0,La1.83Sr0.17Cu0.99Ni0.01O4,30.1,0.003,Cu-La-Ni-O-Sr
La1.425Nd0.4Sr0.175Cu1O4-MP-mp-1223089.cif,La1.425Nd0.4Sr0.175Cu1O4,25.0,new,mid-outlier,6,3.5,0.0,8.906666667,La1.44Nd0.4Sr0.16Cu1O4,0.0,0.004,Cu-La-Nd-O-Sr
Ba0.078Cu1La1.922O4-MP-mp-1077929-synth_doped.cif,Ba0.078Cu1La1.922O4,24.95,V45,mid-outlier,39,12.3,0.0,33.1,Ba0.075Cu1La1.925O4,24.0,0.001,Ba-Cu-La-O
Ca0.4Ba1.35La1.25Cu3O6.95-MP-mp-1228470.cif,Ca0.4Ba1.35La1.25Cu3O6.95,24.8,new,mid-outlier,37,63.5,0.0,80.5,Ca0.4Ba1.35La1.25Cu3O6.92,14.4,0.002,Ba-Ca-Cu-La-O
Ba2Cu1Hg1O4.39-MP-mp-6562-synth_doped.cif,Ba2Cu1Hg1O4.39,24.2,V45,mid-outlier,16,83.0,0.0,97.4,Ba2Cu1Hg1O4.37,37.5,0.002,Ba-Cu-Hg-O
Ba0.075Cu1La1.925O4-MP-mp-1077929-synth_doped.cif,Ba0.075Cu1La1.925O4,24.0,V45,mid-outlier,38,10.8,0.0,33.1,Ba0.074Cu1La1.926O4,0.0,0.0,Ba-Cu-La-O
Nd1.85Ce0.15Cu1O3.93-MP-mp-4158.cif,Nd1.85Ce0.15Cu1O3.93,24.0,new,mid-outlier,22,4.5,0.0,25.0,Nd1.85Ce0.15Cu1O3.95,22.1,0.002,Ce-Cu-Nd-O
La1.9Sr0.1Cu0.9975Zn0.0025O4-MP-mp-1077929.cif,La1.9Sr0.1Cu0.9975Zn0.0025O4,23.655,new,mid-outlier,47,8.6,0.0,34.8,La1.9Sr0.1Cu0.9925Zn0.0075O4,17.255,0.001,Cu-La-O-Sr-Zn
Ce0.04Cu1Pr1.96O4-MP-mp-4181-synth_doped.cif,Ce0.04Cu1Pr1.96O4,23.6,V45,mid-outlier,8,9.2,0.0,21.5,Ce0.05Cu1Pr1.95O4,0.0,0.003,Ce-Cu-O-Pr
La1.85Nd0Ca1.15Cu2O5.99-MP-mp-1213978.cif,La1.85Nd0Ca1.15Cu2O5.99,23.0,new,mid-outlier,3,47.7,0.0,55.0,La1.82Ca1.18Cu2O6,55.0,0.006,Ca-Cu-La-O
Y0.4Pr0.6Ba1Sr1Cu3O7-MP-mp-1228182.cif,Y0.4Pr0.6Ba1Sr1Cu3O7,23.0,new,mid-outlier,8,7.0,0.0,36.0,Y0.4Pr0.6Ba1Sr1Cu3O6.95,0.0,0.004,Ba-Cu-O-Pr-Sr-Y
Ce0.14Cu1Sm1.86O4-MP-mp-4210-synth_doped.cif,Ce0.14Cu1Sm1.86O4,22.7,V45,mid-outlier,14,1.9,0.0,22.3,Ce0.143Cu1Sm1.857O4,22.3,0.001,Ce-Cu-O-Sm
Ba0.066Cu1La1.934O4-MP-mp-1077929-synth_doped.cif,Ba0.066Cu1La1.934O4,22.6,V45,mid-outlier,35,9.3,0.0,33.1,Ba0.074Cu1La1.926O4,0.0,0.002,Ba-Cu-La-O
Ce0.153Cu1Nd1.847O4-MP-mp-4158-synth_doped.cif,Ce0.153Cu1Nd1.847O4,22.5,V45,mid-outlier,22,4.5,0.0,25.0,Ce0.15Cu1Nd1.85O4,21.2325,0.001,Ce-Cu-Nd-O
La1.83Sr0.17Cu0.98Ni0.02O4-MP-mp-1077929.cif,La1.83Sr0.17Cu0.98Ni0.02O4,22.45,new,mid-outlier,62,0.0,0.0,33.0,La1.84Sr0.16Cu0.98Ni0.02O4,0.0,0.003,Cu-La-Ni-O-Sr
Ce0.143Cu1Sm1.857O4-MP-mp-4210-synth_doped.cif,Ce0.143Cu1Sm1.857O4,22.3,V45,mid-outlier,14,1.9,0.0,22.7,Ce0.14Cu1Sm1.86O4,22.7,0.001,Ce-Cu-O-Sm
Y2Ba4Cu7O14.33-MP-mp-1228264.cif,Y2Ba4Cu7O14.33,22.0,new,mid-outlier,16,74.0,20.15,90.9,Y2Ba4Cu7O14.38,50.0,0.002,Ba-Cu-O-Y
Y1Ba2Cu2.79Co0.21O7-MP-mp-20674.cif,Y1Ba2Cu2.79Co0.21O7,22.0,new,mid-outlier,27,55.0,0.0,92.0,Y1Ba2Cu2.775Co0.225O6.99,58.0,0.003,Ba-Co-Cu-O-Y
La2.85Ca0.3Ba2.85Cu6O14.252-MP-mp-558557.cif,La2.85Ca0.3Ba2.85Cu6O14.252,22.0,new,mid-outlier,19,50.2,13.5,76.0,La2.77Ca0.46Ba2.77Cu6O14.246,42.0,0.012,Ba-Ca-Cu-La-O
Sm1.85Ce0.15Cu1O3.97-MP-mp-4210.cif,Sm1.85Ce0.15Cu1O3.97,21.8,new,mid-outlier,14,1.9,0.0,22.7,Sm1.85Ce0.15Cu1O3.98,19.7,0.001,Ce-Cu-O-Sm
Ca0.4Ba1.25La1.35Cu3O7.04-MP-mp-558557.cif,Ca0.4Ba1.25La1.35Cu3O7.04,21.3,new,mid-outlier,34,51.7,0.0,80.5,Ca0.4Ba1.25La1.35Cu3O6.99,0.0,0.004,Ba-Ca-Cu-La-O
Ce0.15Cu1Nd1.85O4-MP-mp-4158-synth_doped.cif,Ce0.15Cu1Nd1.85O4,21.2325,V45,mid-outlier,22,4.5,0.0,25.0,Ce0.153Cu1Nd1.847O4,22.5,0.001,Ce-Cu-Nd-O
Nd1.85Ce0.15Cu1O4.03-MP-mp-662567.cif,Nd1.85Ce0.15Cu1O4.03,21.1,new,mid-outlier,22,4.5,0.0,25.0,Nd1.85Ce0.15Cu1O4.034,9.1,0.0,Ce-Cu-Nd-O
As2Ba1Fe1.25Ru0.75-MP-mp-1227957-synth_doped.cif,As2Ba1Fe1.25Ru0.75,21.0,V45,mid-outlier,5,8.9,5.02,19.7,As2Ba1Fe1.24Ru0.76,7.1,0.004,As-Ba-Fe-Ru
La1.775Sr0.225Cu0.995Ni0.005O4-MP-mp-1077929.cif,La1.775Sr0.225Cu0.995Ni0.005O4,21.0,new,mid-outlier,52,4.8,0.0,36.5,La1.77Sr0.23Cu0.99Ni0.01O4,18.0,0.003,Cu-La-Ni-O-Sr
Ba1Fe1.889Co0.102Cu0.009As2-MP-mp-2903350.cif,Ba1Fe1.889Co0.102Cu0.009As2,20.95,new,mid-outlier,7,8.7,0.0,15.55,Ba1Fe1.868Co0.094Cu0.038As2,15.55,0.012,As-Ba-Co-Cu-Fe
Y1Ba2Cu2.9Ni0.1O6.61-MP-mp-1228425.cif,Y1Ba2Cu2.9Ni0.1O6.61,20.5,new,mid-outlier,29,65.0,0.0,90.5,Y1Ba2Cu2.9Ni0.1O6.56,4.3,0.004,Ba-Cu-Ni-O-Y
Y1Ba2Cu2.9Fe0.1O6.64-MP-mp-1228425.cif,Y1Ba2Cu2.9Fe0.1O6.64,20.5,new,mid-outlier,34,65.7,0.0,91.8,Y1Ba2Cu2.9Fe0.1O6.62,4.2,0.002,Ba-Cu-Fe-O-Y
Y2Ba4Cu7O14.03-MP-mp-1228264.cif,Y2Ba4Cu7O14.03,20.15,new,mid-outlier,11,60.0,22.0,89.1,Y2Ba4Cu7O14.13,35.5,0.004,Ba-Cu-O-Y
Ba2Cu1Hg1O4.025-MP-mp-6562-synth_doped.cif,Ba2Cu1Hg1O4.025,20.0,V45,mid-outlier,34,88.2,0.0,98.0,Ba2Cu1Hg1O4.02,72.0,0.001,Ba-Cu-Hg-O
Y1Ba2Cu2.82Al0.18O7-MP-mp-20674.cif,Y1Ba2Cu2.82Al0.18O7,20.0,new,mid-outlier,13,75.0,0.0,92.0,Y1Ba2Cu2.8Al0.2O6.91,85.0,0.007,Al-Ba-Cu-O-Y
Sm1.85Ce0.15Cu1O3.98-MP-mp-4210.cif,Sm1.85Ce0.15Cu1O3.98,19.7,new,mid-outlier,14,1.9,0.0,22.7,Sm1.85Ce0.15Cu1O3.97,21.8,0.001,Ce-Cu-O-Sm
Tm1Ba2Cu3O6.41-MP-mp-1228146.cif,Tm1Ba2Cu3O6.41,19.0,new,mid-outlier,7,50.0,0.0,92.5,Tm1Ba2Cu3O6.44,28.0,0.002,Ba-Cu-O-Tm
La1.842Ba0.158Cu0.99Ni0.01O4-MP-mp-1077929.cif,La1.842Ba0.158Cu0.99Ni0.01O4,19.0,new,mid-outlier,10,3.5,0.0,18.2,La1.86Ba0.14Cu0.99Ni0.01O4,11.0,0.005,Ba-Cu-La-Ni-O
Ba1.72Cu4La0.28Y1O8-MP-mp-6790-synth_doped.cif,Ba1.72Cu4La0.28Y1O8,18.9,V45,mid-outlier,7,60.1,37.9,62.7,Ba1.7Cu4La0.3Y1O8,52.6,0.003,Ba-Cu-La-O-Y
Y1Ba2Cu2.94Zn0.06O6.65-MP-mp-1228425.cif,Y1Ba2Cu2.94Zn0.06O6.65,18.9,new,mid-outlier,84,38.4,0.0,90.0,Y1Ba2Cu2.94Zn0.06O6.68,22.5,0.002,Ba-Cu-O-Y-Zn
La0.95Y0.05Fe0.995Mn0.005As1F0.11O0.89-MP-mp-1281007.cif,La0.95Y0.05Fe0.995Mn0.005As1F0.11O0.89,18.6,new,mid-outlier,3,7.5,2.89,24.1,La0.99Y0.01Fe0.995Mn0.005As1F0.11O0.89,7.5,0.02,As-F-Fe-La-Mn-O-Y
Nd1.85Ce0.15Cu0.999Ni0.001O4-MP-mp-4158.cif,Nd1.85Ce0.15Cu0.999Ni0.001O4,18.525,new,mid-outlier,4,4.2,0.0,15.65,Nd1.85Ce0.15Cu0.997Ni0.003O4,15.65,0.001,Ce-Cu-Nd-Ni-O
Yb0.45Pr0.55Ba2Cu3O6.92-MP-mp-20936.cif,Yb0.45Pr0.55Ba2Cu3O6.92,18.3,new,mid-outlier,4,36.8,0.0,50.5,Yb0.5Pr0.5Ba2Cu3O6.9,34.8,0.009,Ba-Cu-O-Pr-Yb
La1.822Ba0.178Cu0.99Ni0.01O4-MP-mp-1077929.cif,La1.822Ba0.178Cu0.99Ni0.01O4,18.2,new,mid-outlier,9,7.0,0.0,19.0,La1.842Ba0.158Cu0.99Ni0.01O4,19.0,0.006,Ba-Cu-La-Ni-O
Ce0.15Cu1Sm1.85O4-MP-mp-4210-synth_doped.cif,Ce0.15Cu1Sm1.85O4,18.05714286,V45,mid-outlier,14,1.9,0.0,22.7,Ce0.156Cu1Sm1.844O4,16.4,0.002,Ce-Cu-O-Sm
Bi2Sr2Ca0.5Y0.5Cu2O8.36-MP-icsd-173899.cif,Bi2Sr2Ca0.5Y0.5Cu2O8.36,18.0,new,mid-outlier,6,70.0,40.0,86.0,Bi2Sr2Ca0.5Y0.5Cu2O8.39,66.0,0.002,Bi-Ca-Cu-O-Sr-Y
Cu1Nd0.19Sr0.81O2-MP-mp-5787-synth_doped.cif,Cu1Nd0.19Sr0.81O2,18.0,V45,mid-outlier,3,37.5,35.0,40.0,Cu1Nd0.17Sr0.83O2,35.0,0.01,Cu-Nd-O-Sr
Y0.4Pr0.6Ba1Sr1Cu3O6.92-MP-mp-1228182.cif,Y0.4Pr0.6Ba1Sr1Cu3O6.92,18.0,new,mid-outlier,8,7.0,0.0,36.0,Y0.4Pr0.6Ba1Sr1Cu3O6.95,0.0,0.002,Ba-Cu-O-Pr-Sr-Y
La1.77Sr0.23Cu0.99Ni0.01O4-MP-mp-1077929.cif,La1.77Sr0.23Cu0.99Ni0.01O4,18.0,new,mid-outlier,52,4.8,0.0,36.5,La1.775Sr0.225Cu0.995Ni0.005O4,21.0,0.003,Cu-La-Ni-O-Sr
Y1Ba2Cu2.95Fe0.05O6.55-MP-mp-1228425.cif,Y1Ba2Cu2.95Fe0.05O6.55,17.8,new,mid-outlier,24,56.4,0.0,91.8,Y1Ba2Cu2.95Fe0.05O6.52,0.0,0.002,Ba-Cu-Fe-O-Y
Y1Ba2Cu2.79Zn0.21O6.97-MP-mp-20674.cif,Y1Ba2Cu2.79Zn0.21O6.97,17.1,new,mid-outlier,44,39.5,0.0,80.05,Y1Ba2Cu2.775Zn0.225O6.93,25.0,0.004,Ba-Cu-O-Y-Zn
Gd1Ba1.5Sr0.5Cu3O6.63-MP-mp-1229327.cif,Gd1Ba1.5Sr0.5Cu3O6.63,17.0,new,mid-outlier,3,50.0,32.0,85.5,Gd1Ba1.5Sr0.5Cu3O6.72,32.0,0.007,Ba-Cu-Gd-O-Sr
Y1Ba2Cu2.919Zn0.081O6.7-MP-mp-1228425.cif,Y1Ba2Cu2.919Zn0.081O6.7,17.0,new,mid-outlier,94,38.4,0.0,90.0,Y1Ba2Cu2.91Zn0.09O6.7,20.0,0.001,Ba-Cu-O-Y-Zn
Bi2Ca0.8Ce0.2Cu2Sr2O8-MP-mp-1218930-synth_doped.cif,Bi2Ca0.8Ce0.2Cu2Sr2O8,17.0,V45,mid-outlier,3,75.5,0.0,80.0,Bi2Ca0.9Ce0.1Cu2Sr2O8,75.455,0.013,Bi-Ca-Ce-Cu-O-Sr
La1.9Ba0.1Cu0.99Ni0.01O4-MP-mp-1077929.cif,La1.9Ba0.1Cu0.99Ni0.01O4,17.0,new,mid-outlier,10,3.5,0.0,19.0,La1.882Ba0.118Cu0.99Ni0.01O4,12.7,0.005,Ba-Cu-La-Ni-O
Y1Ba2Cu2.7Co0.3O6.93-MP-mp-20674.cif,Y1Ba2Cu2.7Co0.3O6.93,16.9,new,mid-outlier,19,36.0,0.0,71.0,Y1Ba2Cu2.7Co0.3O6.88,22.0,0.004,Ba-Co-Cu-O-Y
Nd0.9Pr0.1Ba2Cu3O6.65-MP-mp-22719.cif,Nd0.9Pr0.1Ba2Cu3O6.65,16.8,new,mid-outlier,12,38.6,0.0,68.2,Nd0.9Pr0.1Ba2Cu3O6.75,35.9,0.007,Ba-Cu-Nd-O-Pr
As1Fe1Li1-MP-mp-21471.cif,As1Fe1Li1,16.475,V45,mid-outlier,3,4.6,0.0,14.0,As1Fe1.01Li0.99,14.0,0.007,As-Fe-Li
Ce0.156Cu1Sm1.844O4-MP-mp-4210-synth_doped.cif,Ce0.156Cu1Sm1.844O4,16.4,V45,mid-outlier,14,1.9,0.0,22.7,Ce0.15Cu1Sm1.85O4,18.05714286,0.002,Ce-Cu-O-Sm
Y0.65Pr0.35Ba2Cu3O6.85-MP-mp-1229245.cif,Y0.65Pr0.35Ba2Cu3O6.85,16.3,new,mid-outlier,33,33.0,0.0,69.8,Y0.65Pr0.35Ba2Cu3O6.95,33.0,0.007,Ba-Cu-O-Pr-Y
Y1Ba1.8La0.2Cu3.97Zn0.03O8-MP-mp-6790.cif,Y1Ba1.8La0.2Cu3.97Zn0.03O8,16.2,new,mid-outlier,3,33.3,17.8,48.7,Y1Ba1.9La0.1Cu3.972Zn0.028O8,48.7,0.014,Ba-Cu-La-O-Y-Zn
Nd1.84Ce0.16Cu1O3.96-MP-mp-4158.cif,Nd1.84Ce0.16Cu1O3.96,16.1,new,mid-outlier,22,4.5,0.0,25.0,Nd1.85Ce0.15Cu1O3.97,20.8,0.003,Ce-Cu-Nd-O
Ba2Cu1Tl2O6.08-MP-mp-6027-synth_doped.cif,Ba2Cu1Tl2O6.08,16.0,V45,mid-outlier,17,49.0,0.0,87.8,Ba2Cu1Tl2O6.056,40.0,0.002,Ba-Cu-O-Tl
Y0.9Ca0.1Ba2Cu2.8Zn0.2O6.74-MP-mp-1228425.cif,Y0.9Ca0.1Ba2Cu2.8Zn0.2O6.74,15.8,new,mid-outlier,5,43.0,3.5,50.0,Y0.95Ca0.05Ba2Cu2.8Zn0.2O6.74,3.5,0.008,Ba-Ca-Cu-O-Y-Zn
Nd1.85Ce0.15Cu0.997Ni0.003O4-MP-mp-4158.cif,Nd1.85Ce0.15Cu0.997Ni0.003O4,15.65,new,mid-outlier,4,4.2,0.0,18.525,Nd1.85Ce0.15Cu0.999Ni0.001O4,18.525,0.001,Ce-Cu-Nd-Ni-O
La1Fe0.991Zn0.009As1F0.08O0.9-MP-mp-1281007.cif,La1Fe0.991Zn0.009As1F0.08O0.9,15.6,new,mid-outlier,4,0.1,0.0,25.5,La1Fe0.985Zn0.015As1F0.08O0.9,0.2,0.003,As-F-Fe-La-O-Zn
Ba1Fe1.868Co0.094Cu0.038As2-MP-mp-2903350.cif,Ba1Fe1.868Co0.094Cu0.038As2,15.55,new,mid-outlier,9,5.3,0.0,20.95,Ba1Fe1.889Co0.102Cu0.009As2,20.95,0.012,As-Ba-Co-Cu-Fe
Eu0.6Pr0.4Ba2Cu3O6.97-MP-mp-1228601.cif,Eu0.6Pr0.4Ba2Cu3O6.97,15.0,new,mid-outlier,5,37.8,0.0,53.8,Ba2Cu3Eu0.6Pr0.4O7,37.8,0.002,Ba-Cu-Eu-O-Pr
La1.8Ca1.032Sr0.168Cu2O6.08-MP-mp-1213978.cif,La1.8Ca1.032Sr0.168Cu2O6.08,15.0,new,mid-outlier,11,43.0,0.0,60.0,La1.83Ca1.006Sr0.164Cu2O6.08,14.1,0.005,Ca-Cu-La-O-Sr
Sm1.05Gd0.8Ce0.15Cu1O3.97-MP-mp-4860.cif,Sm1.05Gd0.8Ce0.15Cu1O3.97,15.0,new,mid-outlier,3,0.0,0.0,16.8,Sm1.11Gd0.74Ce0.15Cu1O4,0.0,0.02,Ce-Cu-Gd-O-Sm
Dy1Ba1Sr1Cu3O6.6-MP-mp-1099602.cif,Dy1Ba1Sr1Cu3O6.6,14.85,new,mid-outlier,5,29.9,0.0,82.25,Dy1Ba1Sr1Cu3O6.7,29.9,0.007,Ba-Cu-Dy-O-Sr
As1F0.082Fe1Pr1O0.918-MP-mp-22491-synth_doped.cif,As1F0.082Fe1Pr1O0.918,14.6,V45,mid-outlier,3,43.5,0.0,45.0,As1F0.1Fe1Pr1O0.9,43.5,0.009,As-F-Fe-O-Pr
Y0.45Pr0.55Ba2Cu3O6.953-MP-mp-1228182.cif,Y0.45Pr0.55Ba2Cu3O6.953,14.4,new,mid-outlier,34,4.0,0.0,47.0,Y0.44Pr0.56Ba2Cu3O6.93,2.1,0.003,Ba-Cu-O-Pr-Y
Ca0.4Ba1.35La1.25Cu3O6.92-MP-mp-1228470.cif,Ca0.4Ba1.35La1.25Cu3O6.92,14.4,new,mid-outlier,35,60.0,0.0,80.5,Ca0.4Ba1.35La1.25Cu3O6.9,5.0,0.001,Ba-Ca-Cu-La-O
La1.83Ca1.006Sr0.164Cu2O6.08-MP-mp-1446283.cif,La1.83Ca1.006Sr0.164Cu2O6.08,14.1,new,mid-outlier,11,43.0,0.0,60.0,La1.8Ca1.032Sr0.168Cu2O6.08,15.0,0.005,Ca-Cu-La-O-Sr
As1F0.085Fe1Sm1O0.915-MP-mp-20349-synth_doped.cif,As1F0.085Fe1Sm1O0.915,14.0,V45,mid-outlier,6,33.0,24.7,42.0,As1F0.09Fe1Sm1O0.91,42.0,0.002,As-F-Fe-O-Sm
Nd1Ba2Cu3O6.6-MP-mp-1173386.cif,Nd1Ba2Cu3O6.6,14.0,new,mid-outlier,15,63.0,0.0,94.0,Nd1Ba2Cu3O6.67,31.65,0.005,Ba-Cu-Nd-O
La1Ba1Cu2.82Co0.18O7-MP-mp-1214652.cif,La1Ba1Cu2.82Co0.18O7,14.0,new,mid-outlier,3,40.0,0.0,57.0,La1Ba1Cu2.88Co0.12O7,40.0,0.01,Ba-Co-Cu-La-O
La0.65Ca0.05Pr0.3Ba1.5Sr0.5Cu3O6.896-MP-mp-1228253.cif,La0.65Ca0.05Pr0.3Ba1.5Sr0.5Cu3O6.896,14.0,new,mid-outlier,7,34.0,26.0,47.0,La0.6Ca0.1Pr0.3Ba1.5Sr0.5Cu3O6.872,26.0,0.009,Ba-Ca-Cu-La-O-Pr-Sr
Eu1Ba2Cu2.8Ga0.2O6.63-MP-mp-622211.cif,Eu1Ba2Cu2.8Ga0.2O6.63,14.0,new,mid-outlier,4,47.5,0.0,79.0,Eu1Ba2Cu2.85Ga0.15O6.76,43.0,0.013,Ba-Cu-Eu-Ga-O
Hg1Ba2Cu0.97Zn0.03O4.032-MP-mp-1229200.cif,Hg1Ba2Cu0.97Zn0.03O4.032,14.0,new,mid-outlier,5,75.0,53.0,83.0,Hg1Ba2Cu0.97Zn0.03O4.043,53.0,0.001,Ba-Cu-Hg-O-Zn
La1.85Sr0.15Cu0.985Ga0.015O4-MP-mp-1077929.cif,La1.85Sr0.15Cu0.985Ga0.015O4,13.7,new,mid-outlier,7,0.3,0.0,29.8,La1.85Sr0.15Cu0.977Ga0.023O4,0.9,0.002,Cu-Ga-La-O-Sr
Cu1La1.763Sr0.237O4-MP-mp-1077929-synth_doped.cif,Cu1La1.763Sr0.237O4,13.0,V45,mid-outlier,43,28.0,0.0,40.0,Cu1La1.762Sr0.238O4,19.5,0.0,Cu-La-O-Sr
Dy1Ba2Cu2.8Zn0.2O6.95-MP-mp-622105.cif,Dy1Ba2Cu2.8Zn0.2O6.95,13.0,new,mid-outlier,5,44.0,0.0,70.0,Dy1Ba2Cu2.9Zn0.1O6.96,44.0,0.016,Ba-Cu-Dy-O-Zn
La1.85Ca0.989Sr0.161Cu2O5.93-MP-mp-1213978.cif,La1.85Ca0.989Sr0.161Cu2O5.93,13.0,new,mid-outlier,11,43.0,0.0,60.0,La1.85Sr0.15Ca1Cu2O6.03,47.5,0.009,Ca-Cu-La-O-Sr
La1.84Sr0.16Cu0.985Ni0.015O4-MP-mp-1077929.cif,La1.84Sr0.16Cu0.985Ni0.015O4,12.5,new,mid-outlier,60,0.0,0.0,33.0,La1.84Sr0.16Cu0.98Ni0.02O4,0.0,0.001,Cu-La-Ni-O-Sr
La1.725Nd0.15Sr0.125Cu1O4-MP-mp-1077929.cif,La1.725Nd0.15Sr0.125Cu1O4,12.5,new,mid-outlier,21,26.0,0.0,35.0,La1.735Nd0.15Sr0.115Cu1O4,16.5,0.003,Cu-La-Nd-O-Sr
Ca0.2Ba1.55La1.25Cu3O6.98-MP-mp-1228365.cif,Ca0.2Ba1.55La1.25Cu3O6.98,12.4,new,mid-outlier,35,45.0,0.0,76.0,Ca0.2Ba1.55La1.25Cu3O7.01,25.1,0.002,Ba-Ca-Cu-La-O
La1.9Sr0.1Cu0.99Ni0.01O4-MP-mp-1077929.cif,La1.9Sr0.1Cu0.99Ni0.01O4,12.3,new,mid-outlier,40,1.1,0.0,33.0,La1.9Sr0.1Cu0.98Ni0.02O4,0.0,0.003,Cu-La-Ni-O-Sr
Sm0.9Pr0.1Ba2Cu3O6.55-MP-mp-21451.cif,Sm0.9Pr0.1Ba2Cu3O6.55,12.2,new,mid-outlier,6,28.1,0.0,42.2,Sm0.9Pr0.1Ba2Cu3O6.65,30.6,0.008,Ba-Cu-O-Pr-Sm
