id,formula,tc,origin,cluster,n,n_zero,n_pos,action
Y1Ba2Cu2.91Zn0.09O6.48-MP-mp-20897.cif,Y1Ba2Cu2.91Zn0.09O6.48,0.0,new,Ba-Cu-O-Y-Zn|Y1Ba2Cu2.9955Zn0.0045O6.95,99,21,78,minority zero (21 zero vs 78 SC)
Y1Ba2Cu2.91Zn0.09O6.5-MP-mp-20897.cif,Y1Ba2Cu2.91Zn0.09O6.5,0.0,new,Ba-Cu-O-Y-Zn|Y1Ba2Cu2.9955Zn0.0045O6.95,99,21,78,minority zero (21 zero vs 78 SC)
Y1Ba2Cu2.931Zn0.069O6.5-MP-mp-20897.cif,Y1Ba2Cu2.931Zn0.069O6.5,0.0,new,Ba-Cu-O-Y-Zn|Y1Ba2Cu2.9955Zn0.0045O6.95,99,21,78,minority zero (21 zero vs 78 SC)
Y1Ba2Cu2.94Zn0.06O6.53-MP-mp-1228425.cif,Y1Ba2Cu2.94Zn0.06O6.53,0.0,new,Ba-Cu-O-Y-Zn|Y1Ba2Cu2.9955Zn0.0045O6.95,99,21,78,minority zero (21 zero vs 78 SC)
Y1Ba2Cu2.94Zn0.06O6.48-MP-mp-20897.cif,Y1Ba2Cu2.94Zn0.06O6.48,0.0,new,Ba-Cu-O-Y-Zn|Y1Ba2Cu2.9955Zn0.0045O6.95,99,21,78,minority zero (21 zero vs 78 SC)
Ba2Cu3Y1O6-MP-mp-22215.cif,Ba2Cu3Y1O6,0.0,V45,Ba-Cu-O-Y|Y1Ba2Cu3O6.906,46,17,29,minority zero (17 zero vs 29 SC)
Y1Ba2Cu3O6.31-MP-mp-1229067.cif,Y1Ba2Cu3O6.31,0.0,new,Ba-Cu-O-Y|Y1Ba2Cu3O6.906,46,17,29,minority zero (17 zero vs 29 SC)
Y1Ba2Cu3O6.27-MP-mp-1229067.cif,Y1Ba2Cu3O6.27,0.0,new,Ba-Cu-O-Y|Y1Ba2Cu3O6.906,46,17,29,minority zero (17 zero vs 29 SC)
Y1Ba2Cu3O6.26-MP-mp-1229067.cif,Y1Ba2Cu3O6.26,0.0,new,Ba-Cu-O-Y|Y1Ba2Cu3O6.906,46,17,29,minority zero (17 zero vs 29 SC)
Y1Ba2Cu3O6.25-MP-mp-1229067.cif,Y1Ba2Cu3O6.25,0.0,new,Ba-Cu-O-Y|Y1Ba2Cu3O6.906,46,17,29,minority zero (17 zero vs 29 SC)
Y1Ba2Cu3O6.23-MP-mp-1229067.cif,Y1Ba2Cu3O6.23,0.0,new,Ba-Cu-O-Y|Y1Ba2Cu3O6.906,46,17,29,minority zero (17 zero vs 29 SC)
Y1Ba2Cu3O6.18-MP-mp-1229067.cif,Y1Ba2Cu3O6.18,0.0,new,Ba-Cu-O-Y|Y1Ba2Cu3O6.906,46,17,29,minority zero (17 zero vs 29 SC)
Y1Ba2Cu3O6.197-MP-mp-1229067.cif,Y1Ba2Cu3O6.197,0.0,new,Ba-Cu-O-Y|Y1Ba2Cu3O6.906,46,17,29,minority zero (17 zero vs 29 SC)
Y1Ba2Cu3O6.21-MP-mp-1229067.cif,Y1Ba2Cu3O6.21,0.0,new,Ba-Cu-O-Y|Y1Ba2Cu3O6.906,46,17,29,minority zero (17 zero vs 29 SC)
Y1Ba2Cu3O6.17-MP-mp-1229067.cif,Y1Ba2Cu3O6.17,0.0,new,Ba-Cu-O-Y|Y1Ba2Cu3O6.906,46,17,29,minority zero (17 zero vs 29 SC)
Y1Ba2Cu3O6.13-MP-mp-1229067.cif,Y1Ba2Cu3O6.13,0.0,new,Ba-Cu-O-Y|Y1Ba2Cu3O6.906,46,17,29,minority zero (17 zero vs 29 SC)
Y1Ba2Cu3O6.15-MP-mp-1229067.cif,Y1Ba2Cu3O6.15,0.0,new,Ba-Cu-O-Y|Y1Ba2Cu3O6.906,46,17,29,minority zero (17 zero vs 29 SC)
Y1Ba2Cu3O6.09-MP-mp-1229067.cif,Y1Ba2Cu3O6.09,0.0,new,Ba-Cu-O-Y|Y1Ba2Cu3O6.906,46,17,29,minority zero (17 zero vs 29 SC)
Y1Ba2Cu3O6.12-MP-mp-1229067.cif,Y1Ba2Cu3O6.12,0.0,new,Ba-Cu-O-Y|Y1Ba2Cu3O6.906,46,17,29,minority zero (17 zero vs 29 SC)
Y1Ba2Cu3O6.08-MP-mp-1229067.cif,Y1Ba2Cu3O6.08,0.0,new,Ba-Cu-O-Y|Y1Ba2Cu3O6.906,46,17,29,minority zero (17 zero vs 29 SC)
Y1Ba2Cu3O6.05-MP-mp-1229067.cif,Y1Ba2Cu3O6.05,0.0,new,Ba-Cu-O-Y|Y1Ba2Cu3O6.906,46,17,29,minority zero (17 zero vs 29 SC)
Y1Ba2Cu3O6.07-MP-mp-1229067.cif,Y1Ba2Cu3O6.07,0.0,new,Ba-Cu-O-Y|Y1Ba2Cu3O6.906,46,17,29,minority zero (17 zero vs 29 SC)
Bi2Sr2Ca1Cu2I0.23O8.28-MP-mp-1209124.cif,Bi2Sr2Ca1Cu2I0.23O8.28,0.0,new,Bi-Ca-Cu-I-O-Sr|Bi2Sr2Ca1Cu2I0.25O8.21,3,1,2,minority zero (1 zero vs 2 SC)
Bi2Ca1Cu2Sr2O8.01-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.01,0.0,V45,Bi-Ca-Cu-O-Sr|Bi2Ca1Cu2Sr2O8.272,45,8,37,minority zero (8 zero vs 37 SC)
Bi2Ca1Cu2Sr2O8.051-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.051,0.0,V45,Bi-Ca-Cu-O-Sr|Bi2Ca1Cu2Sr2O8.272,45,8,37,minority zero (8 zero vs 37 SC)
Bi2Ca1Cu2Sr2O8.077-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.077,0.0,V45,Bi-Ca-Cu-O-Sr|Bi2Ca1Cu2Sr2O8.272,45,8,37,minority zero (8 zero vs 37 SC)
Bi2Ca1Cu2Sr2O8.217-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.217,0.0,V45,Bi-Ca-Cu-O-Sr|Bi2Ca1Cu2Sr2O8.272,45,8,37,minority zero (8 zero vs 37 SC)
Bi2Ca1Cu2Sr2O8.255-MP-mp-1218930-synth_doped.cif,Bi2Ca1Cu2Sr2O8.255,0.0,V45,Bi-Ca-Cu-O-Sr|Bi2Ca1Cu2Sr2O8.272,45,8,37,minority zero (8 zero vs 37 SC)
Bi2Sr2Ca1Cu2O7.93-MP-mp-1218930.cif,Bi2Sr2Ca1Cu2O7.93,0.0,new,Bi-Ca-Cu-O-Sr|Bi2Ca1Cu2Sr2O8.272,45,8,37,minority zero (8 zero vs 37 SC)
Bi2Sr2Ca1Cu2O7.965-MP-mp-1218930.cif,Bi2Sr2Ca1Cu2O7.965,0.0,new,Bi-Ca-Cu-O-Sr|Bi2Ca1Cu2Sr2O8.272,45,8,37,minority zero (8 zero vs 37 SC)
Bi2Sr2Ca1Cu2O7.975-MP-mp-1218930.cif,Bi2Sr2Ca1Cu2O7.975,0.0,new,Bi-Ca-Cu-O-Sr|Bi2Ca1Cu2Sr2O8.272,45,8,37,minority zero (8 zero vs 37 SC)
Bi0.1485Mo0.1815Cu2.67Sr2Y1O7.21-MP-mp-1520951.cif,Bi0.1485Mo0.1815Cu2.67Sr2Y1O7.21,20.6,new,Bi-Cu-Mo-O-Sr-Y|Bi0.132Mo0.198Cu2.67Sr2Y1O7.2,4,2,2,minority sc (2 zero vs 2 SC)
Bi0.132Mo0.198Cu2.67Sr2Y1O7.2-MP-mp-1520951.cif,Bi0.132Mo0.198Cu2.67Sr2Y1O7.2,29.0,new,Bi-Cu-Mo-O-Sr-Y|Bi0.132Mo0.198Cu2.67Sr2Y1O7.2,4,2,2,minority sc (2 zero vs 2 SC)
Bi2Cu1Sr2O6.17-MP-mp-555827-synth_doped.cif,Bi2Cu1Sr2O6.17,0.0,V45,Bi-Cu-O-Sr|Bi2Cu1Sr2O6.13,7,1,6,minority zero (1 zero vs 6 SC)
La1.8Sr0.2Ca1Cu2O5.92-MP-mp-1213978.cif,La1.8Sr0.2Ca1Cu2O5.92,0.0,new,Ca-Cu-La-O-Sr|La1.8Sr0.2Ca1Cu2O5.98,5,1,4,minority zero (1 zero vs 4 SC)
Tl1Sr2Ca1Cu2O6.78-MP-mp-20824.cif,Tl1Sr2Ca1Cu2O6.78,0.0,new,Ca-Cu-O-Sr-Tl|Tl1Sr2Ca1Cu2O6.68,10,1,9,minority zero (1 zero vs 9 SC)
Nd1.85Ce0.15Cu0.995Co0.005O4-MP-mp-4158.cif,Nd1.85Ce0.15Cu0.995Co0.005O4,4.725,new,Ce-Co-Cu-Nd-O|Nd1.85Ce0.15Cu0.999Co0.001O4,4,2,2,minority sc (2 zero vs 2 SC)
Nd1.85Ce0.15Cu0.999Co0.001O4-MP-mp-4158.cif,Nd1.85Ce0.15Cu0.999Co0.001O4,15.475,new,Ce-Co-Cu-Nd-O|Nd1.85Ce0.15Cu0.999Co0.001O4,4,2,2,minority sc (2 zero vs 2 SC)
Pr0.96La1Ce0.04Cu1O4-MP-mp-1077929.cif,Pr0.96La1Ce0.04Cu1O4,0.0,new,Ce-Cu-La-O-Pr|Pr0.88La1Ce0.12Cu1O3.908,9,3,6,minority zero (3 zero vs 6 SC)
Pr0.94La1Ce0.06Cu1O4-MP-mp-1077929.cif,Pr0.94La1Ce0.06Cu1O4,0.0,new,Ce-Cu-La-O-Pr|Pr0.88La1Ce0.12Cu1O3.908,9,3,6,minority zero (3 zero vs 6 SC)
Pr0.92La1Ce0.08Cu1O4-MP-mp-1077929.cif,Pr0.92La1Ce0.08Cu1O4,0.0,new,Ce-Cu-La-O-Pr|Pr0.88La1Ce0.12Cu1O3.908,9,3,6,minority zero (3 zero vs 6 SC)
Nd1.85Ce0.15Cu0.99Ni0.01O4-MP-mp-4158.cif,Nd1.85Ce0.15Cu0.99Ni0.01O4,0.0,new,Ce-Cu-Nd-Ni-O|Nd1.85Ce0.15Cu0.999Ni0.001O4,5,2,3,minority zero (2 zero vs 3 SC)
Nd1.85Ce0.15Cu0.98Ni0.02O4-MP-mp-4158.cif,Nd1.85Ce0.15Cu0.98Ni0.02O4,0.0,new,Ce-Cu-Nd-Ni-O|Nd1.85Ce0.15Cu0.999Ni0.001O4,5,2,3,minority zero (2 zero vs 3 SC)
Ce0.12Cu1Nd1.88O4-MP-mp-4158-synth_doped.cif,Ce0.12Cu1Nd1.88O4,0.0,V45,Ce-Cu-Nd-O|Nd1.85Ce0.15Cu1O4.014,20,8,12,minority zero (8 zero vs 12 SC)
Ce0.13Cu1Nd1.87O4-MP-mp-4158-synth_doped.cif,Ce0.13Cu1Nd1.87O4,0.0,V45,Ce-Cu-Nd-O|Nd1.85Ce0.15Cu1O4.014,20,8,12,minority zero (8 zero vs 12 SC)
Ce0.18Cu1Nd1.82O4-MP-mp-4158-synth_doped.cif,Ce0.18Cu1Nd1.82O4,0.0,V45,Ce-Cu-Nd-O|Nd1.85Ce0.15Cu1O4.014,20,8,12,minority zero (8 zero vs 12 SC)
Ce0.1Cu1Nd1.9O4-MP-mp-4158-synth_doped.cif,Ce0.1Cu1Nd1.9O4,0.0,V45,Ce-Cu-Nd-O|Nd1.85Ce0.15Cu1O4.014,20,8,12,minority zero (8 zero vs 12 SC)
Nd1.89Ce0.11Cu1O3.97-MP-mp-4158.cif,Nd1.89Ce0.11Cu1O3.97,0.0,new,Ce-Cu-Nd-O|Nd1.85Ce0.15Cu1O4.014,20,8,12,minority zero (8 zero vs 12 SC)
Nd1.88Ce0.12Cu1O3.94-MP-mp-4158.cif,Nd1.88Ce0.12Cu1O3.94,0.0,new,Ce-Cu-Nd-O|Nd1.85Ce0.15Cu1O4.014,20,8,12,minority zero (8 zero vs 12 SC)
Nd1.85Ce0.15Cu1O4.064-MP-mp-662567.cif,Nd1.85Ce0.15Cu1O4.064,0.0,new,Ce-Cu-Nd-O|Nd1.85Ce0.15Cu1O4.014,20,8,12,minority zero (8 zero vs 12 SC)
Nd1.875Ce0.125CuO4-MP-icsd-39476.cif,Nd1.875Ce0.125CuO4,0.0,new,Ce-Cu-Nd-O|Nd1.85Ce0.15Cu1O4.014,20,8,12,minority zero (8 zero vs 12 SC)
Ce0.1Cu1Pr1.9O4-MP-mp-4181-synth_doped.cif,Ce0.1Cu1Pr1.9O4,0.0,V45,Ce-Cu-O-Pr|Ce0.09Cu1Pr1.91O4,3,1,2,minority zero (1 zero vs 2 SC)
Ce0.18Cu1Pr1.82O4-MP-mp-4181-synth_doped.cif,Ce0.18Cu1Pr1.82O4,0.0,V45,Ce-Cu-O-Pr|Ce0.17Cu1Pr1.83O4,4,1,3,minority zero (1 zero vs 3 SC)
Pr1.875Ce0.125CuO4-MP-mp-4181.cif,Pr1.875Ce0.125CuO4,0.0,new,Ce-Cu-O-Pr|Pr1.85Ce0.15Cu1O3.97,6,1,5,minority zero (1 zero vs 5 SC)
Ce0.09Cu1Sm1.91O4-MP-mp-4210-synth_doped.cif,Ce0.09Cu1Sm1.91O4,0.0,V45,Ce-Cu-O-Sm|Ce0.14Cu1Sm1.86O4,14,6,8,minority zero (6 zero vs 8 SC)
Ce0.11Cu1Sm1.89O4-MP-mp-4210-synth_doped.cif,Ce0.11Cu1Sm1.89O4,0.0,V45,Ce-Cu-O-Sm|Ce0.14Cu1Sm1.86O4,14,6,8,minority zero (6 zero vs 8 SC)
Ce0.13Cu1Sm1.87O4-MP-mp-4210-synth_doped.cif,Ce0.13Cu1Sm1.87O4,0.0,V45,Ce-Cu-O-Sm|Ce0.14Cu1Sm1.86O4,14,6,8,minority zero (6 zero vs 8 SC)
Ce0.17Cu1Sm1.83O4-MP-mp-4210-synth_doped.cif,Ce0.17Cu1Sm1.83O4,0.0,V45,Ce-Cu-O-Sm|Ce0.14Cu1Sm1.86O4,14,6,8,minority zero (6 zero vs 8 SC)
Ce0.19Cu1Sm1.81O4-MP-mp-4210-synth_doped.cif,Ce0.19Cu1Sm1.81O4,0.0,V45,Ce-Cu-O-Sm|Ce0.14Cu1Sm1.86O4,14,6,8,minority zero (6 zero vs 8 SC)
Ce0.21Cu1Sm1.79O4-MP-mp-4210-synth_doped.cif,Ce0.21Cu1Sm1.79O4,0.0,V45,Ce-Cu-O-Sm|Ce0.14Cu1Sm1.86O4,14,6,8,minority zero (6 zero vs 8 SC)
La1.83Sr0.17Cu0.94Co0.06O4-MP-mp-1077929.cif,La1.83Sr0.17Cu0.94Co0.06O4,0.0,new,Co-Cu-La-O-Sr|La1.75Sr0.25Cu0.94Co0.06O4,10,1,9,minority zero (1 zero vs 9 SC)
Ru1Sr1.9La0.1Eu1Cu2O8-MP-mp-1173178.cif,Ru1Sr1.9La0.1Eu1Cu2O8,0.0,new,Cu-Eu-La-O-Ru-Sr|Ru1Sr1.98La0.02Eu1Cu2O8,3,1,2,minority zero (1 zero vs 2 SC)
La1.67Sr0.33Cu0.94Fe0.06O4-MP-mp-1218244.cif,La1.67Sr0.33Cu0.94Fe0.06O4,0.0,new,Cu-Fe-La-O-Sr|La1.71Sr0.29Cu0.94Fe0.06O4,10,1,9,minority zero (1 zero vs 9 SC)
La1.85Sr0.15Cu0.973Fe0.027O4-MP-mp-1077929.cif,La1.85Sr0.15Cu0.973Fe0.027O4,0.0,new,Cu-Fe-La-O-Sr|La1.85Sr0.15Cu0.997Fe0.003O4,6,1,5,minority zero (1 zero vs 5 SC)
Cu2Fe1Sr2Y1O7.6-MP-mvc-771-synth_doped.cif,Cu2Fe1Sr2Y1O7.6,0.0,V45,Cu-Fe-O-Sr-Y|Cu2Fe1Sr2Y1O7.51,4,1,3,minority zero (1 zero vs 3 SC)
La1.83Sr0.17Cu0.98Ga0.02O4-MP-mp-1077929.cif,La1.83Sr0.17Cu0.98Ga0.02O4,0.0,new,Cu-Ga-La-O-Sr|La1.85Sr0.15Cu0.995Ga0.005O4,6,1,5,minority zero (1 zero vs 5 SC)
Cu2Gd1Ru0.9Sr2Ti0.1O8-MP-mp-1194240-synth_doped.cif,Cu2Gd1Ru0.9Sr2Ti0.1O8,0.0,V45,Cu-Gd-O-Ru-Sr-Ti|Cu2Gd1Ru0.97Sr2Ti0.03O8,5,1,4,minority zero (1 zero vs 4 SC)
La1.675Nd0.125Sr0.2Cu1O4-MP-mp-1077929.cif,La1.675Nd0.125Sr0.2Cu1O4,0.0,new,Cu-La-Nd-O-Sr|La1.715Nd0.125Sr0.16Cu1O4,15,2,13,minority zero (2 zero vs 13 SC)
La1.695Nd0.125Sr0.18Cu1O4-MP-mp-1077929.cif,La1.695Nd0.125Sr0.18Cu1O4,0.0,new,Cu-La-Nd-O-Sr|La1.715Nd0.125Sr0.16Cu1O4,15,2,13,minority zero (2 zero vs 13 SC)
La1.78Sr0.22Cu0.92Ni0.08O4-MP-mp-1077929.cif,La1.78Sr0.22Cu0.92Ni0.08O4,21.0,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.71Sr0.29Cu0.94Ni0.06O4-MP-mp-1077929.cif,La1.71Sr0.29Cu0.94Ni0.06O4,30.4,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.73Sr0.27Cu0.94Ni0.06O4-MP-mp-1077929.cif,La1.73Sr0.27Cu0.94Ni0.06O4,34.4,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.77Sr0.23Cu0.94Ni0.06O4-MP-mp-1077929.cif,La1.77Sr0.23Cu0.94Ni0.06O4,31.5,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.79Sr0.21Cu0.94Ni0.06O4-MP-mp-1077929.cif,La1.79Sr0.21Cu0.94Ni0.06O4,28.3,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.81Sr0.19Cu0.94Ni0.06O4-MP-mp-1077929.cif,La1.81Sr0.19Cu0.94Ni0.06O4,26.4,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.75Sr0.25Cu0.94Ni0.06O4-MP-mp-1077929.cif,La1.75Sr0.25Cu0.94Ni0.06O4,36.5,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.78Sr0.22Cu0.95Ni0.05O4-MP-mp-1077929.cif,La1.78Sr0.22Cu0.95Ni0.05O4,2.05,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.8Sr0.2Cu0.95Ni0.05O4-MP-mp-1077929.cif,La1.8Sr0.2Cu0.95Ni0.05O4,10.5,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.85Sr0.15Cu0.95Ni0.05O4-MP-mp-1077929.cif,La1.85Sr0.15Cu0.95Ni0.05O4,2.1,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.8Sr0.2Cu0.96Ni0.04O4-MP-mp-1077929.cif,La1.8Sr0.2Cu0.96Ni0.04O4,4.925,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.83Sr0.17Cu0.96Ni0.04O4-MP-mp-1077929.cif,La1.83Sr0.17Cu0.96Ni0.04O4,7.233333333,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.85Sr0.15Cu0.96Ni0.04O4-MP-mp-1077929.cif,La1.85Sr0.15Cu0.96Ni0.04O4,3.2005,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.85Sr0.15Cu0.966Ni0.034O4-MP-mp-1077929.cif,La1.85Sr0.15Cu0.966Ni0.034O4,9.4,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.83Sr0.17Cu0.97Ni0.03O4-MP-mp-1077929.cif,La1.83Sr0.17Cu0.97Ni0.03O4,14.8,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.84Sr0.16Cu0.975Ni0.025O4-MP-mp-1077929.cif,La1.84Sr0.16Cu0.975Ni0.025O4,7.5,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.85Sr0.15Cu0.971Ni0.029O4-MP-mp-1077929.cif,La1.85Sr0.15Cu0.971Ni0.029O4,13.975,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.77Sr0.23Cu0.99Ni0.01O4-MP-mp-1077929.cif,La1.77Sr0.23Cu0.99Ni0.01O4,18.0,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.83Sr0.17Cu0.99Ni0.01O4-MP-mp-1077929.cif,La1.83Sr0.17Cu0.99Ni0.01O4,30.1,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.825Sr0.175Cu0.985Ni0.015O4-MP-mp-1077929.cif,La1.825Sr0.175Cu0.985Ni0.015O4,25.0,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.84Sr0.16Cu0.985Ni0.015O4-MP-mp-1077929.cif,La1.84Sr0.16Cu0.985Ni0.015O4,12.5,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.85Sr0.15Cu0.99Ni0.01O4-MP-mp-1077929.cif,La1.85Sr0.15Cu0.99Ni0.01O4,30.675,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.85Sr0.15Cu0.985Ni0.015O4-MP-mp-1077929.cif,La1.85Sr0.15Cu0.985Ni0.015O4,27.8,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.855Sr0.145Cu0.99Ni0.01O4-MP-mp-1077929.cif,La1.855Sr0.145Cu0.99Ni0.01O4,33.0,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.775Sr0.225Cu0.995Ni0.005O4-MP-mp-1077929.cif,La1.775Sr0.225Cu0.995Ni0.005O4,21.0,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.835Sr0.165Cu0.995Ni0.005O4-MP-mp-1077929.cif,La1.835Sr0.165Cu0.995Ni0.005O4,33.0,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.85Sr0.15Cu0.993Ni0.007O4-MP-mp-1077929.cif,La1.85Sr0.15Cu0.993Ni0.007O4,32.6,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.83Sr0.17Cu0.98Ni0.02O4-MP-mp-1077929.cif,La1.83Sr0.17Cu0.98Ni0.02O4,22.45,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.85Sr0.15Cu0.982Ni0.018O4-MP-mp-1077929.cif,La1.85Sr0.15Cu0.982Ni0.018O4,22.5,new,Cu-La-Ni-O-Sr|La1.75Sr0.25Cu0.94Ni0.06O4,58,29,29,minority sc (29 zero vs 29 SC)
La1.9Sr0.1Cu0.975Ni0.025O4-MP-mp-1077929.cif,La1.9Sr0.1Cu0.975Ni0.025O4,3.65,new,Cu-La-Ni-O-Sr|La1.9Sr0.1Cu0.99Ni0.01O4,8,5,3,minority sc (5 zero vs 3 SC)
La1.9Sr0.1Cu0.99Ni0.01O4-MP-mp-1077929.cif,La1.9Sr0.1Cu0.99Ni0.01O4,12.3,new,Cu-La-Ni-O-Sr|La1.9Sr0.1Cu0.99Ni0.01O4,8,5,3,minority sc (5 zero vs 3 SC)
La1.92Sr0.08Cu0.99Ni0.01O4-MP-mp-1077929.cif,La1.92Sr0.08Cu0.99Ni0.01O4,0.001,new,Cu-La-Ni-O-Sr|La1.9Sr0.1Cu0.99Ni0.01O4,8,5,3,minority sc (5 zero vs 3 SC)
La1.77Sr0.23Cu0.96Ru0.04O4-MP-mp-1077929.cif,La1.77Sr0.23Cu0.96Ru0.04O4,0.0,new,Cu-La-O-Ru-Sr|La1.83Sr0.17Cu0.99Ru0.01O4,17,1,16,minority zero (1 zero vs 16 SC)
La1.85Sr0.15Cu0.94Ti0.06O4-MP-mp-1077929.cif,La1.85Sr0.15Cu0.94Ti0.06O4,0.0,new,Cu-La-O-Sr-Ti|La1.85Sr0.15Cu0.98Ti0.02O4,3,1,2,minority zero (1 zero vs 2 SC)
La1.84Sr0.16Cu0.95Zn0.05O4-MP-mp-1077929.cif,La1.84Sr0.16Cu0.95Zn0.05O4,0.0,new,Cu-La-O-Sr-Zn|La1.85Sr0.15Cu0.9975Zn0.0025O4,61,16,45,minority zero (16 zero vs 45 SC)
La1.85Sr0.15Cu0.95Zn0.05O4-MP-mp-1077929.cif,La1.85Sr0.15Cu0.95Zn0.05O4,0.0,new,Cu-La-O-Sr-Zn|La1.85Sr0.15Cu0.9975Zn0.0025O4,61,16,45,minority zero (16 zero vs 45 SC)
La1.78Sr0.22Cu0.96Zn0.04O4-MP-mp-532700.cif,La1.78Sr0.22Cu0.96Zn0.04O4,0.0,new,Cu-La-O-Sr-Zn|La1.85Sr0.15Cu0.9975Zn0.0025O4,61,16,45,minority zero (16 zero vs 45 SC)
La1.84Sr0.16Cu0.96Zn0.04O4-MP-mp-1077929.cif,La1.84Sr0.16Cu0.96Zn0.04O4,0.0,new,Cu-La-O-Sr-Zn|La1.85Sr0.15Cu0.9975Zn0.0025O4,61,16,45,minority zero (16 zero vs 45 SC)
La1.85Sr0.15Cu0.96Zn0.04O4-MP-mp-1077929.cif,La1.85Sr0.15Cu0.96Zn0.04O4,0.0,new,Cu-La-O-Sr-Zn|La1.85Sr0.15Cu0.9975Zn0.0025O4,61,16,45,minority zero (16 zero vs 45 SC)
La1.85Sr0.15Cu0.963Zn0.037O4-MP-mp-1077929.cif,La1.85Sr0.15Cu0.963Zn0.037O4,0.0,new,Cu-La-O-Sr-Zn|La1.85Sr0.15Cu0.9975Zn0.0025O4,61,16,45,minority zero (16 zero vs 45 SC)
La1.86Sr0.14Cu0.99Zn0.01O4-MP-mp-1077929.cif,La1.86Sr0.14Cu0.99Zn0.01O4,0.0,new,Cu-La-O-Sr-Zn|La1.85Sr0.15Cu0.9975Zn0.0025O4,61,16,45,minority zero (16 zero vs 45 SC)
