id,tc_38,std_38,tc_49,std_49,tc_51,std_51,tc_mean,tc_min,tc_max,formula,e_above_hull,band_gap,is_metal,theoretical,nsites,spacegroup,crystal_system,is_magnetic,magnetization,density,known_parent,chem,supercon_tc_exact,supercon_tc_family,supercon
mp-1228341,165.679,66.924,55.478,27.861,83.247,15.609,101.468,55.478,165.679,Ba4GdY(Cu3O7)2,0.03107767987980825,0.0,True,True,26.0,Pmmm,Orthorhombic,True,6.921762,6.4665116994454435,False,cuprate-like,,,none
mp-6616,85.554,5.33,76.12,7.14,59.277,7.488,73.65033333333334,59.277,85.554,Ba2HoCu3O7,0.03185183445513573,0.0,True,False,13.0,Pmmm,Orthorhombic,False,0.000595,6.951037797112263,True,cuprate-like,92.475,92.9,exact
mp-622110,78.661,15.097,79.275,2.539,59.754,7.908,72.56333333333333,59.754,79.275,Ba2ErCu3O7,0.0334336014102643,0.0,True,False,13.0,Pmmm,Orthorhombic,False,0.0002229,6.953388218922399,True,cuprate-like,92.03333333,93.0,exact
mp-6583,82.437,21.986,71.283,6.04,60.248,6.47,71.32266666666666,60.248,82.437,Ba2Er(CuO2)4,0.0,0.0,True,False,15.0,Cmmm,Orthorhombic,False,0.0486496,6.611623594933274,True,cuprate-like,,93.0,family
mp-1227782,95.33,33.067,53.628,25.223,64.324,9.714,71.094,53.628,95.33,BaSrEuCu3O7,0.07727402403846018,0.0,True,True,13.0,Pmm2,Orthorhombic,True,5.9591055,6.426470239851476,False,cuprate-like,,84.0,family
mp-20324,69.061,10.598,75.306,4.093,60.655,11.24,68.34066666666668,60.655,75.306,Ba2LuCu3O7,0.04030031350961849,0.0,True,False,13.0,Pmmm,Orthorhombic,False,0.0008559,7.109359728618785,True,cuprate-like,88.24,88.24,exact
mp-6205,77.482,10.084,67.097,7.506,59.885,6.147,68.15466666666667,59.885,77.482,Ba2Ho(CuO2)4,0.0,0.0,True,False,15.0,Cmmm,Orthorhombic,False,0.0019325,6.575196070317174,True,cuprate-like,76.2,92.9,exact
mp-622211,66.617,16.151,68.696,3.046,62.009,20.264,65.774,62.009,68.696,Ba2EuCu3O7,0.06960399634615744,0.0,True,False,13.0,Pmmm,Orthorhombic,True,6.0235113,6.754290340777778,True,cuprate-like,,94.9,family
mp-1228347,91.083,30.551,49.879,5.33,47.797,7.002,62.919666666666664,47.797,91.083,Ba6Nd2Y(CuO2)12,0.007057754222221213,0.0,True,True,45.0,P2/m,Monoclinic,False,0.0005265,6.130060718037713,False,cuprate-like,,0.0,family
mp-20674,66.316,9.961,59.787,8.772,60.622,9.47,62.241666666666674,59.787,66.316,Ba2YCu3O7,0.03137591266026263,0.0,True,False,13.0,Pmmm,Orthorhombic,False,0.0001806,6.1982851947478474,True,cuprate-like,,100.1,family
mp-1227765,69.746,7.053,53.388,17.605,55.903,12.368,59.678999999999995,53.388,69.746,BaSrErCu3O7,0.03688484057692509,0.0,True,True,13.0,Pmm2,Orthorhombic,False,0.0002399,6.709776354983416,False,cuprate-like,,78.0,family
mp-22601,64.161,9.482,56.485,5.028,57.848,5.589,59.498,56.485,64.161,Ba2Ca2Cu3HgO8,0.01764729989582925,0.0,True,False,16.0,P4/mmm,Tetragonal,False,0.0379919,5.894777210953216,True,cuprate-like,,135.8,family
mp-19813,78.243,20.565,48.761,24.173,50.86,19.184,59.28799999999999,48.761,78.243,Ba2GdCu3O7,0.028265016923083586,0.0,True,False,13.0,Pmmm,Orthorhombic,True,6.9263247,6.78148940920939,True,cuprate-like,,94.2,family
mp-622105,61.446,4.597,52.801,8.237,57.938,7.306,57.395,52.801,61.446,Ba2DyCu3O7,0.030416161153853594,0.0,True,False,13.0,Pmmm,Orthorhombic,False,0.0108911,6.8822023188879005,False,cuprate-like,,94.0,family
mp-6790,60.707,7.79,51.806,8.251,59.236,6.855,57.24966666666666,51.806,60.707,Ba2Y(CuO2)4,0.0,0.0,True,False,15.0,Cmmm,Orthorhombic,False,0.0004643,5.936250576630431,True,cuprate-like,,100.1,family
mp-622210,48.824,7.67,60.236,13.158,49.959,12.39,53.00633333333334,48.824,60.236,Ba2LaCu3O7,0.02084320237179149,0.0,True,False,13.0,Pmmm,Orthorhombic,False,6.1e-06,6.420495656449533,True,cuprate-like,89.6,93.0,exact
mp-20824,50.213,7.001,46.363,9.18,53.145,23.704,49.907000000000004,46.363,53.145,Sr2CaTlCu2O7,0.016897883365389887,0.0,True,False,13.0,P4/mmm,Tetragonal,False,0.0332603,6.222853047535142,True,cuprate-like,,86.0,family
mp-632802,42.411,8.611,55.723,9.137,48.967,10.474,49.03366666666667,42.411,55.723,Ba2CaTlCu2O7,0.04441317975426706,0.0,True,True,13.0,P4/mmm,Tetragonal,False,0.0282595,6.541687873191552,True,cuprate-like,80.8,124.0,exact
mp-6691,47.582,22.198,38.102,11.611,52.396,4.835,46.026666666666664,38.102,52.396,Ba2Dy(CuO2)4,0.0,0.0,True,False,15.0,Cmmm,Orthorhombic,False,0.0002446,6.53673645352818,True,cuprate-like,74.46666667,94.0,exact
mp-1218536,45.533,8.231,37.155,4.082,55.221,8.129,45.96966666666666,37.155,55.221,Sr4CaLaTl2(Cu2O7)2,0.01078144028845962,0.0,True,True,26.0,I4/mmm,Tetragonal,False,0.0002262,6.487106010691743,False,cuprate-like,,90.0,family
mp-622108,60.439,21.445,21.806,18.639,43.99,6.239,42.07833333333334,21.806,60.439,Ba2TmCu3O7,0.03600769173077545,0.0,True,False,13.0,Pmmm,Orthorhombic,False,1.21e-05,7.0353256702275155,True,cuprate-like,90.83333333,92.5,exact
mp-510625,22.215,74.216,46.378,27.251,54.068,14.19,40.887,22.215,54.068,CrCuO2,0.0,1.5566,False,False,8.0,R-3m,Trigonal,False,0.0,5.600365267501025,True,cuprate-like,132.0,132.0,exact
mp-505562,22.239,74.289,46.311,27.199,53.971,14.191,40.84033333333333,22.239,53.971,CrCuO2,0.0005819424999851108,1.8593000000000002,False,False,8.0,P6_3/mmc,Hexagonal,False,5.9999995,5.601225586515344,False,cuprate-like,132.0,132.0,exact
mp-561182,36.952,7.866,46.741,13.959,35.619,7.497,39.77066666666666,35.619,46.741,Ba4Tl2Cu2HgO10,0.012531148059202302,0.0,True,False,19.0,I4/mmm,Tetragonal,False,4.25e-05,7.1762612812135735,False,cuprate-like,,87.5,family
mp-1147544,37.055,7.724,48.723,41.416,32.329,18.621,39.369,32.329,48.723,Ba2TlCu3O7,0.0668505374358972,0.0,True,True,13.0,Pmmm,Orthorhombic,False,0.0129184,7.175343513646755,False,cuprate-like,,95.0,family
mp-6879,34.297,10.609,42.625,7.435,40.243,11.534,39.055,34.297,42.625,Ba2CaCu2HgO6,0.017586767638889,0.0,True,False,12.0,P4/mmm,Tetragonal,False,0.0305618,6.158075347440864,True,cuprate-like,,135.8,family
mp-6562,32.752,5.537,49.285,2.201,33.223,1.487,38.42,32.752,49.285,Ba2CuHgO4,0.023434038125,0.0,True,False,8.0,P4/mmm,Tetragonal,False,0.0003984,6.582036480524145,True,cuprate-like,,98.0,family
mp-22719,44.726,3.581,34.21,5.639,33.805,6.184,37.580333333333336,33.805,44.726,Ba2NdCu3O7,0.018014905320515417,0.0,True,False,13.0,Pmmm,Orthorhombic,False,0.0444215,6.532421117157853,True,cuprate-like,,95.3,family
mp-654374,35.165,10.325,39.687,10.651,36.027,4.578,36.95966666666667,35.165,39.687,Ba2YTlCu2O7,0.0,0.0,True,False,13.0,P4/mmm,Tetragonal,False,0.2426102,6.955225977571638,True,cuprate-like,0.0,0.0,exact
mp-20942,36.609,13.823,49.299,18.709,23.111,8.92,36.339666666666666,23.111,49.299,Ba2TlCuO5,0.06578380888888535,0.0,True,False,9.0,P4/mmm,Tetragonal,False,0.1466806,7.190638072563586,True,cuprate-like,95.0,95.0,exact
mp-1214738,55.867,22.46,33.499,18.43,19.163,1.027,36.17633333333333,19.163,55.867,Ba2EuCu2HgO7,0.14803318942309218,0.0,True,True,13.0,P4/mmm,Tetragonal,True,5.3500434,7.402116238493791,False,cuprate-like,,,none
mp-556733,31.112,4.391,33.895,2.886,37.25,1.306,34.08566666666667,31.112,37.25,Ba2Ca3Tl2(CuO3)4,0.0074423933333358505,0.0,True,False,23.0,I4/mmm,Tetragonal,False,0.0001168,6.370942551961824,False,cuprate-like,,124.0,family
mp-1227433,33.021,6.75,37.264,13.827,31.017,3.085,33.76733333333333,31.017,37.264,BaSrY(CuO2)4,0.0016457893333274853,0.0,True,True,15.0,Amm2,Orthorhombic,False,0.0003177,5.672539153013061,False,cuprate-like,,92.0,family
mp-6885,32.374,3.749,32.524,3.598,36.354,3.895,33.75066666666667,32.374,36.354,Ba2CaTl2(CuO4)2,0.005910402314822427,0.0,True,False,15.0,I4/mmm,Tetragonal,False,0.0018692,7.06827161468878,True,cuprate-like,,124.0,family
mp-21451,42.64,3.737,32.235,9.291,25.185,4.763,33.35333333333333,25.185,42.64,Ba2SmCu3O7,0.024943947852570147,0.0,True,False,13.0,Pmmm,Orthorhombic,False,0.0079753,6.6734873686522,True,cuprate-like,,94.0,family
mp-6710,50.913,20.518,15.711,3.916,29.988,1.958,32.204,15.711,50.913,Ba2Tm(CuO2)4,0.0,0.0,True,False,15.0,Cmmm,Orthorhombic,True,0.6321529,6.848694026546832,True,cuprate-like,79.42,92.5,exact
mp-1227474,49.589,10.341,17.496,2.163,27.616,7.894,31.566999999999997,17.496,49.589,BaSrSmCu3O7,0.03243922149039147,0.0,True,True,13.0,Pmm2,Orthorhombic,False,0.0001704,6.442567674536902,False,cuprate-like,,80.0,family
mp-1214583,44.048,15.956,25.941,17.342,21.603,5.157,30.530666666666672,21.603,44.048,Ba2YCu2HgO7,0.10872860137820428,0.0,True,True,13.0,P4/mmm,Tetragonal,True,0.4458811,6.824211243332254,False,cuprate-like,,,none
mp-1229200,39.125,14.483,31.458,9.819,20.412,8.245,30.331666666666667,20.412,39.125,Ba10Cu5Hg5O21,0.042857528780495535,0.0,True,True,41.0,P-1,Triclinic,False,0.3038155,6.868897621465451,False,cuprate-like,,98.0,family
mp-1227498,47.216,11.899,13.34,3.918,29.002,18.3,29.852666666666664,13.34,47.216,BaSrNdCu3O7,0.02995673253204867,0.0,True,True,13.0,Pmm2,Orthorhombic,False,0.0010372,6.344051956492151,False,cuprate-like,,91.1,family
mp-1214867,51.944,21.622,23.002,9.427,13.564,6.106,29.50333333333333,13.564,51.944,Ba2GdCu2HgO7,0.10636469999999854,0.0,True,True,13.0,P4/mmm,Tetragonal,True,6.7673,7.3545369914150855,False,cuprate-like,,,none
mp-1214767,35.506,11.045,22.375,2.459,28.912,14.185,28.931,22.375,35.506,Ba2GdCu2(HgO4)2,0.09701264533333465,0.0,True,True,15.0,I4/mmm,Tetragonal,True,7.0820042,8.02299980973399,False,cuprate-like,,,none
mp-763,25.94,4.584,28.34,5.536,25.095,1.081,26.458333333333332,25.095,28.34,MgB2,0.0,0.0,True,False,3.0,P6/mmm,Hexagonal,False,1e-07,2.666306005865761,True,other,,38.4,family
mp-1228333,38.243,9.357,25.612,7.073,15.333,6.134,26.396,15.333,38.243,Ba6Cu3Hg3O13,0.06960634285000111,0.0,True,True,25.0,C2/m,Monoclinic,True,0.9431484,6.754793404367651,False,cuprate-like,,98.0,family
mp-1042162,25.871,2.459,23.744,5.58,28.491,17.722,26.03533333333333,23.744,28.491,BaYCu2O5,0.06011611865739663,0.0,True,True,9.0,P4/mmm,Tetragonal,False,0.2453977,6.2765926548423625,False,cuprate-like,,100.1,family
mp-9117,19.498,5.833,28.898,5.74,28.6,0.716,25.665333333333336,19.498,28.898,Sr2YTlCu2O7,0.014216457067309562,0.0,True,False,13.0,P4/mmm,Tetragonal,False,0.0010255,6.587976095101903,False,cuprate-like,0.0,45.0,exact
mp-20897,33.883,7.483,23.546,9.962,18.215,5.473,25.21466666666667,18.215,33.883,Ba4Y2Cu6O13,0.02237455036999858,0.0,True,False,25.0,Pmmm,Orthorhombic,False,0.0060136,6.0495939256107665,True,cuprate-like,,100.1,family
mp-1214696,36.911,14.083,17.471,9.639,17.32,2.636,23.900666666666666,17.32,36.911,Ba2DyCu2HgO7,0.10752334467948721,0.0,True,True,13.0,P4/mmm,Tetragonal,True,0.4684299,7.53194378175182,False,cuprate-like,,,none
mp-1046272,23.334,8.13,29.956,22.561,18.151,9.741,23.813666666666666,18.151,29.956,Sr2Cu2BiO7,0.15112117942708458,0.0,True,True,24.0,Ima2,Orthorhombic,True,2.025838,5.665106492178557,False,cuprate-like,,91.5,family
mp-1046382,27.257,6.531,16.942,12.369,27.079,3.176,23.75933333333333,16.942,27.257,Sr2AlCu3O7,0.10265219461538688,0.0,True,True,26.0,Cc,Monoclinic,True,0.0032817,5.124072022274984,False,cuprate-like,,,none
mp-550722,28.975,7.566,19.599,2.269,21.897,2.509,23.490333333333336,19.599,28.975,Ba2Tl2CuO6,0.009883379873742548,0.0,True,False,11.0,I4/mmm,Tetragonal,False,9.01e-05,7.650187726957023,False,cuprate-like,,95.0,family
mp-6027,27.403,7.142,20.482,1.788,21.526,3.314,23.137,20.482,27.403,Ba2Tl2CuO6,0.00592155760101587,0.0,True,False,22.0,Cmce,Orthorhombic,False,5.8e-05,7.606665326255938,True,cuprate-like,,95.0,family
mp-1068789,25.673,1.952,21.03,0.887,20.417,1.144,22.373333333333335,20.417,25.673,K(FeTe)2,0.10336403250000181,0.0,True,True,5.0,I4/mmm,Tetragonal,True,5.7426885,5.4728220248174475,False,Fe-pnictide/chalcogenide,,,none
mp-1397195,36.638,8.341,16.579,4.591,13.838,5.498,22.351666666666663,13.838,36.638,Ba2Cu2HgO6,0.18899523311448085,0.0,True,True,11.0,P4/mmm,Tetragonal,False,0.0176179,6.116264997055292,False,cuprate-like,,98.0,family
mp-1228463,20.826,1.158,23.384,4.068,19.227,3.509,21.145666666666667,19.227,23.384,Ba3Sr5Tl5Cu3O19,0.015735228914291355,0.0,True,True,35.0,Pm,Monoclinic,False,0.0066343,7.194004291660349,False,cuprate-like,,,none
mp-1214587,35.256,15.266,16.432,7.572,10.335,3.993,20.674333333333333,10.335,35.256,Ba2NdCu2HgO7,0.09930353176281859,0.0,True,True,13.0,P4/mmm,Tetragonal,True,0.2255667,7.209715398497993,False,cuprate-like,,77.0,family
mp-1214663,34.953,11.637,14.839,11.174,11.955,4.331,20.582333333333334,11.955,34.953,Ba2LaCu2HgO7,0.10342893942308251,0.0,True,True,13.0,P4/mmm,Tetragonal,False,0.1484884,7.075191074081182,False,cuprate-like,,,none
mp-1209074,26.27,0.674,24.488,32.729,9.303,7.222,20.02033333333333,9.303,26.27,Sr2GdCu2HgO7,0.08093601948717932,0.0,True,True,13.0,P4/mmm,Tetragonal,True,6.9331787,7.132912325799764,False,cuprate-like,,,none
mp-19378,11.398,16.896,27.619,24.043,19.145,4.602,19.38733333333333,11.398,27.619,CrAgO2,0.0,1.6935000000000002,False,False,4.0,R-3m,Trigonal,False,3.0000001,6.639276478797563,False,other,,,none
mp-22618,16.034,10.955,17.046,7.173,22.072,1.711,18.384,16.034,22.072,Y(CuO2)2,0.0,0.0,True,True,14.0,I4_1/a,Tetragonal,False,2.0000975,6.124373601080438,False,cuprate-like,,0.0,family
mp-3021,25.677,1.749,16.497,7.938,12.772,3.145,18.31533333333333,12.772,25.677,Tl(FeSe)2,0.03169968269999934,0.0,True,False,5.0,I4/mmm,Tetragonal,True,5.7535461,7.461408057000437,True,Fe-pnictide/chalcogenide,,22.4,family
mp-1386589,23.768,6.993,18.004,4.63,11.442,1.001,17.738000000000003,11.442,23.768,BaTlCuO4,0.1530334416071364,0.0,True,True,14.0,I4/mmm,Tetragonal,False,0.0228707,7.061489966808277,False,cuprate-like,,95.0,family
mp-1413617,36.927,9.502,9.759,1.521,5.949,1.096,17.544999999999998,5.949,36.927,NaBrO3,0.6091715844999999,0.0,True,True,20.0,P2_12_12_1,Orthorhombic,False,0.0271274,2.32293913239525,False,other,,,none
mp-1147677,9.903,1.986,17.914,7.138,24.813,18.468,17.543333333333333,9.903,24.813,Ca(Cu3O4)2,0.030674522333333343,0.0,True,True,15.0,Fm-3m,Cubic,False,0.3094545,4.5690207323940575,False,cuprate-like,,8.0,family
mp-559339,18.242,2.529,16.997,4.168,17.362,6.75,17.533666666666665,16.997,18.242,Sr8Tl3Cr(CuO5)4,0.0628266900694383,0.0,True,False,36.0,Cmmm,Orthorhombic,True,1.0476415,6.344913846731995,True,cuprate-like,25.0,48.0,exact
mp-29917,16.038,6.18,23.54,14.896,12.822,3.594,17.46666666666667,12.822,23.54,Ca5(CuO2)6,0.022353596702893164,0.0,True,False,46.0,P2/c,Monoclinic,True,8.0042463,4.412874650646755,False,cuprate-like,,8.0,family
mp-655586,36.216,23.099,12.966,3.109,2.932,1.009,17.371333333333336,2.932,36.216,NaClO3,0.5105025552499995,0.5132000000000001,False,True,20.0,P1,Triclinic,True,11.9999991,1.8192951701712325,False,other,,,none
mp-1194240,17.326,5.179,19.551,7.852,14.389,3.969,17.088666666666665,14.389,19.551,Sr2GdCu2RuO8,0.021344923928549697,0.0,True,False,28.0,P4/mbm,Tetragonal,True,8.4739343,6.50456190805915,True,cuprate-like,16.45,37.75,exact
mp-6789,24.864,8.955,12.085,11.274,12.872,3.623,16.607,12.085,24.864,Ba2Y(CuO2)4,0.28535832266666716,0.0,True,True,15.0,Cmmm,Orthorhombic,False,0.0014208,5.714568413771438,False,cuprate-like,,100.1,family
mp-1220754,14.257,1.332,16.646,2.916,18.586,3.288,16.496333333333332,14.257,18.586,NaHf4(NCl)4,0.10853479653845888,0.0,True,True,13.0,P2/m,Monoclinic,False,0.007948,6.7294896699074505,False,other,,22.9,family
mp-1219594,17.798,2.187,21.984,9.895,9.684,2.324,16.488666666666663,9.684,21.984,RbTl(FeSe)8,0.022053548527775746,0.0,True,True,18.0,I-4m2,Tetragonal,True,22.0000486,5.445854052835205,False,Fe-pnictide/chalcogenide,,32.5,family
mp-1214673,19.992,4.68,13.7,2.934,15.773,6.784,16.488333333333333,13.7,19.992,Ba2La2TlCu2O9,0.03075897120659299,0.0,True,True,16.0,I4/mmm,Tetragonal,False,0.0028488,7.167615485482594,False,cuprate-like,,34.0,family
mp-559633,18.996,3.227,18.22,5.716,12.013,0.995,16.409666666666663,12.013,18.996,Cu6PbO8,0.0,0.0,True,True,15.0,Fm-3m,Cubic,False,9.64e-05,6.048084807939839,False,cuprate-like,,,none
mp-975106,25.191,10.626,10.552,2.772,13.385,1.575,16.375999999999998,10.552,25.191,Rb2Bi2O5,0.0033229466666657714,0.0,True,True,9.0,P4/mmm,Tetragonal,False,0.0,6.703754661004045,False,other,,11.0,family
mp-504978,0.559,0.353,4.762,10.816,43.731,92.034,16.350666666666665,0.559,43.731,Na2CrCuF7,0.007776451136368934,0.00839999999999999,False,False,44.0,Pnma,Orthorhombic,True,15.9990134,3.387671425825775,False,other,,,none
mp-796,21.034,2.949,12.429,2.9,15.417,5.951,16.293333333333333,12.429,21.034,Nb3Al,0.0409174080000021,0.0,True,False,8.0,Pm-3n,Cubic,False,2.7e-06,7.190044741935381,True,other,17.5,18.4,exact
mp-630949,28.617,36.981,14.504,4.707,5.737,2.324,16.286,5.737,28.617,NaClO3,0.572840350249999,0.0,True,False,20.0,P2_1/c,Monoclinic,True,8.0004817,1.9715663557072374,False,other,,,none
mp-1184760,13.346,6.522,15.825,3.67,19.259,4.007,16.143333333333334,13.346,19.259,K2Bi2O5,0.06394042805555333,0.0,True,True,9.0,P4/mmm,Tetragonal,False,2e-05,5.805555120611792,False,other,,9.6,family
mp-756009,6.059,3.378,21.502,9.787,20.331,22.545,15.963999999999999,6.059,21.502,NaCu3O4,0.03569180937499983,0.0,True,True,16.0,Pm-3n,Cubic,False,0.0251824,5.598814556466847,False,cuprate-like,,,none
mp-557031,10.298,2.577,10.752,3.183,26.78,12.069,15.943333333333333,10.298,26.78,S,0.033698483437500926,2.0442,False,False,32.0,C2/c,Monoclinic,False,0.0,1.9948892690195832,False,other,13.0,13.0,exact
mp-1220742,22.315,8.276,13.401,0.936,11.871,3.259,15.862333333333334,11.871,22.315,Nb12Al3Ga,0.04778538909375385,0.0,True,True,16.0,Pmmm,Orthorhombic,False,0.0036224,7.4654382488512026,False,other,,20.7,family
mp-1208803,14.012,3.531,17.352,11.421,15.853,7.862,15.738999999999999,14.012,17.352,Sr2LaCu2HgO6,0.10426924833333473,0.0,True,True,12.0,P4/mmm,Tetragonal,False,0.2022803,6.281250468079536,False,cuprate-like,,,none
mp-558014,10.804,2.801,11.736,3.474,24.635,11.427,15.725,10.804,24.635,S,0.010299026770834274,2.4779,False,False,24.0,Pnnm,Orthorhombic,False,0.0,1.922198681700863,False,other,13.0,13.0,exact
mp-1103973,4.343,4.447,2.39,1.085,40.353,24.874,15.695333333333332,2.39,40.353,Cr2CuO4,0.023419502857134233,0.0,True,False,14.0,I4_1/amd,Tetragonal,True,10.0008031,5.108807559132345,False,cuprate-like,,132.0,family
mp-12957,14.462,7.275,13.259,11.753,18.932,11.229,15.551,13.259,18.932,O2,0.0,1.3316,False,False,8.0,C2/m,Monoclinic,False,8.6e-06,1.974484493998944,True,other,0.65,0.65,exact
mp-766404,34.511,37.241,10.014,16.241,1.731,1.18,15.418666666666669,1.731,34.511,Ba8Cu8O19,0.03765309800000338,0.0,True,True,35.0,P1,Triclinic,True,0.3480524,5.91750554236335,False,cuprate-like,,92.0,family
mp-9416,12.693,3.232,17.7,5.584,15.366,3.291,15.253,12.693,17.7,La(CuO2)2,0.0,0.0,True,True,14.0,I4_1/a,Tetragonal,False,1.9958998,6.527104362155231,False,cuprate-like,,45.2,family
mp-754841,20.231,18.188,9.108,3.656,16.409,7.041,15.249333333333334,9.108,20.231,Sc(CuO2)2,0.11245023607142546,0.0,True,True,14.0,I4_1/amd,Tetragonal,True,2.0014354,4.491020119619656,False,cuprate-like,,,none
mp-1180036,14.696,6.85,13.041,13.026,17.967,12.917,15.234666666666667,13.041,17.967,O2,0.029974092499999827,0.46429999999999993,False,True,4.0,P2/c,Monoclinic,False,0.0,2.2022202612215103,False,other,0.65,0.65,exact
mp-561367,27.254,16.412,11.768,10.345,6.376,6.25,15.132666666666667,6.376,27.254,F2,0.012438315000000033,2.456,False,True,4.0,C2/m,Monoclinic,False,0.0,2.3325347131830325,False,other,,,none
mp-1223333,15.729,3.445,16.422,2.194,12.67,1.866,14.940333333333333,12.67,16.422,KSr2(BiO3)3,0.0560868251666653,0.0,True,True,15.0,P-3m1,Trigonal,False,9.41e-05,6.665127421345348,False,other,,11.42166667,family
mp-561203,26.678,17.838,11.141,9.11,6.719,6.027,14.846000000000002,6.719,26.678,F2,0.0030982875000000742,2.8984,False,False,4.0,C2/c,Monoclinic,False,0.0,2.361700199984917,False,other,,,none
mp-779328,8.648,1.579,11.12,10.644,24.695,17.438,14.821,8.648,24.695,NaCu2O3,0.10822152500000115,0.0,True,True,12.0,C2/m,Monoclinic,True,1.9971997,5.361459415055641,False,cuprate-like,,,none
mp-1227606,13.331,7.097,14.967,3.478,15.792,4.629,14.696666666666667,13.331,15.792,BaSrYTlCu2O7,0.01427621045673888,0.0,True,True,13.0,Pm,Monoclinic,False,0.0002109,6.752825064603504,False,cuprate-like,,,none
mp-1179643,12.72,4.693,13.326,3.849,17.976,8.838,14.674,12.72,17.976,S,0.34840703437500053,0.0,True,True,4.0,P2_1/c,Monoclinic,False,1e-07,1.8274134892596572,False,other,13.0,13.0,exact
mp-1201837,15.645,11.29,7.664,4.277,20.224,4.52,14.511000000000001,7.664,20.224,Mo3Cl4O9,1.1462643223072924,0.0,True,False,32.0,R-3m,Trigonal,True,17.7198756,2.8679823179058235,False,other,,,none
mp-754631,14.891,8.23,12.711,5.578,15.721,14.234,14.441,12.711,15.721,NaCu2O3,0.08227667083333401,0.0,True,True,6.0,Cmmm,Orthorhombic,False,0.000218,4.378110003404285,False,cuprate-like,,,none
mp-12091,17.874,2.44,18.463,11.845,6.78,1.581,14.372333333333335,6.78,18.463,Tl(FeS)2,0.10672487472222336,0.0,True,False,5.0,I4/mmm,Tetragonal,True,5.6228556,6.609978633211915,False,Fe-pnictide/chalcogenide,,,none
mp-1228257,10.248,5.248,27.453,6.352,5.096,1.878,14.265666666666666,5.096,27.453,Ba2YCu3PbO7,0.0,0.0,True,True,14.0,Cm,Monoclinic,False,0.0018884,6.688906388282269,False,cuprate-like,,,none
mp-1218868,16.227,3.898,15.937,6.251,10.585,3.04,14.249666666666668,10.585,16.227,Sr2GdCu2RuO8,0.04935078571426388,0.0,True,True,14.0,Amm2,Orthorhombic,True,4.4242076,6.518546622559765,False,cuprate-like,16.45,37.75,exact
mp-1223659,8.813,0.637,25.047,9.216,8.215,1.587,14.025,8.215,25.047,KBa(Fe2Se3)2,0.047918872361111475,0.0,True,True,24.0,Pmc2_1,Orthorhombic,True,26.0156797,4.730520367743001,False,Fe-pnictide/chalcogenide,,,none
mp-1189828,6.015,7.757,17.697,2.783,18.034,1.6,13.915333333333331,6.015,18.034,YCu6ClO8,0.0,0.0,True,False,16.0,Fm-3m,Cubic,True,1.8964719,5.244887889066111,False,cuprate-like,,,none
mp-619126,5.485,1.127,26.305,0.794,9.952,9.729,13.914,5.485,26.305,Ba2TlCuHgO5,0.07385038821875067,0.0,True,False,10.0,I4mm,Tetragonal,False,0.3296489,7.431786862813467,False,cuprate-like,,87.5,family
mp-1046197,13.953,5.333,24.061,14.439,3.291,1.672,13.76833333333333,3.291,24.061,Sr2Cu2TeO7,0.307541144062494,0.0,True,True,24.0,Ima2,Orthorhombic,False,0.3784056,4.957062449436539,False,cuprate-like,,,none
mp-1042552,4.313,0.71,10.235,7.426,26.253,10.504,13.600333333333333,4.313,26.253,Ca2Bi3O8,0.08126411432692393,0.0,True,True,26.0,P6_3mc,Hexagonal,False,1.9991322,6.306782562690471,False,other,,,none
mp-1220753,11.703,0.28,15.631,2.074,13.278,1.406,13.537333333333335,11.703,15.631,NaHf6(NCl)6,0.061552859736842436,0.0,True,True,19.0,C2/m,Monoclinic,False,0.0001732,6.822821563531349,False,other,,22.9,family
mp-1023127,13.583,4.185,18.896,9.489,8.004,9.184,13.494333333333332,8.004,18.896,Ba4Cu3PbO9,0.03673573576593192,0.0,True,True,34.0,Pm-3n,Cubic,False,0.0042442,6.589547512915897,False,cuprate-like,,,none
mp-1048073,9.395,4.692,25.056,10.608,5.96,2.213,13.470333333333334,5.96,25.056,Ba2AlCu3O7,0.2779266087500014,0.0,True,True,13.0,Pmmm,Orthorhombic,False,0.0002798,5.959778442925486,False,cuprate-like,,,none
mp-1181836,26.158,16.82,8.955,3.343,5.157,3.005,13.423333333333332,5.157,26.158,Ca(ClO2)2,0.5869682384523793,0.0,True,True,14.0,P-1,Triclinic,True,3.9998079,2.3009285938265194,False,other,,,none
mp-23085,18.021,9.422,12.434,2.838,9.671,2.615,13.375333333333332,9.671,18.021,Ba2Cu3(ClO2)2,0.09853442499999865,0.0,True,False,11.0,I4/mmm,Tetragonal,True,0.0861979,4.474477447981303,False,cuprate-like,,0.0,family
mp-1226224,6.165,3.718,9.453,21.528,24.475,7.207,13.364333333333335,6.165,24.475,Cr4CdCuO8,0.03166107892856296,0.0,True,True,14.0,F-43m,Cubic,True,11.0150694,5.286545279314328,False,cuprate-like,,,none
mp-1147757,11.68,5.127,12.413,3.401,15.874,8.858,13.322333333333333,11.68,15.874,CuPb2(OF)2,0.11666972571428413,0.0,True,True,7.0,I4/mmm,Tetragonal,False,0.01082,8.26808682623804,False,cuprate-like,,,none
mp-1228366,13.76,9.92,16.592,8.32,9.569,3.684,13.307,9.569,16.592,Ba2Tl2Cu2HgO8,0.06065771744444248,0.0,True,True,15.0,I4mm,Tetragonal,False,0.0002479,8.337921117006932,False,cuprate-like,,87.5,family
