id,tc_38,std_38,tc_49,std_49,tc_51,std_51,tc_mean,tc_min,tc_max,formula,e_above_hull,band_gap,is_metal,theoretical,nsites,spacegroup,crystal_system,is_magnetic,magnetization,density,known_parent,chem,supercon_tc_exact,supercon_tc_family,supercon
mp-1180197,2.464,0.234,2.509,0.22,2.675,1.671,2.5493333333333332,2.464,2.675,MoO5,0.7526025897916657,0.0,True,True,12.0,P2/m,Monoclinic,True,8.0001119,3.167110680946139,False,other,,7.2,family
mp-754112,1.273,0.976,1.868,1.244,4.506,2.607,2.549,1.273,4.506,CeBrO,0.04872124624999241,0.0,True,True,6.0,P4/nmm,Tetragonal,False,2.0000001,5.986532461336401,False,other,,,none
mp-1332956,1.904,1.853,2.608,1.131,3.135,1.172,2.549,1.904,3.135,K2W2O5,2.351031566296295,0.0,True,True,18.0,P1,Triclinic,True,0.1269469,6.434041263786529,False,other,,3.9,family
mp-867126,3.088,0.649,2.412,0.464,2.147,0.97,2.549,2.147,3.088,Rb,0.024408722499999924,0.0,True,True,3.0,R-3m,Trigonal,False,1.12e-05,1.504174503897209,False,other,0.0,0.0,exact
mp-1208143,2.769,0.569,1.924,0.051,2.954,0.864,2.549,1.924,2.954,Tl4SnI6,0.012481760000000897,2.1924999999999994,False,True,22.0,Pbam,Orthorhombic,False,0.0001007,6.160112363082207,False,other,,,none
mp-1209034,3.226,1.433,2.7,0.806,1.72,1.203,2.5486666666666666,1.72,3.226,Sr2LaCu2(BiO4)2,0.08900861866666077,0.0,True,True,30.0,Cccm,Orthorhombic,False,5.37e-05,6.991609852579832,False,cuprate-like,,36.0,family
mp-569309,5.023,1.291,2.402,0.943,0.22,0.27,2.5483333333333333,0.22,5.023,RbMnCl3,0.0,1.3133000000000001,False,False,30.0,P6_3/mmc,Hexagonal,False,29.9999996,3.114640130015289,False,other,,,none
mp-1193826,0.807,0.791,3.967,0.627,2.871,1.037,2.5483333333333333,0.807,3.967,Cd(PO5)2,0.5238459897115462,0.0,True,True,26.0,P2_1/c,Monoclinic,True,15.9986594,2.8869294425774834,False,other,,,none
mp-1018141,2.656,1.672,2.954,1.932,2.034,0.98,2.548,2.034,2.954,BaC2,0.24122384111111206,1.3860999999999999,False,False,3.0,R-3m,Trigonal,False,0.0001499,4.536489084349165,False,other,,7.0,family
mp-556592,2.753,1.071,3.006,0.695,1.883,0.91,2.5473333333333334,1.883,3.006,TlBi(PS3)2,0.0,2.0344,False,False,20.0,P2_1,Monoclinic,False,0.0010543,4.3065830789567086,False,other,,,none
mp-768709,0.568,0.494,4.318,4.695,2.756,0.908,2.547333333333333,0.568,4.318,Mn3BiO8,0.09291714187499966,0.0,True,True,12.0,R-3m,Trigonal,True,8.0097464,5.172719630985049,False,other,,,none
mp-1213188,1.369,0.259,4.631,0.515,1.642,0.854,2.547333333333333,1.369,4.631,Cu2AgH(SO5)2,0.036810361210937614,0.34300912335629463,False,True,16.0,C2/m,Monoclinic,False,6.82e-05,4.09716947225944,False,cuprate-like,,,none
mp-2371,2.315,0.902,2.357,1.2,2.969,1.397,2.547,2.315,2.969,Ga2Te5,0.0,0.9609000000000001,False,False,7.0,I4/m,Tetragonal,False,0.0,5.639398811858387,False,other,,,none
mp-1246183,2.519,0.649,1.619,3.103,3.503,1.524,2.547,1.619,3.503,Ti4S3N2,0.16449887944444264,0.07479999999999976,False,True,9.0,C2/m,Monoclinic,False,0.0005809,3.88576822735887,False,other,,,none
mp-30254,1.949,1.136,2.894,0.601,2.797,0.438,2.546666666666667,1.949,2.894,Ba3(LiSn2)4,0.0,0.0,True,False,15.0,C2/m,Monoclinic,False,3e-07,5.372696839762407,False,other,,,none
mp-1224116,3.323,1.583,1.689,0.429,2.628,0.888,2.546666666666667,1.689,3.323,K(Zr3Te4)4,0.0,0.0,True,True,29.0,P-1,Triclinic,False,1.4e-06,6.162209380756363,False,other,,,none
mp-570777,2.253,0.742,3.708,1.428,1.679,0.455,2.546666666666667,1.679,3.708,SrSi,0.04977196950000007,0.0,True,False,20.0,Immm,Orthorhombic,False,1.2370997,3.413691108172935,False,other,,1.55,family
mp-19374,6.05,1.679,0.746,0.786,0.844,0.767,2.5466666666666664,0.746,6.05,K2SrNi(NO2)6,0.11352103397726676,2.1937,False,False,88.0,Fm-3,Cubic,True,0.0009906,2.704778206009956,False,nickelate,,,none
mp-1415265,1.686,1.658,1.537,0.219,4.416,1.74,2.5463333333333336,1.537,4.416,Li4MoO5,1.4394693720000005,0.0,True,True,20.0,P-1,Triclinic,False,0.0314698,3.6539629553100856,False,other,,2.891666667,family
mp-1184548,2.324,1.433,1.762,0.888,3.553,0.89,2.5463333333333336,1.762,3.553,HPd,0.0,0.0,True,True,4.0,P6_3mc,Hexagonal,False,0.0,9.528947699867263,True,other,,9.275,family
mp-5841,2.561,0.242,1.399,0.242,3.679,3.239,2.546333333333333,1.399,3.679,RbCuC2,0.3060577895312493,1.8861,False,False,4.0,P4/mmm,Tetragonal,False,0.0,2.8174573637763567,False,other,,,none
mp-3411,2.246,0.474,1.988,0.432,3.404,0.751,2.546,1.988,3.404,Tl(MoSe)3,0.0,0.0,True,False,14.0,P6_3/m,Hexagonal,False,0.0,7.421202564391977,True,other,4.575,12.2,exact
mp-1110737,3.609,0.645,1.923,0.403,2.106,1.039,2.546,1.923,3.609,RbInBr3,0.02519282049999827,1.3264041792853,False,True,10.0,Fm-3m,Cubic,False,0.0,3.8918227594291395,False,other,,,none
mp-574653,4.965,2.991,0.892,0.809,1.781,2.544,2.546,0.892,4.965,Cs2LiIr(CN)6,0.0,5.4079,False,False,16.0,Fm-3m,Cubic,False,0.0003739,3.221080559286014,False,other,,,none
mp-863004,0.871,0.4,3.048,1.271,3.718,0.922,2.545666666666667,0.871,3.718,K2USO7F2,0.1430539275640932,0.4244,False,False,52.0,P2_1/c,Monoclinic,True,7.9999367,3.6967867511596895,False,other,,,none
mp-1522192,3.395,0.359,2.242,1.064,1.999,1.303,2.5453333333333337,1.999,3.395,Na2NbBiO6,0.12323857200000177,0.4173,False,True,10.0,Fm-3m,Cubic,False,0.0,5.358439284036475,False,other,,,none
mp-1203464,1.192,1.064,3.295,2.11,3.149,0.469,2.5453333333333332,1.192,3.295,Bi2AsO6,0.08907811055555559,0.0,True,False,36.0,P2_1/c,Monoclinic,False,0.0015738,7.434161409901383,False,other,,,none
mp-34765,2.382,1.421,2.882,0.444,2.372,0.922,2.5453333333333332,2.372,2.882,Tl4CuTe3,0.20009036564275684,0.0,True,False,16.0,I4/mcm,Tetragonal,False,0.0033426,8.734450725880757,False,other,,,none
mp-4152,3.383,2.073,0.991,1.136,3.262,0.76,2.5453333333333332,0.991,3.383,Ga2CoS4,0.07422922505952201,0.32840000000000025,False,False,7.0,I-4,Tetragonal,True,3.0014755,3.6842890489706543,False,other,,,none
mp-556136,3.289,2.356,2.011,1.095,2.335,1.191,2.5450000000000004,2.011,3.289,KMoIO6,0.0,3.0051,False,False,36.0,P2_1/c,Monoclinic,False,0.0001428,4.0052342400804966,False,other,,,none
mp-30809,2.11,0.106,2.19,0.171,3.335,0.619,2.545,2.11,3.335,Th7Ni3,0.0,0.0,True,False,20.0,P6_3mc,Hexagonal,False,0.0,11.539520755552303,True,other,1.975,3.7,exact
mp-568384,5.154,4.806,0.338,0.129,2.143,0.905,2.545,0.338,5.154,ScB2,0.9076439600000015,0.0,True,False,6.0,Fd-3m,Cubic,False,0.0012655,3.8471953002488104,False,other,0.0,0.39,exact
mp-560625,2.9,0.843,1.35,0.314,3.385,1.173,2.545,1.35,3.385,RePbClO4,0.10766172017857123,3.3720999999999997,False,False,14.0,Pmn2_1,Orthorhombic,False,0.0003665,6.236937293371811,False,other,,,none
mp-20696,1.203,0.886,4.228,3.171,2.203,1.182,2.5446666666666666,1.203,4.228,Fe3W3C,0.037273610285716074,0.0,True,False,28.0,Fd-3m,Cubic,True,1.9989478,14.295999540850415,False,other,,,none
mp-1209008,3.08,0.709,2.351,3.272,2.203,0.739,2.5446666666666666,2.203,3.08,ScS2NO8,0.5535195373263893,0.0,True,True,12.0,P321,Trigonal,True,1.9996786,2.155454879532158,False,other,,,none
mp-1079046,3.206,1.61,1.566,0.357,2.861,0.416,2.544333333333334,1.566,3.206,BC7,0.24744227627604154,0.0,True,True,8.0,Pmm2,Orthorhombic,False,0.0016538,3.3172401942145417,False,other,,12.0,family
mp-1204042,2.239,1.701,1.731,0.443,3.662,0.723,2.544,1.731,3.662,Sm5P12Ru19,0.0,0.0,True,False,36.0,P-62m,Hexagonal,False,0.0877573,9.179925338438192,False,other,,0.0,family
mp-604321,3.102,0.63,2.407,0.467,2.123,0.966,2.544,2.123,3.102,Rb,0.0022357275000000065,0.0,True,True,4.0,P6_3/mmc,Hexagonal,False,3.1e-06,1.499289117185098,False,other,0.0,0.0,exact
mp-567698,3.003,0.556,3.106,1.872,1.523,1.485,2.544,1.523,3.106,CsTiI3,0.009522494444446306,0.0,True,False,10.0,P6_3/mmc,Hexagonal,True,4.0,4.502682966750426,False,other,,,none
mp-1102001,1.583,0.573,3.517,2.546,2.531,0.684,2.5436666666666667,1.583,3.517,AlNF4,0.9686526587500035,0.0,True,False,12.0,I4/mcm,Tetragonal,True,3.9987614,2.4571435620400996,False,other,,,none
mp-4826,0.544,0.447,4.599,3.313,2.487,1.276,2.5433333333333334,0.544,4.599,CaCuO2,0.015604196666667569,0.0,True,False,4.0,P4/mmm,Tetragonal,False,0.1413354,4.832002022480178,True,cuprate-like,0.0,8.0,exact
mp-1216596,1.558,1.216,3.868,3.44,2.204,1.199,2.5433333333333334,1.558,3.868,V2O5,0.6399303721428575,0.7574000000000001,False,True,7.0,Immm,Orthorhombic,True,4.0,2.4218621241816956,False,other,,2.4,family
mp-1029074,1.6,0.88,3.063,1.342,2.967,0.622,2.5433333333333334,1.6,3.063,Te4MoW3(SeS)2,0.18816115208332818,0.0,True,True,12.0,P3m1,Trigonal,False,0.0017954,5.925297092025879,False,other,,,none
mp-1185650,3.784,0.21,1.822,0.832,2.024,1.854,2.5433333333333334,1.822,3.784,Mg16Al12Bi,0.05752905465517255,0.0,True,True,29.0,I-43m,Cubic,False,0.0227961,2.5658466907342863,False,other,,,none
mp-725512,1.906,0.51,1.239,0.034,4.485,0.993,2.5433333333333334,1.239,4.485,Y3NF10,0.41101158285714856,0.0,True,False,28.0,Fm-3m,Cubic,True,4.0285708,3.8738450176252672,False,other,,,none
mp-1223884,3.973,1.775,1.712,0.174,1.945,0.895,2.5433333333333334,1.712,3.973,In4AsP3,0.0016889662500005898,1.2212000000000005,False,True,8.0,Amm2,Orthorhombic,False,4.3e-05,4.786803132234174,False,other,,,none
mp-998748,2.194,0.6,3.181,1.62,2.254,0.953,2.5429999999999997,2.194,3.181,TlAgCl3,0.01643992600000077,0.0,True,True,10.0,R3c,Trigonal,False,0.0006574,5.152151254659757,False,other,,,none
mp-1226056,2.486,0.251,2.756,0.364,2.387,0.392,2.5429999999999997,2.387,2.756,Co5CuS8,0.004674237857143382,0.0,True,True,14.0,F-43m,Cubic,True,0.2311843,4.937005079524698,False,other,,2.8,family
mp-780738,1.483,0.606,2.837,0.908,3.308,0.264,2.542666666666667,1.483,3.308,H4WNCl6,0.0,0.0,True,False,24.0,C2/c,Monoclinic,True,1.9953985,3.1198579297589544,False,hydride,,,none
mp-1214182,2.05,0.198,2.84,1.184,2.738,0.323,2.542666666666667,2.05,2.84,Bi4Au,0.2601808474999956,0.0,True,True,10.0,Fd-3m,Cubic,False,0.0012095,10.062907071793386,False,other,,1.77,family
mp-1216583,4.235,0.786,1.074,0.503,2.318,0.56,2.5423333333333336,1.074,4.235,TlP3,0.3099031314166645,0.0,True,True,4.0,R3m,Trigonal,False,0.0024678,5.165751358809501,False,other,,,none
mp-19225,2.415,7.345,3.273,0.494,1.938,1.008,2.5420000000000003,1.938,3.273,FeAgO2,0.0,1.1484999999999999,False,False,4.0,R-3m,Trigonal,False,0.9999977,7.243436174512323,False,other,,,none
mp-1192059,3.493,1.196,0.348,0.04,3.785,1.027,2.542,0.348,3.785,CrNF4,0.9676860362499928,0.0,True,False,24.0,P4/nmm,Tetragonal,True,2.9993932,2.5770178758384765,False,other,,,none
mp-542339,3.074,0.422,1.242,0.344,3.309,4.009,2.5416666666666665,1.242,3.309,CsIn3,0.0,0.0,True,False,12.0,I-4m2,Tetragonal,False,0.0,5.510060036898283,False,other,,,none
mp-1068653,2.32,0.298,2.407,0.743,2.898,0.62,2.5416666666666665,2.32,2.898,CaSi3Ir,0.0,0.0,True,False,5.0,I4mm,Tetragonal,False,0.0,6.059767472151613,True,other,3.3,3.3,exact
mp-1932,2.029,1.284,1.588,0.268,4.008,1.484,2.5416666666666665,1.588,4.008,Nb3Os,0.0,0.0,True,False,8.0,Pm-3n,Cubic,False,0.0001026,11.263244885336794,True,other,0.663333333,2.86,exact
mp-1104673,0.875,0.792,5.566,7.295,1.183,1.672,2.541333333333333,0.875,5.566,IrC4,1.2695418699999976,0.0,True,True,15.0,P3_121,Trigonal,False,0.0021733,9.779434254262029,False,other,,,none
mp-1216585,2.312,0.637,2.888,0.087,2.423,0.691,2.541,2.312,2.888,Tl4Br3Cl,0.2544084574999985,2.005,False,True,8.0,P4/mmm,Tetragonal,False,0.0001086,6.989169070101976,False,other,,,none
mp-975601,3.76,5.192,1.521,0.208,2.342,0.965,2.541,1.521,3.76,Pr3Cl,0.6346709455555564,0.0,True,True,8.0,P6_3/mmc,Hexagonal,False,0.0225823,6.235130294765544,False,other,,,none
mp-1186383,2.459,0.153,2.244,0.666,2.92,0.805,2.541,2.244,2.92,OsPb3,0.8588683125000003,0.0,True,True,4.0,Fm-3m,Cubic,False,0.0012051,13.799038410635518,False,other,,,none
mp-755067,0.96,0.7,0.79,0.478,5.872,10.872,2.5406666666666666,0.79,5.872,Cr4OF11,0.03710577808333593,0.7559,False,True,16.0,P2,Monoclinic,True,0.999938,3.6031051844787987,False,other,,,none
mp-1188524,2.514,0.305,1.384,0.8,3.723,1.909,2.5403333333333333,1.384,3.723,Eu(P3Ru)4,0.0,0.0,True,False,17.0,Im-3,Cubic,False,6.7715558,5.873616027045177,False,other,,,none
mp-27398,3.369,1.935,1.96,1.141,2.291,1.462,2.5400000000000005,1.96,3.369,TlBr2,0.0,1.7922000000000002,False,False,24.0,Pnna,Orthorhombic,False,0.0,5.420369553601207,False,other,,,none
mp-861663,4.034,1.041,1.783,0.852,1.803,0.677,2.54,1.783,4.034,LiRh2Pb,0.0,0.0,True,True,4.0,Fm-3m,Cubic,False,1.16e-05,11.279915217848904,False,other,,,none
mp-1009130,0.848,0.811,5.2,3.295,1.571,0.974,2.5396666666666667,0.848,5.2,MnN,0.01508596781249949,0.08389999999999986,False,True,2.0,F-43m,Cubic,False,2e-07,6.046447260805238,False,other,,,none
mp-1216056,0.861,0.713,3.062,1.307,3.696,0.934,2.5396666666666667,0.861,3.696,Y2PS,0.0,0.0,True,True,4.0,R-3m,Trigonal,False,1e-07,4.532999868076608,True,other,,0.0,family
mp-1110796,4.901,4.732,1.093,0.399,1.625,1.538,2.5396666666666667,1.093,4.901,Rb2AgMoCl6,0.022125837312501062,1.014730027212228,False,True,10.0,Fm-3m,Cubic,True,2.9985798,3.456050934425455,False,other,,,none
mp-1348382,3.114,0.818,1.94,0.508,2.564,2.304,2.5393333333333334,1.94,3.114,ZnSbO3,0.16128341650000078,0.3548,False,True,20.0,P2_1/m,Monoclinic,False,0.000607,6.348342097974473,False,other,,,none
mp-1219504,2.494,0.48,2.188,0.998,2.935,0.919,2.539,2.188,2.935,Sb3TeClO6,0.0385301876262627,2.693491003962304,False,True,11.0,Cm,Monoclinic,False,0.0009536,3.9201206824671693,False,other,,,none
mp-690650,2.43,0.74,4.589,3.244,0.598,0.577,2.539,0.598,4.589,ZnH4(ClO3)2,0.11156276403845933,2.5325,False,False,26.0,P2_1/c,Monoclinic,False,0.0008251,2.6735042418060306,False,hydride,,,none
mp-30221,1.772,0.602,3.271,0.848,2.574,0.447,2.539,1.772,3.271,Ba5P5I3,0.0,0.0,True,False,26.0,C2/m,Monoclinic,False,4.8e-05,4.269036083691869,False,other,,,none
mp-1179144,0.916,0.289,2.264,0.588,4.437,4.114,2.539,0.916,4.437,SeO4,0.33814550849999847,0.0,True,False,20.0,P2_12_12_1,Orthorhombic,True,7.9990836,2.7012912920348144,False,other,,,none
mp-1064706,1.733,1.504,1.606,0.665,4.277,3.979,2.538666666666667,1.606,4.277,MoN,0.7584151612499994,0.0,True,False,4.0,Imma,Orthorhombic,False,0.0006322,4.56576506154059,False,other,,5.1,family
mp-28938,2.761,1.069,3.043,0.826,1.812,0.528,2.538666666666667,1.812,3.043,Nb3TeCl7,0.0,0.7027000000000001,False,False,22.0,P-3m1,Trigonal,False,0.0,3.913642806956286,False,other,,,none
mp-1423122,1.853,0.037,3.212,0.189,2.551,0.21,2.538666666666667,1.853,3.212,Rb2SnTe5,0.004120261875002029,0.4276,False,False,16.0,I4cm,Tetragonal,False,0.0042939,4.921817758561991,False,other,,,none
mp-567917,2.741,0.481,2.967,0.799,1.908,0.849,2.5386666666666664,1.908,2.967,TlBi(PSe3)2,0.0009467968749996558,1.4469000000000003,False,False,80.0,P2_1/c,Monoclinic,False,0.0,5.7242375580412785,False,other,,,none
mp-30165,2.644,1.095,0.827,0.096,4.145,1.326,2.5386666666666664,0.827,4.145,Sr7Re4O19,0.005010742727774797,0.0,True,False,30.0,C2/m,Monoclinic,True,2.1021098,7.000004879015043,False,other,,,none
mp-1179866,1.504,0.464,2.73,0.339,3.381,1.56,2.5383333333333336,1.504,3.381,Pr3CBr5,0.0,0.5933999999999999,False,False,18.0,P-1,Triclinic,False,0.0,4.820270580276126,False,other,,,none
mp-989569,3.395,0.947,2.144,0.128,2.076,0.758,2.5383333333333336,2.076,3.395,Rb2NaPbF6,0.0,0.0,True,True,10.0,Fm-3m,Cubic,True,0.8751046,4.499901032851404,False,other,,,none
mp-6443,1.882,0.302,1.594,0.804,4.139,0.151,2.5383333333333336,1.594,4.139,Ba3CaRu2O9,0.0,0.0,True,False,30.0,P6_3/mmc,Hexagonal,True,12.0024827,5.748943001928435,False,other,,,none
mp-1190722,0.551,0.47,2.311,1.248,4.753,1.448,2.5383333333333336,0.551,4.753,MgU2(SiO8)2,0.5250605901190513,0.0,True,False,21.0,C2/m,Monoclinic,True,9.9998902,3.4163917723930157,False,other,,,none
mp-1223237,2.413,0.626,3.255,0.16,1.947,0.294,2.538333333333333,1.947,3.255,La2MnSb4,0.04524448315270835,0.0,True,True,7.0,P-4m2,Tetragonal,True,4.4436966,6.63394059724106,False,other,,,none
mp-571098,2.817,1.862,2.577,0.668,2.22,1.848,2.5380000000000003,2.22,2.817,Lu(FeSi)2,0.0,0.0,True,False,5.0,I4/mmm,Tetragonal,False,1.9770039,7.933410654972603,False,other,,6.0,family
mp-1002164,3.301,0.862,0.98,0.483,3.331,1.514,2.537333333333333,0.98,3.331,GeC,0.43837332875,1.653200000000001,False,True,2.0,F-43m,Cubic,False,0.0007529,5.760897108303013,False,other,,,none
mp-31086,2.499,2.068,3.134,0.92,1.978,0.212,2.537,1.978,3.134,NaP5,0.009960415000000111,1.3542000000000005,False,False,24.0,Pnma,Orthorhombic,False,0.0,2.3490230826921965,False,other,,,none
mp-1227607,2.573,0.458,3.405,1.598,1.632,0.648,2.5366666666666666,1.632,3.405,CoH15N6(ClO)2,0.17036568192307566,3.1259057507437413,False,True,52.0,P-1,Triclinic,False,3.6e-06,1.6990232009494879,False,hydride,,,none
mp-645291,0.671,0.518,2.775,0.663,4.163,0.287,2.5363333333333333,0.671,4.163,As3Pb5ClO12,0.00406220499999943,3.0286,False,False,42.0,P6_3/m,Hexagonal,False,0.0,7.278347045410537,False,other,,,none
mp-1009548,1.674,0.644,1.7,0.667,4.235,1.959,2.5363333333333333,1.674,4.235,PdN,0.9524291725000005,0.0,True,True,2.0,Fm-3m,Cubic,False,0.0009757,9.122719972192765,False,other,,,none
mp-1217394,2.344,0.472,2.569,1.428,2.696,0.509,2.5363333333333333,2.344,2.696,ThURe4,0.05121566041667158,0.0,True,True,12.0,P-3m1,Trigonal,False,0.1758938,17.68372710329599,False,other,,,none
mp-1214472,3.955,0.849,3.032,1.61,0.621,0.149,2.536,0.621,3.955,BaAs2Xe5F22,0.0,2.629,False,True,30.0,Fmmm,Orthorhombic,False,0.0008638,3.7224918930228292,False,other,,,none
mp-29028,1.41,0.4,5.136,1.226,1.062,0.466,2.536,1.062,5.136,B2AsCl2,0.13432225266666453,3.4124999999999996,False,False,20.0,P-1,Triclinic,False,0.0004309,2.0364268541838615,False,other,,,none
mp-631361,2.617,0.586,2.685,0.619,2.305,0.819,2.5356666666666663,2.305,2.685,SrZr2Nb,0.7261369308333308,0.0,True,True,4.0,F-43m,Cubic,True,0.0891151,6.090677678713689,False,other,,,none
mp-1217896,1.227,0.868,3.083,0.682,3.296,0.972,2.5353333333333334,1.227,3.296,TaPd,0.21971092249999913,0.0,True,True,2.0,R-3m,Trigonal,False,0.0018618,14.272651069984152,False,other,,,none
mp-1009008,2.938,0.965,2.766,1.705,1.901,0.073,2.535,1.901,2.938,LaTe,0.12929045000000094,0.0,True,True,2.0,Pm-3m,Cubic,True,0.6330432,7.257039766225313,False,other,1.48,4.0275,exact
mp-1022728,2.44,1.834,2.479,0.951,2.686,1.671,2.535,2.44,2.686,Cu3O2,0.16036249400000102,0.0,True,True,5.0,I4/mmm,Tetragonal,False,0.0014974,6.147635994213703,False,cuprate-like,,0.0,family
mp-561703,3.196,0.612,2.688,1.473,1.721,0.349,2.535,1.721,3.196,AuCClO,0.3001616656249997,3.0723,False,False,8.0,Cmcm,Orthorhombic,False,0.00049,4.151050765418107,False,other,,,none
mp-1207674,1.214,1.015,3.636,1.132,2.755,0.989,2.5349999999999997,1.214,3.636,TmPPd,0.0,0.0,True,True,12.0,Pnma,Orthorhombic,False,0.0,9.809907459722494,False,other,,,none
mp-1110949,2.998,0.429,2.16,0.447,2.446,0.422,2.534666666666667,2.16,2.998,K2AgSbI6,0.06595202150000024,1.0827000000000002,False,True,10.0,Fm-3m,Cubic,False,0.0484393,4.071957799875103,False,other,,,none
mp-697008,0.443,0.769,5.058,2.556,2.102,1.626,2.534333333333333,0.443,5.058,CuH12N2(OF2)2,0.03930695095238157,0.7082,False,False,42.0,C2/c,Monoclinic,True,2.0030268,2.0237688231047035,False,cuprate-like,,,none
mp-552098,1.889,0.817,2.63,0.393,3.084,1.536,2.534333333333333,1.889,3.084,Bi2SeO2,0.06065601866666981,0.3686999999999996,False,False,5.0,I4/mmm,Tetragonal,False,0.0,9.470403700204162,False,other,,,none
mp-28334,1.964,0.669,4.097,0.46,1.541,0.127,2.5340000000000003,1.541,4.097,Tl4SiSe4,0.0,1.4648000000000003,False,False,36.0,C2/c,Monoclinic,False,0.0,7.091705951833394,False,other,,,none
mp-675976,5.963,2.978,0.75,0.666,0.889,0.923,2.5340000000000003,0.75,5.963,KPO3,1.4928622199999948,0.7699999999999999,False,True,10.0,P-1,Triclinic,False,3.17e-05,2.209724070640273,False,other,,,none
mp-540839,1.286,0.314,4.93,1.263,1.386,0.834,2.534,1.286,4.93,CsPbI3,0.0,2.5181,False,False,20.0,Pnma,Orthorhombic,False,0.0,5.143480383752095,False,other,,,none
mp-1207917,0.455,0.412,3.884,0.794,3.262,1.303,2.5336666666666665,0.455,3.884,URuC2,0.13436930662500046,0.0,True,True,16.0,Pnma,Orthorhombic,False,0.0208321,12.244482500233655,False,other,,0.0,family
mp-1194512,1.51,1.461,2.522,2.549,3.569,2.017,2.5336666666666665,1.51,3.569,V2(CuO3)3,0.09331805044640085,0.14529999999999998,False,False,28.0,P2_1/m,Monoclinic,True,1.9998955,3.738346380269045,False,cuprate-like,,,none
mp-1025301,2.978,0.668,1.75,0.163,2.872,0.877,2.533333333333333,1.75,2.978,GaPPd5,0.0,0.0,True,False,7.0,P4/mmm,Tetragonal,False,0.0,10.150306278797114,False,other,,,none
mp-1196065,2.961,2.121,2.691,0.971,1.948,1.457,2.533333333333333,1.948,2.961,Cs2I4O11,0.0035883426470553204,2.8686043822295844,False,False,34.0,P6_3,Hexagonal,False,0.0,4.973227984396162,False,other,,,none
mp-1222270,2.303,1.551,1.668,0.992,3.629,1.115,2.533333333333333,1.668,3.629,LiMg,0.019147592499999977,0.0,True,True,2.0,Cmmm,Orthorhombic,False,0.0,1.2498955623234638,False,other,,11.0,family
mp-8176,1.295,1.169,4.101,1.043,2.204,0.766,2.533333333333333,1.295,4.101,RbTlO2,0.0,0.8461999999999996,False,False,4.0,R-3m,Trigonal,False,0.0,7.924808737854108,False,other,,,none
mp-1369848,2.234,2.539,3.276,0.418,2.089,1.054,2.533,2.089,3.276,Sr2AlCu2SnO7,0.9815871906730758,0.0,True,True,26.0,P1,Triclinic,True,1.0974312,5.372564658621081,False,cuprate-like,,,none
mp-1027609,1.365,1.271,3.706,0.815,2.528,0.482,2.533,1.365,3.706,TeMoWSeS2,0.20979208791666437,0.0,True,True,12.0,P3m1,Trigonal,False,0.0016117,5.096343916535329,False,other,,,none
mp-27411,2.775,0.48,3.327,0.74,1.496,0.501,2.532666666666667,1.496,3.327,TlP5,0.0,1.1848999999999998,False,False,24.0,Pmc2_1,Orthorhombic,False,0.0,4.18721733842328,False,other,,,none
mp-1078234,3.96,0.23,1.97,0.521,1.668,0.427,2.5326666666666666,1.668,3.96,BaGe3,0.03801794718749907,0.0,True,False,8.0,P6_3/mmc,Hexagonal,False,3.9e-06,5.651040355932177,True,other,4.0,10.0,exact
mp-1112607,3.287,0.629,2.215,0.895,2.095,0.697,2.5323333333333333,2.095,3.287,Cs2YHgF6,0.09148386074999593,0.0,True,True,10.0,Fm-3m,Cubic,True,1.0038741,4.937460748429552,False,other,,,none
mp-1184565,2.754,3.225,1.258,0.592,3.585,0.076,2.5323333333333333,1.258,3.585,GeB,0.550217262916668,0.0,True,True,4.0,P6_3mc,Hexagonal,False,0.0006657,4.839802891343079,False,other,,,none
mp-9854,3.273,0.276,3.413,0.748,0.911,0.309,2.5323333333333333,0.911,3.413,YP5,0.0,0.13710000000000022,False,False,12.0,P2_1/m,Monoclinic,False,0.0,3.3084400442445165,False,other,,,none
mp-1187592,3.035,2.071,1.571,1.194,2.991,2.347,2.5323333333333333,1.571,3.035,Tc3Pb,0.5984628337499984,0.0,True,True,8.0,P6_3/mmc,Hexagonal,True,1.5339626,12.4822882643935,False,other,,,none
mp-1198084,0.997,0.727,3.955,2.993,2.644,0.424,2.532,0.997,3.955,Ca2S2O9,0.1698957960256413,0.023499999999999965,False,False,39.0,C2,Monoclinic,True,6.0023237,2.613300025568637,False,other,,,none
mp-996969,5.496,2.201,1.226,0.192,0.873,1.403,2.5316666666666667,0.873,5.496,AgBiO2,0.0025499732500016137,1.4247,False,True,8.0,P2_1/m,Monoclinic,False,0.0,8.144979180566835,False,other,,,none
mp-996955,5.038,0.793,1.151,1.842,1.406,1.201,2.5316666666666667,1.151,5.038,HAuO2,0.0311909190624986,1.2771,False,True,4.0,C2/m,Monoclinic,False,0.0038978,6.972765051324145,False,other,,,none
mp-631528,3.147,0.578,1.391,0.339,3.057,0.714,2.5316666666666667,1.391,3.147,ZnBSe2,1.5398544802604182,0.0,True,True,4.0,F-43m,Cubic,False,0.0072424,5.676183994264421,False,other,,,none
mp-1226368,1.484,0.908,1.341,0.894,4.769,1.223,2.5313333333333334,1.341,4.769,Cr2InS4,0.10458883678571329,0.0,True,True,14.0,Imma,Orthorhombic,True,13.9999257,4.076785689014026,False,other,,,none
